transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
h.mu-du-un-ra,achE,mudun-SG,muduunra,1,,noun,"hh.mu-du-in-ra, mi-du-un-ra, mu-du-ra",Sg.,3rd Anim.,,,
ha-tam5-tup,achE,Elamite-PL,hatamtup,1,,noun,ha-tam5-ti-ip,Pl.,3rd Anim.,,,
a-a-in,nE,house,aain,1,,noun,a-hi-in,,,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">a</font>-in</qt>",,
A.lg,,water,a,13,,noun,,Pl.,1st,"<qt><font color=""#690000"">A</font>.<font color=""#690000"">lg</font></qt>",,
h.A.lg,,water,a,13,,noun,,Pl.,1st,,,
a-a-in.ú.me-na,nE,house-1SG-INANIM.AGR-GEN,aainumena,1,,noun,a-hi-in,,,,,
ab-ba-qa-na,achE,apakāna,abbaqana,1,apakāna,noun,ab-ba-qa-na-iš,,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#00ff00"">qa</font>-na</qt>",,
ab-ba-qa-na-iš,achE,apakāna-š,abbaqanais~,2,apakāna,noun,"ha-pi-qa-nu-iš, ab-ba-qa-na-še, ap-pi-qa-na-še",,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#00ff00"">qa</font>-na-iš</qt>",,
ab-ba-qa-na-še,achE,apakāna-šai,abbaqanas~e,14,apakāna-šai,noun,"ab-ba-qa-na-iš, ap-pi-qa-na-še, ha-pi-qa-nu-iš",,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#00ff00"">qa</font>-na-<font color=""#690000"">še</font></qt>",,
h.ab-ba-nu-ya-ak-qa-kam?-man?,achE,apanyāka-mai,abbanuyaakqakamman,1,apanyāka-mai,noun,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-nu-<font color=""#690000"">ya</font>-<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font>-<font color=""#690000"">kam</font>-<font color=""#690000"">man</font></qt>",,
ab-a-ra,,fat-SG,abara,1,,noun,ab-ba-ra ?,Sg.,1st,"<qt><font color=""#9b0000"">ab</font>-<font color=""#690000"">a</font>-<font color=""#690000"">ra</font></qt>",,
2.ab-ba,nE,who-PL,abba,1,,noun,ap-pa,,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font></qt>",,
f.ab-ba-ak-qa-na-iš,achE,apakānā-š,abbaakqanais~,2,apakānā,noun,,,,"<qt><font color=""#e10000"">f</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font>-na-iš</qt>",,
a-ap-pi,mE,lineage,aappi,,,noun,"ap-hi-e, ah-be, a-h-pi, e-ip-pi, hi-iš.a-ha-be",,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font></qt>",,
a-ap-ti,mE,aapti,aapti,,,noun,ap-ti,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">ti</font></qt>",,
a-ap-me,mE,api-INANIM,aapme,2,,noun,a[p-me],,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">ap</font>-<font color=""#9b0000"">me</font></qt>",,
a-a-ni-ip,"oE, mE",house-PL,aaniip,5,,noun,a-a-ni,Pl.,3rd Anim.,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#c30000"">ni</font>-<font color=""#690000"">ip</font></qt>",,
a-a-ni-ri,mE,house-SG-3SG.POSS,aaniri,1,,noun,,Sg.,3rd Anim.,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#c30000"">ni</font>-<font color=""#9b0000"">ri</font></qt>",,
h.a-a-pír-ib-be,nE,Aipir-PL,aapiribbe,1,,noun,h.a-a-pír,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#e10000"">pír</font>-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>",,
h.a-a-pír-in-na,achE,Aipir-na,aapirinna,1,aipir,noun,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#e10000"">pír</font>-in-na</qt>",,
h.a-a-pír-na,,Aipir-GEN,aapirna,1,aipir,noun,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#e10000"">pír</font>-na</qt>",,
h.a-a-pír-ra,achE,Aipir-SG,aapirra,1,,noun,h.a-a-pír,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#e10000"">pír</font>-<font color=""#690000"">ra</font></qt>",,
a-a-ni-ip-ù-be,"oE, mE",house-PL-1SG-3PL.AGR,aaniipube,5,,noun,a-a-ni,Pl.,3rd Anim.,,,
a-hi-in,nE,house,ahiin,6,,noun,"a-a-in, a-a-ni, a-i-in, a-h-in, ha-a-in, v.ha-a-in.ku-ši-ra",Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#c30000"">hi</font>-in</qt>",,
a-h-in,nE,house,ahin,3,,noun,"a-hi-in, la-ni-a-in?",,,"<qt><font color=""#690000"">a</font>-<font color=""#d50000"">h</font>-in</qt>",,
a-h-iš,nE,pasture?,ahis~,2,,noun,,,,"<qt><font color=""#690000"">a</font>-<font color=""#d50000"">h</font>-iš</qt>",,
ak-me-ir,mE,chalice??,akmeir,2,,noun,,Sg.,1st,"<qt><font color=""#690000"">ak</font>-<font color=""#9b0000"">me</font>-ir</qt>",,
GAM.ak-na-ma,nE,,aknama,1,,noun,,Sg.,1st,"<qt><font color=""#690000"">GAM</font>.<font color=""#690000"">ak</font>-na-<font color=""#b40000"">ma</font></qt>",,
ak-pi?-ip,mE,ak-PL,akpiip,1,,noun,ak+ip,Sg.,1st,"<qt><font color=""#690000"">ak</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">ip</font></qt>",,
hh.ak-qa-a-še,achE,haxāya-šai,akqaas~e,9,haxāya-šai,noun,hh.ak-qa-ya-še,Sg.,1st,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font>-<font color=""#690000"">a</font>-<font color=""#690000"">še</font></qt>",,
hh.ak-qa-e-še,achE,,akqaes~e,1,,noun,hh.ak-qa-ya-še,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font>-<font color=""#690000"">e</font>-<font color=""#690000"">še</font></qt>",,
hh.ak-qa-hi-ya,achE,Haxāya,akqahiya,1,haxāya,noun,hh.ak-qa-ya,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font>-<font color=""#c30000"">hi</font>-<font color=""#690000"">ya</font></qt>",,
hw.a-a-na-ib-be,,,aanaibbe,1,aina,noun,,Pl.,3rd Anim.,"<qt><font color=""#de0000"">hw</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-na-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>",,
a-al,,ālu,aal,1,ālu,noun,,Sg.,1st,"<qt><font color=""#690000"">a</font>-al</qt>",,
a-a-ni,mE,house-3SG.POSS,aani,1,,noun,a-hi-in,Sg.,3rd Anim.,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#c30000"">ni</font></qt>",,
2.ri-ri,achE,,riri,,,noun,ri-e-ri-e,,,"<qt><font color=""#9b0000"">ri</font>-<font color=""#9b0000"">ri</font></qt>",,
ri-ri-e-h,oE,,ririeh,,,noun,ri-e-ri-e,,,"<qt><font color=""#9b0000"">ri</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">e</font>-<font color=""#d50000"">h</font></qt>",,
AB,,,ab,16,,noun,,,,"<qt><font color=""#9b0000"">AB</font></qt>",,
hw.a-a-zip-pi-ip,nE,,aazippiip,,,noun,Aizip+pl.,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#00ff00"">zip</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">ip</font></qt>",,
a-áš-ta,mE,temple.brothel,aas~ta,1,aštammu,noun,"a-áš-ta-am, áš-ta-am",,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">áš</font>-ta</qt>",,
a-áš-ta-am,mE,temple.brothel,aas~taam,,aštammu,noun,"a-áš-ta, áš-ta-am",,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">áš</font>-ta-am</qt>",,
hi-an,achE,,hian,,,noun,hi-ya-an,,,"<qt><font color=""#c30000"">hi</font>-<font color=""#c30000"">an</font></qt>",,
v.ha-a-in.ku-ši-ra,,house-builder,haainkus~ira,1,,noun,a-hi-in+ku-ši+ra,,,"<qt><font color=""#690000"">v</font>.<font color=""#690000"">ha</font>-<font color=""#690000"">a</font>-in.<font color=""#d50000"">ku</font>-<font color=""#c30000"">ši</font>-<font color=""#690000"">ra</font></qt>",,
ha-a-in,nE,house,haain,,,noun,a-hi-in,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">a</font>-in</qt>",,
ha-al,"oE, mE",land,haal,,,noun,ha-al-ma,,,"<qt><font color=""#690000"">ha</font>-al</qt>",,
ha-al.lg,nE,land,haal,,,noun,ha-al,,,"<qt><font color=""#690000"">ha</font>-al.<font color=""#690000"">lg</font></qt>",,
ha-al-ba-tum,oE,Halbatum,haalbatum,,,noun,,,,"<qt><font color=""#690000"">ha</font>-al-<font color=""#9b0000"">ba</font>-<font color=""#b40000"">tum</font></qt>",month,
ha-al.ha-ap-pa-ti-iš,mE,hal-haptiš,haalhaappatiis~,,,noun,"ha-al.ha-ap-ti-iš, hal.ha-ap-ti-iš.e",,,"<qt><font color=""#690000"">ha</font>-al.<font color=""#690000"">ha</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">ti</font>-iš</qt>",,
ha-al.ha-ap-ti-iš,mE,hal-haptiš,haalhaaptiis~,,,noun,"ha-al.ha-ap-ti-iš, hal.ha-ap-ti-iš.e",,,"<qt><font color=""#690000"">ha</font>-al.<font color=""#690000"">ha</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">ti</font>-iš</qt>",,
ab-ba-ir.ku-ti-ip,achE,abbair-bear-PL,abbairkutiip,2,,noun,GIŠ.ab-bar,,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-ir.<font color=""#d50000"">ku</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ip</font></qt>",,
ab-ba-kin-nu-iš,achE,apakanya-š,abbakinnuis~,1,apakanya,noun,ab-ba-kán-nu-iš,,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">kin</font>-nu-iš</qt>",,
ab-ba-kán-nu-iš,achE,apakanya-š,abbakannuis~,14,apakanya,noun,hh.ab-ba-qa-nu-iš,,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">kán</font>-nu-iš</qt>",,
ab-ba-bar-qa-še,achE,apabarga-šai,abbabarqas~e,1,apabarga-šai,noun,,,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#de0000"">bar</font>-<font color=""#00ff00"">qa</font>-<font color=""#690000"">še</font></qt>",,
GIŠ.ab-bar,nE,,abbar,1,,noun,,Sg.,1st,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#9b0000"">ab</font>-<font color=""#de0000"">bar</font></qt>",,
hh.ab-bar-na-bar-ráš,achE,āprnabara-š,abbarnabarras~,2,āprnabara,noun,hh.ab-bar-na-bar-ra,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#9b0000"">ab</font>-<font color=""#de0000"">bar</font>-na-<font color=""#de0000"">bar</font>-<font color=""#b40000"">ráš</font></qt>",,
hh.ab-bar-na-bar-ra,achE,āprnabara,abbarnabarra,3,āprnabara,noun,hh.ab-bar-na-bar-ráš,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#9b0000"">ab</font>-<font color=""#de0000"">bar</font>-na-<font color=""#de0000"">bar</font>-<font color=""#690000"">ra</font></qt>",,
GIŠ.ab-bar-na-bar-ra,achE,āprnabara,abbarnabarra,3,āprnabara,noun,hh.ab-bar-na-bar-ra,,,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#9b0000"">ab</font>-<font color=""#de0000"">bar</font>-na-<font color=""#de0000"">bar</font>-<font color=""#690000"">ra</font></qt>",,
GIŠ.ab-bar-na-ba-ráš,achE,āprnabara-š,abbarnabaras~,2,āprnabara,noun,hh.ab-bar-na-bar-ra,,,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#9b0000"">ab</font>-<font color=""#de0000"">bar</font>-na-<font color=""#9b0000"">ba</font>-<font color=""#b40000"">ráš</font></qt>",,
GIŠ.ab-bar-nu-ba-ra,achE,āprnabara,abbarnubara,,āprnabara,noun,hh.ab-bar-na-bar-ra,,,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#9b0000"">ab</font>-<font color=""#de0000"">bar</font>-nu-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ra</font></qt>",,
hh.ab-ba-qa-nu-iš,achE,apakanya-š,abbaqanuis~,1,apakanya,noun,ab-ba-kán-nu-iš,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#00ff00"">qa</font>-nu-iš</qt>",,
hh.ab-ba-uk-iš-be-na,achE,apaukiš-PL-na,abbaukis~bena,2,apaukiš,noun,f.ab-ba-uk-iš,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">uk</font>-iš-<font color=""#de0000"">be</font>-na</qt>",,
ab-be-be,achE,loaf-PL,abbebe,1,,noun,"ab-be-be, ha-be-be",Sg.,1st,"<qt><font color=""#9b0000"">ab</font>-<font color=""#de0000"">be</font>-<font color=""#de0000"">be</font></qt>",,
ab-be-be.hu-ut-ti-ra,achE,loaf-PL-make-SG,abbebehuuttira,1,,noun,ab-be.KI.MIN.hu-ut-ti-ra,,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#de0000"">be</font>-<font color=""#de0000"">be</font>.<font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ra</font></qt>",,
f.ab-ba-uk-qa-iš-be,achE,ābaugā-š-PL,abbaukqais~be,1,ābaugā,noun,,,,"<qt><font color=""#e10000"">f</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">uk</font>-<font color=""#00ff00"">qa</font>-iš-<font color=""#de0000"">be</font></qt>",,
f.ab-ba-uk-qa-na-ip,achE,apakānā-PL,abbaukqanaip,1,apakānā,noun,f.ab-ba-uk-qa-na-iš,,,"<qt><font color=""#e10000"">f</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">uk</font>-<font color=""#00ff00"">qa</font>-na-<font color=""#690000"">ip</font></qt>",,
f.ab-ba-uk-qa-na-iš,achE,apakānā-š,abbaukqanais~,3,apakānā,noun,,,,"<qt><font color=""#e10000"">f</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">uk</font>-<font color=""#00ff00"">qa</font>-na-iš</qt>",,
f.ab-ba-uk-qa-na-iš-be,achE,apakānā-š-PL,abbaukqanais~be,1,apakānā,noun,f.ab-ba-uk-qa-na-iš-be,,,"<qt><font color=""#e10000"">f</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">uk</font>-<font color=""#00ff00"">qa</font>-na-iš-<font color=""#de0000"">be</font></qt>",,
ab-be.KI.MIN,achE,loaf,abbekimin,8,,noun,"ab.KI.MIN, ha-be-be, ha-be-ha-be, h.ha-be.KI.MIN",,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#de0000"">be</font>.<font color=""#690000"">KI</font>.<font color=""#690000"">MIN</font></qt>",,
ab-be.KI.MIN.hu-ut-ti-ra,achE,loaf-make-SG,abbekiminhuuttira,5,,noun,ab-be-be.hu-ut-ti-ra,,,"<qt><font color=""#9b0000"">ab</font>-<font color=""#de0000"">be</font>.<font color=""#690000"">KI</font>.<font color=""#690000"">MIN</font>.<font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ra</font></qt>",,
ab.KI.MIN,achE,loaf,abkimin,1,,noun,ab-be.KI.MIN,,,"<qt><font color=""#9b0000"">ab</font>.<font color=""#690000"">KI</font>.<font color=""#690000"">MIN</font></qt>",,
a-bu-ul.gi-nu-ni,mE,Furnace-Gate,abuulginuni,2,abul-kinūni,noun,,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-ul.<font color=""#9b0000"">gi</font>-nu-<font color=""#c30000"">ni</font></qt>",,
a-bu-ul.ki-ša-a-ti,mE,Grove-Gate,abuulkis~aati,2,abul-kišāti,noun,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-ul.<font color=""#690000"">ki</font>-ša-<font color=""#690000"">a</font>-<font color=""#690000"">ti</font></qt>",,
a-bu-ul.ki-nu-ni,mE,Furnace-Gate,abuulkinuni,2,abul-kinūni,noun,a-bu-ul.gi-nu-ni,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-ul.<font color=""#690000"">ki</font>-nu-<font color=""#c30000"">ni</font></qt>",,
a-bu-ul.mi-ša-ri,mE,Justice-Gate,abuulmis~ari,1,abul-mīšari,noun,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-ul.mi-ša-<font color=""#9b0000"">ri</font></qt>",,
a-bu-ul.LUGÀL,,King's-Gate,abuullugal,1,abul-šarri,noun,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-ul.<font color=""#690000"">LUGÀL</font></qt>",,
a-bu-ul.ša-ti-[x],mE,X-Gate,abuuls~ati,1,abul,noun,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-ul.ša-<font color=""#690000"">ti</font>-<font color=""#9b0000"">x</font></qt>",,
a-bu-ul-lu.ša-qu-tu4,mE,High-Gate,abuullus~aqutu,1,abullu-šaqūtu,noun,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-ul-<font color=""#690000"">lu</font>.ša-qu-<font color=""#b40000"">tu<sub><small>4</small></sub></font></qt>",,
a-bu-ul-lu.ra-bi-tu4,mE,Great-Gate,abuullurabitu,1,abullu-rabītu,noun,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-ul-<font color=""#690000"">lu</font>.<font color=""#690000"">ra</font>-<font color=""#de0000"">bi</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font></qt>",,
ad-da,"nE, achE",father,adda,1,,noun,"at-ta, ad-da.LU[GAL], ad-da.ša-ra",Sg.,1st,"<qt><font color=""#690000"">ad</font>-<font color=""#9b0000"">da</font></qt>",,
ad-da(?),achE,,adda(),,,noun,,,,"<qt><font color=""#690000"">ad</font>-<font color=""#9b0000"">da</font></qt>",,
v.ad-da,achE,father,adda,1,,noun,"at-ta, ad-da.LU[GAL], ad-da.ša-ra",Sg.,1st,,,
v.ad-da-da,achE,father-RED,addada,10,,noun,at-ta-ta,,,"<qt><font color=""#690000"">v</font>.<font color=""#690000"">ad</font>-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">da</font></qt>",,
ad-da.ha-mi-ti.d.MÙŠ.LAM,,Atta-Hamiti-Inšušinak,addahamitimus~lam,,,noun,,,,"<qt><font color=""#690000"">ad</font>-<font color=""#9b0000"">da</font>.<font color=""#690000"">ha</font>-mi-<font color=""#690000"">ti</font>.<font color=""#c30000"">d</font>.MÙŠ.LAM</qt>",man,
d.ha-du-kán-na-iš,achE,ādukanya-š,hadukannais~,,ādukana,noun,"d.ha-du-gi-na, d.ha-du-kán-na, d.ha-du-kán-na-ya-iš, ha-du-kán-nu, d.ha-du-kán-nu-iš, d.ha-du-kán-nu-ya, d.ha-du-kán-nu-ya-iš, d.ha-du-kán-ya, ha-du-kán-ya-iš, d.ha-du-kin?-nu, d.ha-du-kin-nu-ya, d.ha-du-qa-na, d.ha-du-qa-na-iš, d.ha-du-qa-nu, d.ha-du-qa-nu-iš, d.ha-du-qa-nu-ya, d.ha-du-qa-nu-ya-iš, d.[ha]-tu-kán-nu-y[a-iš]",,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-na-iš</qt>",month,
d.ha-du-kán-na,achE,ādukanya,hadukanna,,ādukana,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-na</qt>",month,
ha-du-kán-nu,achE,ādukanya,hadukannu,,ādukana,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-nu</qt>",month,
d.ha-du-kán-na-ya-iš,achE,ādukanya-š,hadukannayais~,,ādukanya,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-na-<font color=""#9b0000"">ya</font>-iš</qt>",month,
d.ha-du-kin?-nu,achE,ādukanya,hadukinnu,,ādukana,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kin</font>-nu</qt>",month,
d.ha-du-kin-nu-ya,achE,ādukanya,hadukinnuya,,ādukanya,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kin</font>-nu-<font color=""#9b0000"">ya</font></qt>",month,
d.ha-du-kán-nu-iš,achE,Ādukaniš,hadukannuis~,1,ādukaniš,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-nu-iš</qt>",month,
d.ha-du-kán-nu-ya,achE,ādukanya,hadukannuya,,ādukanya,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-nu-<font color=""#9b0000"">ya</font></qt>",month,
ha-du-kán-ya-iš,achE,ādukanya-š,hadukanyais~,,ādukanya,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-<font color=""#9b0000"">ya</font>-iš</qt>",month,
d.ha-du-kán-nu-ya-iš,achE,ādukanya-š,hadukannuyais~,,ādukanya,noun,d.ha-du-kán-na-iš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-nu-<font color=""#9b0000"">ya</font>-iš</qt>",month,
d.ha-du-kán-ya,achE,ādukanya,hadukanya,,ādukanya,noun,d.ha-du-kán-nu-ya,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">kán</font>-<font color=""#9b0000"">ya</font></qt>",month,
ha-du-iš-še,achE,,haduis~s~e,,,noun,ha-du-še,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-iš-<font color=""#690000"">še</font></qt>",,
ha-da-nu-um-ma,achE,hadanu-LOC,hadanuumma,,hadanu,noun,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-nu-<font color=""#690000"">um</font>-<font color=""#b40000"">ma</font></qt>",,-ma
ha-da-ti-iš,achE,āδātiš,hadatiis~,,āδātiš,noun,"ha-za-ti, ha-za-ti-iš, GIŠ.ha-da-at-ti-iš",,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">ti</font>-iš</qt>",,
ha-da-za-na,achE,hadaǰana,hadazana,,hadaǰana,noun,"ha-da-iz-za-na, ha-da-za-na-iš, ha-da-za-na-um, ha-da-zí-na, ha-ud-da-iz-za-na",,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">za</font>-na</qt>",,
hh.ha-be-iz-zí-ya,achE,,habeizziya,,,noun,hh.ha-be-iz-zí-iš,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">ha</font>-<font color=""#de0000"">be</font>-<font color=""#b40000"">iz</font>-<font color=""#690000"">zí</font>-<font color=""#9b0000"">ya</font></qt>",,
ha-be.KI.MIN,achE,loaf-PL,habekimin,,,noun,ab-be.KI.MIN,,,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">be</font>.<font color=""#690000"">KI</font>.<font color=""#690000"">MIN</font></qt>",,
ha-da-am-ti-ip,oE,Elam-PL,hadaamtiip,1,,noun,ha-tam5-ti-ip,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-am-<font color=""#690000"">ti</font>-<font color=""#690000"">ip</font></qt>",,
GIŠ.ha-da-at-ti-iš,achE,āδātiš,hadaattiis~,,āδātiš,noun,ha-da-ti-iš,,,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">at</font>-<font color=""#690000"">ti</font>-iš</qt>",,
d.ha-da-ir,achE,Addaru,hadair,,addaru,noun,"a-da-ri, d.ad-da-ir",,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-ir</qt>",month,
ha-da-iz-za-na,achE,hadaǰana,hadaizzana,,hadaǰana,noun,ha-da-za-na,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#b40000"">iz</font>-<font color=""#690000"">za</font>-na</qt>",,
ad-da.LU[GAL],oE,father-king,addalugal,1,,noun,,,,"<qt><font color=""#690000"">ad</font>-<font color=""#9b0000"">da</font>.<font color=""#00ff00"">LUGAL</font></qt>",,
ad-du,mE,father-1SG.AGR?,addu,1,,noun,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ad</font>-<font color=""#9b0000"">du</font></qt>",,
ad-du-ri,nE,father-1SG-3SG.AGR,adduri,2,,noun,at-ta+u+ri,,,"<qt><font color=""#690000"">ad</font>-<font color=""#9b0000"">du</font>-<font color=""#9b0000"">ri</font></qt>",,
ad-du-ú-ni-ni,nE,father-1SG-na?,adduunini,1,,noun,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ad</font>-<font color=""#9b0000"">du</font>-<font color=""#9b0000"">ú</font>-<font color=""#c30000"">ni</font>-<font color=""#c30000"">ni</font></qt>",,
