transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
2.da-ki,achE,bring-PASS.PTCP,daki,1,,noun,2.tak,,,"<qt><font color=""#9b0000"">da</font>-<font color=""#690000"">ki</font></qt>",,
tak-me,mE,life,dakme,1,,noun,da-ak-ki-me,,,"<qt><font color=""#c30000"">tak</font>-<font color=""#9b0000"">me</font></qt>",,
ta-ki-me,mE,life,dakime,1,,noun,da-ak-ki-me,,,"<qt>ta-<font color=""#690000"">ki</font>-<font color=""#9b0000"">me</font></qt>",,
zí-um-ba,achE,,ziumba,,,noun,zí-man-ba,Pl.,3rd Anim.,"<qt><font color=""#690000"">zí</font>-<font color=""#690000"">um</font>-<font color=""#9b0000"">ba</font></qt>",,
zí-ut,achE,,ziut,,,noun,zi-ti-qa,,,"<qt><font color=""#690000"">zí</font>-<font color=""#d50000"">ut</font></qt>",,
2.zí-ut,achE,,ziut,,,noun,,,,"<qt><font color=""#690000"">zí</font>-<font color=""#d50000"">ut</font></qt>",,
zí-ut-ma-ip,achE,sitma-PL,ziutmaip,,,noun,si-ut-ma-ip,Pl.,3rd Anim.,"<qt><font color=""#690000"">zí</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">ip</font></qt>",,
zi-ti-in,nE,happiness?,zitiin,,,noun,"zi-ti-im-ma, zitin.ma, si-it-me",,,"<qt><font color=""#690000"">zi</font>-<font color=""#690000"">ti</font>-in</qt>",,
zi-ti,nE,,ziti,,,noun,zi-ti-in,,,"<qt><font color=""#690000"">zi</font>-<font color=""#690000"">ti</font></qt>",,
zí-ul-la-tam6,achE,,ziullatam6,,,noun,"d.zí-la-tam6, d.zí-li-tam6, d.šil-la-tam6, šil-li-tam6, zi-lí-lí-tum, zi-li-li-ti, si-li-li-ti",,,"<qt><font color=""#690000"">zí</font>-ul-la-tam<sub><small>6</small></sub></qt>",,
hh.zí-ul-pi-ra,achE,,ziulpira,,,noun,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">zí</font>-ul-<font color=""#de0000"">pi</font>-<font color=""#690000"">ra</font></qt>",,
zí-ul-qa,nE,,ziulqa,,,noun,,,,"<qt><font color=""#690000"">zí</font>-ul-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
GIŠ.da-ku-iš,achE,dakuš,dakuis~,4,,noun,,,,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#9b0000"">da</font>-<font color=""#d50000"">ku</font>-iš</qt>",,
da-ku-iš-ši.[h]u-ut-ti-ip,achE,dakuš-make-PL,dakuis~s~ihuuttiip,1,,noun,"GIŠ.da-ku-iš, hu-ut-ti-ip",,,"<qt><font color=""#9b0000"">da</font>-<font color=""#d50000"">ku</font>-iš-<font color=""#c30000"">ši</font>.<font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ip</font></qt>",,
tak-qa,nE,,dakqa,3,,noun,,,,,,
da-la,nE,tax,dala,5,,noun,"da-la-e, h.da-la.la-ki-ip, da-li-ib-be",,,"<qt><font color=""#9b0000"">da</font>-la</qt>",,
da-la-e,nE,tax-3SG.POSS,dalae,1,,noun,,,,"<qt><font color=""#9b0000"">da</font>-la-<font color=""#690000"">e</font></qt>",,
h.da-la.la-ki-ip,nE,tax-laki-PL,dalalakiip,1,,noun,da-la+la-ki-ip,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">da</font>-la.la-<font color=""#690000"">ki</font>-<font color=""#690000"">ip</font></qt>",,
da-la-ri,achE,time-3SG.POSS,dalari,1,,noun,dalar+-e,,,"<qt><font color=""#9b0000"">da</font>-la-<font color=""#9b0000"">ri</font></qt>",,
da-li-ib-be,nE,tax-PL,daliibbe,1,,noun,,,,"<qt><font color=""#9b0000"">da</font>-li-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>",,
la-kik-li-ri,oE,,lakikliri,,,noun,lan+kik+liri,,,"<qt>la-<font color=""#00ff00"">kik</font>-li-<font color=""#9b0000"">ri</font></qt>",,
lak-ki-ik-ra,achE,lak-k-SG,lakkiikra,,,noun,la-ak-kur-ra,Sg.,3rd Anim.,"<qt><font color=""#b40000"">lak</font>-<font color=""#690000"">ki</font>-<font color=""#c30000"">ik</font>-<font color=""#690000"">ra</font></qt>",,-k
lak-ki-ra,nE,lak-SG,lakkira,,,noun,,Sg.,3rd Anim.,"<qt><font color=""#b40000"">lak</font>-<font color=""#690000"">ki</font>-<font color=""#690000"">ra</font></qt>",,
lak-ku-ik-ra,achE,lak-SG,lakkuikra,1,,noun,la-ak-kur-ra,Sg.,3rd Anim.,"<qt><font color=""#b40000"">lak</font>-<font color=""#d50000"">ku</font>-<font color=""#c30000"">ik</font>-<font color=""#690000"">ra</font></qt>",,
lak-pi-la-an,nE,,lakpilaan,1,,noun,,,,"<qt><font color=""#b40000"">lak</font>-<font color=""#de0000"">pi</font>-la-<font color=""#c30000"">an</font></qt>",,
lak-ki-in-ra,nE,lak-n-SG,lakkiinra,,,noun,,,,"<qt><font color=""#b40000"">lak</font>-<font color=""#690000"">ki</font>-in-<font color=""#690000"">ra</font></qt>",,-n-
la-kik,oE,,lakik,,,noun,lan+kik,,,"<qt>la-<font color=""#00ff00"">kik</font></qt>",,
lak-ki-ip,achE,la-k-PL,lakkiip,,,noun,la-ki-ip,Pl.,3rd Anim.,"<qt><font color=""#b40000"">lak</font>-<font color=""#690000"">ki</font>-<font color=""#690000"">ip</font></qt>",,
2.la-iš-da,achE,gold,lais~da,,,noun,h.la-áš-da,,,"<qt>la-iš-<font color=""#9b0000"">da</font></qt>",,
la-ki-ba,achE,lak-PL,lakiba,,,noun,,Pl.,3rd Anim.,"<qt>la-<font color=""#690000"">ki</font>-<font color=""#9b0000"">ba</font></qt>",,
la-ki-ib-ba,achE,lak-PL,lakiibba,,,noun,"la-gi-ib-ba, la-ki-ip",Pl.,3rd Anim.,"<qt>la-<font color=""#690000"">ki</font>-<font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font></qt>",,
la-ki-ip,achE,lak-PL,lakiip,,,noun,"la-ki-ib-ba, lak-ki-ip, h.da-la.la-ki-ip",Pl.,3rd Anim.,"<qt>la-<font color=""#690000"">ki</font>-<font color=""#690000"">ip</font></qt>",,
la-ki-iš-da-be,achE,,lakiis~dabe,,,noun,,,,"<qt>la-<font color=""#690000"">ki</font>-iš-<font color=""#9b0000"">da</font>-<font color=""#de0000"">be</font></qt>",,
ta-li-in,mE,writing?,daliin,1,,noun,ta-li-me,,,<qt>ta-li-in</qt>,,
ta-li-me,oE,write-INANIM,dalime,1,,noun,ta-li-in,,,"<qt>ta-li-<font color=""#9b0000"">me</font></qt>",,
tal-li-ik,achE,write-PASS.PTCP,dalliik,3,,noun,tal-lak,,,"<qt><font color=""#9b0000"">tal</font>-li-<font color=""#c30000"">ik</font></qt>",,
ib-ba-za-nu,achE,upaǰanya,ibbazanu,,upaǰanya,noun,hh.hu-ba-za-nu-ya-ip,,,"<qt><font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">za</font>-nu</qt>",,
ib-ba-za-nu-ya-ip,achE,upaǰanya-PL,ibbazanuyaip,,upaǰanya,noun,ib-ba-za-nu,Pl.,3rd Anim.,"<qt><font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">za</font>-nu-<font color=""#9b0000"">ya</font>-<font color=""#690000"">ip</font></qt>",,
ib-bi-ir,oE,ip,ibbiir,,,noun,"i-bi-ir, eb-bi-ir",,,"<qt><font color=""#690000"">ib</font>-<font color=""#de0000"">bi</font>-ir</qt>",,
v.ib-ba-ak-ra,achE,ip,ibbaakra,,,noun,v.i-ip-ik-ra,,,"<qt><font color=""#690000"">v</font>.<font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#690000"">ra</font></qt>",,
tal-li-man-ra,achE,write-DUR-ACT.PTCP-SG,dallimanra,1,,noun,tal-li-iš,,,"<qt><font color=""#9b0000"">tal</font>-li-<font color=""#690000"">man</font>-<font color=""#690000"">ra</font></qt>",,
tal-li-ra,achE,write-SG,dallira,1,,noun,,,,"<qt><font color=""#9b0000"">tal</font>-li-<font color=""#690000"">ra</font></qt>",,
tal-l[i-ra]-ar-ra,mE,write-SG-SG?,dalliraarra,1,,noun,tal-li-ra,,,"<qt><font color=""#9b0000"">tal</font>-li-<font color=""#690000"">ra</font>-ar-<font color=""#690000"">ra</font></qt>",,
ku-tur,nE,preserve-SG,gutur,,,noun,"h.šu-ur.ku-tur, hw.bar-ra.ku-tur, hw.tal-lak.ku-tur, hw.hu-ban.ku-tur, hw.ku-tur.ba-la, v.ku-tur.na-an-hu-un-de, hw.ku-tur.tan, hw.ku-tur.te-ir, hw.ku-tur.za-ir-ra, ku-tu-ur.a-gu-un, lg.áš.ku-tur",,,"<qt><font color=""#d50000"">ku</font>-<font color=""#b40000"">tur</font></qt>",,
tal-lu-un-ra,,write-ACT.PTCP-SG,dalluunra,1,,noun,,,,"<qt><font color=""#9b0000"">tal</font>-<font color=""#690000"">lu</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">ra</font></qt>",,
da-ma-na,nE,,damana,1,,noun,,,,"<qt><font color=""#9b0000"">da</font>-<font color=""#b40000"">ma</font>-na</qt>",,
da-ma-ip,achE,dama-PL,damaip,1,,noun,2.da-ma,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">da</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">ip</font></qt>",,
tam5-mi-da-bar-ra,achE,ϑamīdabara,dam5midabarra,2,ϑamīdabara,noun,,,,"<qt><font color=""#e10000"">tam<sub><small>5</small></sub></font>-mi-<font color=""#9b0000"">da</font>-<font color=""#de0000"">bar</font>-<font color=""#690000"">ra</font></qt>",,
h.tam5-šá-am,achE,δauça-m,dam5s~aam,,δauça,noun,"tam5-šá-an, tam5-u-šá-um, da-u-iš-šá-um, d.da-u-šá-an, da-u-šá-um, d.du-iš-šá-um, d.du-u-šá-um",,,"<qt><font color=""#c30000"">h</font>.<font color=""#e10000"">tam<sub><small>5</small></sub></font>-<font color=""#c30000"">šá</font>-am</qt>",,
tam5-qa-na-ip,achE,taukā-GEN-PL,damqanaip,1,taukā,noun,h.tam5-qa,,,,,
tam6-ši-um,nE,,dam6s~ium,21,,noun,,,,"<qt>tam<sub><small>6</small></sub>-<font color=""#c30000"">ši</font>-<font color=""#690000"">um</font></qt>",,
tam5-ši-ya-um,achE,δauçya-m,dam5s~iyaum,10,δauçya,noun,"da-u-šá-um, da-u-ši-ya-um, tam5?-u-ši-ya-[u]m, h.tam5-šá-am",,,"<qt><font color=""#e10000"">tam<sub><small>5</small></sub></font>-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ya</font>-<font color=""#690000"">um</font></qt>",,
tam5-u-šá-um,achE,δauça-m,dam5us~aum,1,δauça,noun,h.tam5-šá-am,,,"<qt><font color=""#e10000"">tam<sub><small>5</small></sub></font>-<font color=""#9b0000"">u</font>-<font color=""#c30000"">šá</font>-<font color=""#690000"">um</font></qt>",,
tam5?-u-ši-ya-[u]m,achE,δauçya-m,dam5us~iyaum,,δauçya,noun,tam5-ši-ya-um,,,"<qt><font color=""#e10000"">tam<sub><small>5</small></sub></font>-<font color=""#9b0000"">u</font>-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ya</font>-<font color=""#690000"">um</font></qt>",,
hh.da-mu-[x]-na-ip?,achE,,damunaip,1,,noun,,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">hh</font>.<font color=""#9b0000"">da</font>-<font color=""#690000"">mu</font>-<font color=""#9b0000"">x</font>-na-<font color=""#690000"">ip</font></qt>",,
v.da-na-iš-be-na,achE,δanānām-PL-na,danais~bena,,δanānām,noun,,Pl.,3rd Anim.,"<qt><font color=""#690000"">v</font>.<font color=""#9b0000"">da</font>-na-iš-<font color=""#de0000"">be</font>-na</qt>",,-na
da-na-kaš,achE,dānaka,danakas~,,dānaka,noun,da-na-qa-um,,,"<qt><font color=""#9b0000"">da</font>-na-<font color=""#de0000"">kaš</font></qt>",,
h.da-na-qa-um,achE,1/8.shekel,danaqaum,1,,noun,da-na-kaš,,,,,
tap,"nE, achE",,dap,,,noun,"ha-za.tap, ki-gal.tap, hh.mu-la.tap",,,"<qt><font color=""#690000"">tap</font></qt>",,
tap?-[…],achE,,dap,,,noun,tap,,,"<qt><font color=""#690000"">tap</font>-<font color=""#9b0000"">…</font></qt>",,
hh.tap.mi-ki-ul-ki-ra,achE,,dapmikiulkira,1,,noun,,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">tap</font>.mi-<font color=""#690000"">ki</font>-ul-<font color=""#690000"">ki</font>-<font color=""#690000"">ra</font></qt>",,
da-nu-ip,achE,obey-PL,danuip,2,,noun,tan,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">da</font>-nu-<font color=""#690000"">ip</font></qt>",,
hi-it-ra,mE,warrior,hiitra,1,,noun,hi-it,Sg.,3rd Anim.,"<qt><font color=""#c30000"">hi</font>-<font color=""#690000"">it</font>-<font color=""#690000"">ra</font></qt>",,
hi-li-i,mE,,hilii,,,noun,"hel+i, hi-el",,,"<qt><font color=""#c30000"">hi</font>-li-<font color=""#9b0000"">i</font></qt>",,
[LÚ].hi-li-im,nE,,hiliim,,,noun,,,,"<qt>LÚ.<font color=""#c30000"">hi</font>-li-<font color=""#b40000"">im</font></qt>",,
tan-kaš-[x],achE,,dankas~,,,noun,,,,"<qt><font color=""#c30000"">tan</font>-<font color=""#de0000"">kaš</font>-<font color=""#9b0000"">x</font></qt>",,
hh.tan-ki-ib-be,nE,,dankiibbe,1,,noun,-ib-be,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#c30000"">tan</font>-<font color=""#690000"">ki</font>-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>",,
tan-na,"nE, achE",tan2-na,danna,1,,noun,2.tan+-na,,,"<qt><font color=""#c30000"">tan</font>-na</qt>",,
hw.i-da-li-ra,nE,,idalira,,,noun,h.i-da-li,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#9b0000"">i</font>-<font color=""#9b0000"">da</font>-li-<font color=""#690000"">ra</font></qt>",,
hw.i-da-li-ip,nE,,idaliip,,,noun,h.i-da-li,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#9b0000"">i</font>-<font color=""#9b0000"">da</font>-li-<font color=""#690000"">ip</font></qt>",,
i-gi-ri,"nE, achE",brother-3SG-3SG.AGR,igiri,1,,noun,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">i</font>-<font color=""#9b0000"">gi</font>-<font color=""#9b0000"">ri</font></qt>",,
ú-pa-ti-pi,mE,clay-PL,upatipi,,,noun,ú-pa-at,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">ti</font>-<font color=""#e40000"">pi</font></qt>",,
ki-ri-ir,nA,goddess-SG,giriir,3,,noun,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#9b0000"">ri</font>-ir</qt>",,
h.ki-ri-ma,mE,,girima,1,,noun,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ki</font>-<font color=""#9b0000"">ri</font>-<font color=""#b40000"">ma</font></qt>",,
GIŠ.ki-ri-ma,achE,grīβa,girima,12,grīβa,noun,"GIŠ.ik-ri-ma, GIŠ.ik-ri-maš, GIŠ.kur-ri-ma, GIŠ.kur-ri-maš, kur-ri-mi, GIŠ.kur-ri-mi-iš",,,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#690000"">ki</font>-<font color=""#9b0000"">ri</font>-<font color=""#b40000"">ma</font></qt>",,
ki-ri-ir-ri,oE,goddess-SG-3SG.AGR,giriirri,1,,noun,ki-ri-ri,,,"<qt><font color=""#690000"">ki</font>-<font color=""#9b0000"">ri</font>-ir-<font color=""#9b0000"">ri</font></qt>",,
gi-ri-pa,nE,giri-PL,giripa,1,,noun,gi-ri-ip,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">gi</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">pa</font></qt>",,
gìr-ip,nE,vow-PL,girip,1,,noun,gi-ri-ip,Pl.,3rd Anim.,"<qt><font color=""#b40000"">gìr</font>-<font color=""#690000"">ip</font></qt>",,
gi-ri-pi,nE,vow-PL,giripi,1,,noun,gi-ri-ip,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">gi</font>-<font color=""#9b0000"">ri</font>-<font color=""#e40000"">pi</font></qt>",,
gi-ri-pu-up,nE,vow-PL-1SG-3PL.AGR,giripuup,1,,noun,,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">gi</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">pu</font>-<font color=""#690000"">up</font></qt>",,-u
ki-ri-ri,nE,goddess-3SG.AGR,giriri,1,,noun,ki-ri-ir-ri,Sg.,3rd Anim.,"<qt><font color=""#690000"">ki</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">ri</font></qt>",,-u
la-hi?,nE,,lahi,,,noun,,,,"<qt>la-<font color=""#c30000"">hi</font></qt>",,
[la]-h-lu-me,nE,,lahlume,,,noun,,,,"<qt>la-<font color=""#d50000"">h</font>-<font color=""#690000"">lu</font>-<font color=""#9b0000"">me</font></qt>",,
tan-na-am-me,nE,joy,dannaamme,1,,noun,,,,"<qt><font color=""#c30000"">tan</font>-na-am-<font color=""#9b0000"">me</font></qt>",,
na-pír.ú-ri,"mE, nE",god-1SG-3SG.AGR,napiruri,,,noun,,,,"<qt>na-<font color=""#e10000"">pír</font>.<font color=""#9b0000"">ú</font>-<font color=""#9b0000"">ri</font></qt>",,
na-pír.ú-ri-me,mE,god-1SG-3SG.AGR-INANIM.AGR,napirurime,,,noun,,,,"<qt>na-<font color=""#e10000"">pír</font>.<font color=""#9b0000"">ú</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">me</font></qt>",,
h.na-pi-šá,achE,,napis~a,,,noun,,,,"<qt><font color=""#c30000"">h</font>.na-<font color=""#de0000"">pi</font>-<font color=""#c30000"">šá</font></qt>",,
na-pír-ri-um,nE,,napirrium,,,noun,,,,"<qt>na-<font color=""#e10000"">pír</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">um</font></qt>",,
tan.QA,achE,tan2-QA,danqa,6,,noun,"da-an.QA, 2.tan",,,,,
d.tan-ra,oE,Tanra,danra,1,,noun,"ku-uk.d.tan-ra, LÚ.d.tan-ra, tan",,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">tan</font>-<font color=""#690000"">ra</font></qt>",,
h.tan-qa,achE,,danqa,1,,noun,tan-kaš-[x],,,,,
hw.ru-hu.šá-ku-ri,nE,,ruhus~akuri,,,noun,,Sg.,1st,"<qt><font color=""#de0000"">hw</font>.<font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>.<font color=""#c30000"">šá</font>-<font color=""#d50000"">ku</font>-<font color=""#9b0000"">ri</font></qt>",,
ru-hu.šá-ak-ri,nE,heir-son-SG,ruhus~aakri,,,noun,v.ru-h-hu.šá-ak-ri,Sg.,3rd Anim.,"<qt><font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>.<font color=""#c30000"">šá</font>-<font color=""#690000"">ak</font>-<font color=""#9b0000"">ri</font></qt>",,
ru-hu-ur,"oE, mE",heir-SG,ruhuur,1,,noun,ru-hu-ra,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>-<font color=""#b40000"">ur</font></qt>",,
GIŠ.ru-ir,achE,,ruir,,,noun,,,,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#b40000"">ru</font>-ir</qt>",,
ru-iš-da-ba-zí-iš-be,achE,vrstabāžiš-PL,ruis~dabaziis~be,,vrstabāžiš,noun,ir-iš-da-ba-zí-iš-be,Pl.,3rd Anim.,"<qt><font color=""#b40000"">ru</font>-iš-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">zí</font>-iš-<font color=""#de0000"">be</font></qt>",,
ru-hu-me,mE,heir-INANIM,ruhume,1,,noun,,Sg.,,"<qt><font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>-<font color=""#9b0000"">me</font></qt>",,
ru-hu.pa-ak,mE,heir-daughter,ruhupaak,,,noun,,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>.<font color=""#690000"">pa</font>-<font color=""#690000"">ak</font></qt>",,
ru-hu-ra,mE,heir-SG,ruhura,,,noun,ru-hu-ur,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>-<font color=""#690000"">ra</font></qt>",,
[ru]-hu-[sa]-ak,oE,sister.son,ruhusaak,1,,noun,ru-hu+sa-ak,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>-<font color=""#690000"">sa</font>-<font color=""#690000"">ak</font></qt>",,
ru-hu.ša-ak,"oE, mE",heir-son,ruhus~aak,,,noun,[ru]-hu-[sa]-ak,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>.ša-<font color=""#690000"">ak</font></qt>",,
h.šu-šu-un-ra,nE,Susa-3SG.AGR,s~us~uunra,,,noun,,Sg.,3rd Anim.,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">šu</font>-<font color=""#9b0000"">šu</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">ra</font></qt>",,
šu-tin,nE,,s~utin,,,noun,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#9b0000"">tin</font></qt>",,
šu-tú,"mE, nE",sister,s~utu,1,,noun,f.at-tar.šu-tú,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">šu</font>-<font color=""#d50000"">tú</font></qt>",,
šu-tú.ù-be-ni,"mE, nE",sister-1SG-3PL.AGR-INANIM2.AGR,s~utuubeni,1,,noun,f.at-tar.šu-tú,Sg.,3rd Anim.,,,
te-im-me-en-ra,mE,take-ACT.PTCP-3SG.AGR,deimmeenra,1,,noun,,,,"<qt>te-<font color=""#b40000"">im</font>-<font color=""#9b0000"">me</font>-<font color=""#690000"">en</font>-<font color=""#690000"">ra</font></qt>",,
te-im-ti,"oE, mE",lord,deimti,18,,noun,"te-ip-ti, te-im-ti.a-gu-un, te-im-ti.ha-aš-tu-uk, te-im-ti.hal-ki, te-im-ti.hal-taš, te-im-ti.hi-ša.ha-ne-eš, te-im-ti.hu-h-pa-ak, te-im-ti.iš-šà-an, te-im-ti.na-pi-ir, d.te-im-ti-ri, te-im-ti.ri-di, te-im-ti.[si-mu]-ut, te-im-[ti].ta-aš, te-im-ti.[ù]-tú, [v].te-im-tu-ha-h-pu, hh.te-ip.ki-tin, te-ip.ku-te-ir, te-ip.ku-uk, ku-uk.am-ma.te-im-di-ir, hh.te-ip.qa-te, d.te-ip-ti.hu-ban, d.te-ip-ti.d.hu-ban.d.in-su-iš-na-ak, te-ip-ti.iš-šà-an, te-ip-ti.un.wa-ar, d.te-ip-ti.ú-ri, te-ip-[ti.ù]-ú, te-it.in.ha-am-ru.li-ri, te-it.ha-am-ri-it, te-it.un.pa-ha-aš, v.ki-ik-ku.si-me.te-im-ti",,,"<qt>te-<font color=""#b40000"">im</font>-<font color=""#690000"">ti</font></qt>",,
hw.ma-a-qa-na-áš-be-ra,nE,vaigāna-š-PL-SG,maaqanaas~bera,,vaigāna,noun,,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#b40000"">ma</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">ka<small>4</small></font>-na-<font color=""#9b0000"">áš</font>-<font color=""#de0000"">be</font>-<font color=""#690000"">ra</font></qt>",,
ma-a-ša,mE,,maas~a,,,noun,,,,"<qt><font color=""#b40000"">ma</font>-<font color=""#690000"">a</font>-ša</qt>",,
d.ma-an-šá-ir-ki-mi,achE,Manšairki,maans~airkimi,,,noun,d.ma-šá-ir-ki,,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#c30000"">šá</font>-ir-<font color=""#690000"">ki</font>-mi</qt>",month,
d.ma-an-šá-ir-ki,achE,Manšairki,maans~airki,,,noun,"[m]a-an-šar-ki, ma-an-šá-ar-<ki>, d.ma-šá-ir-ki",,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#c30000"">šá</font>-ir-<font color=""#690000"">ki</font></qt>",month,
ma-an-šá-ar-<ki>,mE,Manšairki,maans~aarki,,,noun,"d.ma-šá-ir-ki, d.ma-an-šá-ir-ki-mi",,,"<qt><font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#c30000"">šá</font>-ar-<font color=""#690000"">ki</font></qt>",month,
ma-an-šar-ki,mE,Manšairki,maans~arki,,,noun,d.ma-šá-ir-ki,,,"<qt><font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">šar</font>-<font color=""#690000"">ki</font></qt>",month,
ma-an-ri,mE,power-SG,maanri,1,,noun,ma-an-ra,Sg.,3rd Anim.,"<qt><font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">ri</font></qt>",,
ma-an-ra,mE,power-SG,maanra,1,,noun,,Sg.,3rd Anim.,"<qt><font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ra</font></qt>",,
GIŠ.dap-ra-nu-um,,daprānum,dapranuum,,daprānum,noun,,,,"<qt><font color=""#b40000"">GIŠ</font>.<font color=""#00ff00"">dap</font>-<font color=""#690000"">ra</font>-nu-<font color=""#690000"">um</font></qt>",,
hh.da-pu-ra-ip,achE,tapura-PL,dapuraip,1,,noun,[hh].da-ap-pu-ra-ap,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#9b0000"">da</font>-<font color=""#9b0000"">pu</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">ip</font></qt>",,
h.da-pu-iš-qa-um,achE,tapuškam,dapuis~qaum,1,tapuškam,noun,,,,,,
3.da-qa,achE,,daqa,3,,noun,,,,,,
ta-qa-ar,mE,bastard,daqaar,1,,noun,,,,,,
da-qa-bar-ra-be,achE,takabara-PL,daqabarrabe,1,takabara,noun,da-ak-qa-bar-ra,Sg.,3rd Anim.,,,
da-ra-an-ku-ú-me,mE,campaign-1SG-INANIM.AGR,daraankuume,1,daraggu,noun,,Sg.,1st,"<qt><font color=""#9b0000"">da</font>-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-<font color=""#d50000"">ku</font>-<font color=""#9b0000"">ú</font>-<font color=""#9b0000"">me</font></qt>",,-me
da-qa-na,achE,bring-PASS.PTCP-GEN,daqana,1,,noun,da-qa,,,,,
tar?-da?,achE,,darda,,,noun,,,,"<qt><font color=""#c30000"">tar</font>-<font color=""#9b0000"">da</font></qt>",,
ta-ri-in,mE,alliance,dariin,1,,noun,,,,"<qt>ta-<font color=""#9b0000"">ri</font>-in</qt>",,
da-ri-in-[ni]-na,nE,ally?-GEN,dariinnina,1,,noun,ta-ri-in,,,"<qt><font color=""#9b0000"">da</font>-<font color=""#9b0000"">ri</font>-in-<font color=""#c30000"">ni</font>-na</qt>",,
dar-bi-tum,oE,,darbitum,3,,noun,,,,"<qt><font color=""#00ff00"">dar</font>-<font color=""#de0000"">bi</font>-<font color=""#b40000"">tum</font></qt>",month,
da-rí-ip,oE,ally-PL,dariip,2,,noun,,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">da</font>-<font color=""#690000"">rí</font>-<font color=""#690000"">ip</font></qt>",,
