transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
me-lu-uk,mE,long,meluuk,1,,adjective,,,,"<qt><font color=""#9b0000"">me</font>-<font color=""#690000"">lu</font>-<font color=""#9b0000"">uk</font></qt>",,
me-qa-na,achE,,meqana,,,adjective,,,,"<qt><font color=""#9b0000"">me</font>-<font color=""#9b0000"">ka<small>4</small></font>-na</qt>",,
me-ru-qa,mE,meru,meruqa,,,adjective,,,,"<qt><font color=""#9b0000"">me</font>-<font color=""#b40000"">ru</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
me-šá-an-na,achE,,mes~aanna,1,,adjective,"me-šá-an, me-šá-na, me-šá-nu",,,"<qt><font color=""#9b0000"">me</font>-<font color=""#c30000"">šá</font>-<font color=""#c30000"">an</font>-na</qt>",,
hh.mi-ban-da,,vibanda,mibanda,,vibanda,adjective,,,,"<qt><font color=""#9b0000"">hh</font>.mi-<font color=""#9b0000"">ban</font>-<font color=""#9b0000"">da</font></qt>",,
mi-bu-uk-da,achE,vibuxtā,mibuukda,,vibuxtā,adjective,,,,"<qt>mi-<font color=""#9b0000"">bu</font>-<font color=""#9b0000"">uk</font>-<font color=""#9b0000"">da</font></qt>",,
mi-du,achE,mite,midu,,,adjective,,,,"<qt>mi-<font color=""#9b0000"">du</font></qt>",,
mi-ik-ki-ma,mE,with.flowers?,miikkima,1,,adjective,,,,"<qt>mi-<font color=""#c30000"">ik</font>-<font color=""#690000"">ki</font>-<font color=""#b40000"">ma</font></qt>",,
mi-iš-[q]a-ir-taš,achE,vahyaskrtam,miis~qairtas~,,vahyaskrtam,adjective,,,,"<qt>mi-iš-<font color=""#9b0000"">ka<small>4</small></font>-ir-<font color=""#b40000"">taš</font></qt>",,
mi-iš-ši-ya-da-ud-da,,,miis~s~iyadaudda,,,adjective,,,,"<qt>mi-iš-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ya</font>-<font color=""#9b0000"">da</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">da</font></qt>",,
h.mi-iz-ri-[ib-be]-na,nE,muδra-PL-na,miizriibbena,,,adjective,,,,"<qt><font color=""#c30000"">h</font>.mi-<font color=""#b40000"">iz</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font>-na</qt>",,
mi-si?-in-na,nE,,misiinna,,,adjective,mi-ši-na,,,"<qt>mi-<font color=""#690000"">si</font>-in-na</qt>",,
mi-še-na,achE,,mis~ena,,,adjective,mi-ši-na,,,"<qt>mi-<font color=""#690000"">še</font>-na</qt>",,
mi-ši-ir-ma-am-ma,achE,ruin-LOC,mis~iirmaamma,1,,adjective,mi-ši-ir-ma-ma,,,"<qt>mi-<font color=""#c30000"">ši</font>-ir-<font color=""#b40000"">ma</font>-am-<font color=""#b40000"">ma</font></qt>",,
mi-ši-ir-ma-ma,achE,ruin-LOC,mis~iirmama,1,,adjective,mi-ši-ir-ma-na,,,"<qt>mi-<font color=""#c30000"">ši</font>-ir-<font color=""#b40000"">ma</font>-<font color=""#b40000"">ma</font></qt>",,
mi-ši-ir-ma-na,mE,miširma-na,mis~iirmana,1,,adjective,mi-sir-ma-na,,,"<qt>mi-<font color=""#c30000"">ši</font>-ir-<font color=""#b40000"">ma</font>-na</qt>",,-na
mi-ši-na,"nE, achE",,mis~ina,,,adjective,"mi-si?-in-na, mi-še-na, muš-ši-na, muš-zi-na, mu-ši-in",,,"<qt>mi-<font color=""#c30000"">ši</font>-na</qt>",,
mi-ul-qa-na,nE,damage-ACT.PTCP+,miulqana,,,adjective,,,,"<qt>mi-ul-<font color=""#9b0000"">ka<small>4</small></font>-na</qt>",,-na
mu-h-du,"oE, mE",offer,muhdu,1,,adjective,"mu-h-tú, mu-h-ti, mu-h-hu-du.ul-li-ra",,,"<qt><font color=""#690000"">mu</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">du</font></qt>",,
mu-h-ti,mE,offering,muhti,1,,adjective,"mu-h-du, mu-h-tú",,,"<qt><font color=""#690000"">mu</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ti</font></qt>",,
mu-h-tú,nE,offering,muhtu,1,,adjective,mu-h-du,,,"<qt><font color=""#690000"">mu</font>-<font color=""#d50000"">h</font>-<font color=""#d50000"">tú</font></qt>",,
mur-da-na,nE,establish-of,murdana,1,,adjective,,,,"<qt><font color=""#cd0000"">mur</font>-<font color=""#9b0000"">da</font>-na</qt>",,-na
mur-tu[k-q]a,achE,establish-PASS.PTCP+,murtukqa,1,,adjective,mur-tuk,,,"<qt><font color=""#cd0000"">mur</font>-<font color=""#b40000"">tuk</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
mur-tuk,achE,establish-PASS.PTCP,murtuk,,,adjective,mur-da-ak,,,"<qt><font color=""#cd0000"">mur</font>-<font color=""#b40000"">tuk</font></qt>",,-k
mu-ši-a,mE,,mus~ia,,,adjective,"mu-ši-ya, mu-ši-it-ta",,,"<qt><font color=""#690000"">mu</font>-<font color=""#c30000"">ši</font>-<font color=""#690000"">a</font></qt>",,
mu-ši-im-ma-qa,mE,account-DUR-PASS.PTCP,mus~iimmaqa,,,adjective,,,,"<qt><font color=""#690000"">mu</font>-<font color=""#c30000"">ši</font>-<font color=""#b40000"">im</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
mu-ši-in-ma,achE,account-LOC,mus~iinma,,,adjective,,,,"<qt><font color=""#690000"">mu</font>-<font color=""#c30000"">ši</font>-in-<font color=""#b40000"">ma</font></qt>",,-ma
mu-ši-in-me,achE,account-INANIM,mus~iinme,,,adjective,,,,"<qt><font color=""#690000"">mu</font>-<font color=""#c30000"">ši</font>-in-<font color=""#9b0000"">me</font></qt>",,
mu-ši-it-ta,mE,,mus~iitta,,,adjective,"mu-ši-ya, mu-ši-a",,,"<qt><font color=""#690000"">mu</font>-<font color=""#c30000"">ši</font>-<font color=""#690000"">it</font>-ta</qt>",,
mu-ši-ya,mE,,mus~iya,,,adjective,mu-ši-a,,,"<qt><font color=""#690000"">mu</font>-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ya</font></qt>",,
muš-nu-ik,achE,mischievious,mus~nuik,1,,adjective,h.mi-iš-na-qa,,,"<qt><font color=""#b40000"">muš</font>-nu-<font color=""#c30000"">ik</font></qt>",,
muš-ši-na,achE,,mus~s~ina,,,adjective,mi-ši-na,,,"<qt><font color=""#b40000"">muš</font>-<font color=""#c30000"">ši</font>-na</qt>",,
muš-zí-na,achE,,mus~zina,,,adjective,mi-ši-na,,,"<qt><font color=""#b40000"">muš</font>-<font color=""#690000"">zí</font>-na</qt>",,
hh.mu-uk-tu4-ir-ra,nE,master-3SG.AGR,muuktuirra,,,adjective,mu-uk-tu4,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">mu</font>-<font color=""#9b0000"">uk</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-ir-<font color=""#690000"">ra</font></qt>",,
na-ak-kán-na,achE,,naakkanna,,,adjective,"na-ak-qa-na, na-qa",,,"<qt>na-<font color=""#690000"">ak</font>-<font color=""#690000"">kán</font>-na</qt>",,
na-ak-qa-na,achE,,naakqana,,,adjective,"na-ak-kán-na, na-qa",,,"<qt>na-<font color=""#690000"">ak</font>-<font color=""#9b0000"">ka<small>4</small></font>-na</qt>",,
d.na-an-sir-na,achE,,naansirna,,,adjective,"na-sir-na, 2.na-an",,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#c30000"">an</font>-<font color=""#690000"">sir</font>-na</qt>",,
na?-an?-pi-da?,achE,,naanpida,,,adjective,2.na-an,,,"<qt>na-<font color=""#c30000"">an</font>-<font color=""#de0000"">pi</font>-<font color=""#9b0000"">da</font></qt>",,
hh.na-áš-ir-man-nu,achE,Nasirma-GEN?,naas~irmannu,1,,adjective,,,,"<qt><font color=""#9b0000"">hh</font>.na-<font color=""#9b0000"">áš</font>-ir-<font color=""#690000"">man</font>-nu</qt>",,
na-ir-da,achE,naranda,nairda,,,adjective,na-ra-an-da,,,"<qt>na-ir-<font color=""#9b0000"">da</font></qt>",,
na?-na-me-n[a?],achE,,nanamena,,,adjective,,,,"<qt>na-na-<font color=""#9b0000"">me</font>-na</qt>",,
na-ra-da,achE,naranda,narada,,,adjective,na-ra-an-da,,,"<qt>na-<font color=""#690000"">ra</font>-<font color=""#9b0000"">da</font></qt>",,
na-ra-an-ti,achE,naranda,naraanti,,,adjective,na-ra-an-da,,,"<qt>na-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ti</font></qt>",,
na-ra-na-te,achE,naranda,naranate,,,adjective,na-ra-an-da,,,"<qt>na-<font color=""#690000"">ra</font>-na-te</qt>",,
na-ra-te,achE,naranda,narate,,,adjective,na-ra-an-da,,,"<qt>na-<font color=""#690000"">ra</font>-te</qt>",,
na-ra-an-da,achE,naranda,naraanda,,,adjective,"na-ir-da, na-ra-an-te, na-ra-an-ti, na-ra-da, na-ra-na-te, na-ra-te",,,"<qt>na-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font></qt>",,
na-ra-an-te,achE,naranda,naraante,,,adjective,na-ra-an-da,,,"<qt>na-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-te</qt>",,
ni-ib-ba-[ak],nE,,niibbaak,,,adjective,nu-ib-ba-ak,,,"<qt><font color=""#c30000"">ni</font>-<font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font></qt>",,
NITÁ.lg,nE,,nita,,,adjective,ba-li-na,,,"<qt><font color=""#b40000"">NITÁ</font>.<font color=""#690000"">lg</font></qt>",,
nu-tam5-maš,achE,nītama-š,nutam5mas~,,nītama,adjective,"nu-ut-tam5-ma, hh.nu-ut-ti-ma",,,"<qt>nu-<font color=""#e10000"">tam<sub><small>5</small></sub></font>-<font color=""#de0000"">maš</font></qt>",,
hh.nu-tan-nu-ya-ip,achE,nitanya-PL,nutannuyaip,,nitanya,adjective,,,,"<qt><font color=""#9b0000"">hh</font>.nu-<font color=""#c30000"">tan</font>-nu-<font color=""#9b0000"">ya</font>-<font color=""#690000"">ip</font></qt>",,
nu-ti,achE,nut,nuti,1,,adjective,,,,"<qt>nu-<font color=""#690000"">ti</font></qt>",,
ra-ar-ba-ak,nE,ITER~bind-PASS.PTCP,raarbaak,,,adjective,,,,"<qt><font color=""#690000"">ra</font>-ar-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font></qt>",,
ráb-ba-qa,achE,bind-PASS.PTCP,rabbaqa,,,adjective,,,,"<qt><font color=""#c30000"">ráb</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
ra-bu,,rabû,rabu,,rabû,adjective,GAM.pa-ši-šum.ra-[b]u,,,"<qt><font color=""#690000"">ra</font>-<font color=""#9b0000"">bu</font></qt>",,
ra-lu,achE,,ralu,,,adjective,ra-lu-ip,,,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">lu</font></qt>",,
ra-ma,achE,,rama,,,adjective,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#b40000"">ma</font></qt>",,
rák-qa-qa,achE,rak-PASS.PTCP+,rakqaqa,1,,adjective,,Sg.,2nd,"<qt><font color=""#690000"">rák</font>-<font color=""#00ff00"">qa</font>-<font color=""#00ff00"">qa</font></qt>",,-ka
ra-mi,achE,ramya,rami,,ramya,adjective,ra-mi-ya,,,"<qt><font color=""#690000"">ra</font>-mi</qt>",,
ra-mi-ya,achE,ramya,ramiya,,ramya,adjective,"ra-mi, ra-mi-ya-um, tuk-li.ra-mi-ya.hu-ut-ti-ip, tuk-li.ra-mi-ya.hu-ut-ti-ra",,,"<qt><font color=""#690000"">ra</font>-mi-<font color=""#9b0000"">ya</font></qt>",,
ra-mi-ya-um,achE,ramya-m,ramiyaum,,ramya,adjective,ra-mi-ya,,,"<qt><font color=""#690000"">ra</font>-mi-<font color=""#9b0000"">ya</font>-<font color=""#690000"">um</font></qt>",,
ra?-n[a?],achE,,rana,,,adjective,,,,"<qt><font color=""#690000"">ra</font>-na</qt>",,
ráp-pi-in-na,achE,bind-FUT?,rappiinna,,,adjective,ráb-ban-na,,,"<qt><font color=""#c30000"">ráp</font>-<font color=""#de0000"">pi</font>-in-na</qt>",,
ráš-mi,nE,,ras~mi,,,adjective,,,,"<qt><font color=""#b40000"">ráš</font>-mi</qt>",,
ra-te-ik-ra,achE,nourish-PASS.PTCP-SG,rateikra,,,adjective,ra-tuk-ra,,,"<qt><font color=""#690000"">ra</font>-te-<font color=""#c30000"">ik</font>-<font color=""#690000"">ra</font></qt>",,
ra-ti-ib-be,achE,nourish-PL,ratiibbe,,,adjective,ra-ti-ip,,,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>",,
ra-te-um-ba,achE,nourish-ACT.PTCP?-PL,rateumba,,,adjective,ra-ti-ip,Pl.,3rd Anim.,"<qt><font color=""#690000"">ra</font>-te-<font color=""#690000"">um</font>-<font color=""#9b0000"">ba</font></qt>",,
ra-ti-ip,achE,nourish-Pl,ratiip,,,adjective,"ra-te-ip, ra-te-um-ba",Pl.,3rd Anim.,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ip</font></qt>",,
2.ra-ti-qa,achE,nourish-PASS.PTCP,ratiqa,1,,adjective,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
ra-tuk,achE,nourish-PASS.PTCP,ratuk,1,,adjective,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#b40000"">tuk</font></qt>",,-k
ra-tuk-ra,achE,nourish-PASS.PTCP-SG,ratukra,,,adjective,ra-te-ik-ra,Sg.,3rd Anim.,"<qt><font color=""#690000"">ra</font>-<font color=""#b40000"">tuk</font>-<font color=""#690000"">ra</font></qt>",,-k
ra-zí,achE,razya,razi,,razya,adjective,,,,"<qt><font color=""#690000"">ra</font>-<font color=""#690000"">zí</font></qt>",,
ru-ru-uk,mE,decrepit-PASS.PTCP,ruruuk,1,,adjective,,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#b40000"">ru</font>-<font color=""#9b0000"">uk</font></qt>",,
ru-ri-na,mE,decrepit?,rurina,1,,adjective,,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#9b0000"">ri</font>-na</qt>",,
ru-tik,oE,,rutik,,,adjective,,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#00ff00"">tik</font></qt>",,
ru-uk-ma,mE,goal-LOC,ruukma,1,,adjective,si-im-pi.ru-uk,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#9b0000"">uk</font>-<font color=""#b40000"">ma</font></qt>",,
h.sa-a-na,achE,,saana,,,adjective,h.sa-a-in,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">sa</font>-<font color=""#690000"">a</font>-na</qt>",,
2.sa-ap,achE,how,saap,1,,adjective,sa-ap,,,"<qt><font color=""#690000"">sa</font>-<font color=""#9b0000"">ap</font></qt>",,
sa-hi-i,"oE, mE",bronze,sahii,1,,adjective,2.sa-h,,,"<qt><font color=""#690000"">sa</font>-<font color=""#c30000"">hi</font>-<font color=""#9b0000"">i</font></qt>",,
sa-hi-in,nE,,sahiin,,,adjective,2.sa-h,,,"<qt><font color=""#690000"">sa</font>-<font color=""#c30000"">hi</font>-in</qt>",,
sa-hi-ya,mE,bronze,sahiya,1,,adjective,2.sa-h,,,"<qt><font color=""#690000"">sa</font>-<font color=""#c30000"">hi</font>-<font color=""#9b0000"">ya</font></qt>",,
sa-h-nu-qa,nE,,sahnuqa,1,,adjective,sa-nu-qa,,,"<qt><font color=""#690000"">sa</font>-<font color=""#d50000"">h</font>-nu-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
sa-mar,achE,ϑavar,samar,,ϑavar,adjective,"sa-u-ir, sa-u-mar, sa-u-ri, sa-u-ur",,,"<qt><font color=""#690000"">sa</font>-<font color=""#9b0000"">mar</font></qt>",,
sa-nu-qa,nE,,sanuqa,,,adjective,sa-h-nu-qa,,,"<qt><font color=""#690000"">sa</font>-nu-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
sa-nu-ma-ak,achE,,sanumaak,,,adjective,sa-nu-qa,,,"<qt><font color=""#690000"">sa</font>-nu-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font></qt>",,
sa-u-ir,achE,ϑavar,sauir,,ϑavar,adjective,sa-mar,,,"<qt><font color=""#690000"">sa</font>-<font color=""#9b0000"">u</font>-ir</qt>",,
sa-u-ur,achE,ϑavar,sauur,,ϑavar,adjective,sa-mar,,,"<qt><font color=""#690000"">sa</font>-<font color=""#9b0000"">u</font>-<font color=""#b40000"">ur</font></qt>",,
si-il-ha,mE,,siilha,,,adjective,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">il</font>-<font color=""#690000"">ha</font></qt>",,
si-il-ha-ak,mE,strengthen-PASS.PTCP,siilhaak,,,adjective,"si-mu-ut.si-il-ha-ak, v.šil-ha-ak.d.in-su-uš-na-ak, šil-ha-ak",,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">il</font>-<font color=""#690000"">ha</font>-<font color=""#690000"">ak</font></qt>",,-k
si-it-ta,mE,sit,siitta,,,adjective,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">it</font>-ta</qt>",,
si-it-ti,mE,sit,siitti,,,adjective,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">it</font>-<font color=""#690000"">ti</font></qt>",,
si-mi,nE,enjoying?,simi,1,,adjective,si-mu,,,"<qt><font color=""#690000"">si</font>-mi</qt>",,
sir,nE,heavy?,sir,1,,adjective,si-ir,,,"<qt><font color=""#690000"">sir</font></qt>",,
2.si-ri,"nE, achE",,siri,,,adjective,,,,"<qt><font color=""#690000"">si</font>-<font color=""#9b0000"">ri</font></qt>",,
sir-ma,nE,massive,sirma,1,,adjective,,,,"<qt><font color=""#690000"">sir</font>-<font color=""#b40000"">ma</font></qt>",,
sir-mu-in-ni,nE,sir,sirmuinni,1,,adjective,,,,"<qt><font color=""#690000"">sir</font>-<font color=""#690000"">mu</font>-in-<font color=""#c30000"">ni</font></qt>",,
si-ti-im-ma,mE,sit,sitiimma,,,adjective,sittin.ma,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">ti</font>-<font color=""#b40000"">im</font>-<font color=""#b40000"">ma</font></qt>",,
si-ti-i,mE,sit,sitii,1,,adjective,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">i</font></qt>",,
si-ud-du-ma-qa,achE,sitma,siuddumaqa,,,adjective,si-ut-ma-qa,,,"<qt><font color=""#690000"">si</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">du</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
[si-ut-ma]-ik,achE,sitma,siutmaik,,,adjective,,,,"<qt><font color=""#690000"">si</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">ik</font></qt>",,
si-ut-ma-qa,achE,sitma-ka,siutmaqa,,,adjective,"si-ut-ma-ip, si-ud-du-ma-qa",,,"<qt><font color=""#690000"">si</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
si?-ut-tuk-ki?,achE,sitma,siuttukki,,,adjective,,,,"<qt><font color=""#690000"">si</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">tuk</font>-<font color=""#690000"">ki</font></qt>",,
su-rák,achE,mistreat-PASS.PTCP,surak,,,adjective,,,,"<qt><font color=""#690000"">su</font>-<font color=""#690000"">rák</font></qt>",,-k
su-uk-ma,mE,dirt-LOC,suukma,1,,adjective,,,,"<qt><font color=""#690000"">su</font>-<font color=""#9b0000"">uk</font>-<font color=""#b40000"">ma</font></qt>",,
su-ul-ra-ir-ra,nE,splendid?,suulrairra,1,,adjective,zu-ul,,,"<qt><font color=""#690000"">su</font>-ul-<font color=""#690000"">ra</font>-ir-<font color=""#690000"">ra</font></qt>",,
su-un-ki-[ip-in]-na,nE,king-na,suunkiipinna,,,adjective,,Pl.,3rd Anim.,"<qt><font color=""#690000"">su</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">ki</font>-<font color=""#690000"">ip</font>-in-na</qt>",,-na
su-un-pa-lak-ki,nE,,suunpalakki,,,adjective,,,,"<qt><font color=""#690000"">su</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">pa</font>-<font color=""#b40000"">lak</font>-<font color=""#690000"">ki</font></qt>",,
šá-ap-pan-na,achE,,s~aappanna,,,adjective,GIŠ.šap.lg,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pan</font>-na</qt>",,-na
šá-da,achE,šyāta,s~ada,,šyāta,adjective,šá-ud-da,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#9b0000"">da</font></qt>",,
šá-da-ni-qa,achE,far,s~adaniqa,,,adjective,"šá-tin-ni-qa-ma-mar, pír.šá-at-ti-ni-qa",,,"<qt><font color=""#c30000"">šá</font>-<font color=""#9b0000"">da</font>-<font color=""#c30000"">ni</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
šá-h-[da-ni]-qa?,nE,far,s~ahdaniqa,,,adjective,šá-da-ni-qa,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">da</font>-<font color=""#c30000"">ni</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
šá-h-ši-qa,nE,cut-PASS.PTCP+,s~ahs~iqa,,,adjective,šá-iš-ki-ip,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#d50000"">h</font>-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
šá-ir-šat-ti-na,nE,,s~airs~attina,,,adjective,šá-ir-šá-at-ti,,,"<qt><font color=""#c30000"">šá</font>-ir-<font color=""#00ff00"">šat</font>-<font color=""#690000"">ti</font>-na</qt>",,-na
šá-iš-šá,achE,heretofore,s~ais~s~a,1,,adjective,šá-áš-šá,Sg.,1st,"<qt><font color=""#c30000"">šá</font>-iš-<font color=""#c30000"">šá</font></qt>",,
šá-iš-šá-da,achE,,s~ais~s~ada,,,adjective,šá-áš-šá-da,,,"<qt><font color=""#c30000"">šá</font>-iš-<font color=""#c30000"">šá</font>-<font color=""#9b0000"">da</font></qt>",,
šal-hu-ba,oE,šalhup,s~alhuba,1,,adjective,"šá-al-hu-ba-h, šá-al-hu-ba-iš",Sg.,3rd Anim.,"<qt><font color=""#e10000"">šal</font>-<font color=""#d50000"">hu</font>-<font color=""#9b0000"">ba</font></qt>",,
šá-lu,achE,free,s~alu,1,,adjective,,Pl.,1st,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">lu</font></qt>",,
v.šá-lu,achE,free,s~alu,1,,adjective,,Pl.,1st,,,
šá-rák-qa,achE,transfer-PASS.PTCP,s~arakqa,,,adjective,šá-ir-ra-qa,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">rák</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
šá-ra-man,achE,under.responsibility,s~araman,1,,adjective,šá-ra-man-na,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">man</font></qt>",,
šá-ra-ma-na,achE,under.responsibility,s~aramana,1,,adjective,šá-ra-man-na,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">ra</font>-<font color=""#b40000"">ma</font>-na</qt>",,
šá-ra-man-nu,achE,under.responsibility,s~aramannu,1,,adjective,šá-ra-man-na,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">man</font>-nu</qt>",,
šá-šá-qa,achE,šaiša-ka,s~as~aqa,,,adjective,šá-iš-šá-qa,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#c30000"">šá</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
šá-ši-qa,achE,šaiša-ka,s~as~iqa,,,adjective,šá-iš-šá-qa,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
šá-ud-da,achE,šyāta,s~audda,,šyāta,adjective,šá-da,,,"<qt><font color=""#c30000"">šá</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">da</font></qt>",,
še-be-ma-ya,mE,,s~ebemaya,,,adjective,še-be,,,"<qt><font color=""#690000"">še</font>-<font color=""#de0000"">be</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ya</font></qt>",,
še-be-ya,mE,,s~ebeya,,,adjective,še-be-ma-ya,,,"<qt><font color=""#690000"">še</font>-<font color=""#de0000"">be</font>-<font color=""#9b0000"">ya</font></qt>",,
še?-sa?-ya,achE,,s~esaya,,,adjective,,,,"<qt><font color=""#690000"">še</font>-<font color=""#690000"">sa</font>-<font color=""#9b0000"">ya</font></qt>",,
ši-il-ha-ak,oE,strong-PASS.PTCP,s~iilhaak,,,adjective,v.si-im-ti.ši-il-ha-ak,,,"<qt><font color=""#c30000"">ši</font>-<font color=""#690000"">il</font>-<font color=""#690000"">ha</font>-<font color=""#690000"">ak</font></qt>",,-k
ši-in-nu,achE,come,s~iinnu,1,,adjective,,,,"<qt><font color=""#c30000"">ši</font>-in-nu</qt>",,
ši-iš-ni,achE,beautiful,s~iis~ni,,,adjective,ši-iš-na,,,"<qt><font color=""#c30000"">ši</font>-iš-<font color=""#c30000"">ni</font></qt>",,
ši-iš-na,achE,beautiful,s~iis~na,,,adjective,"ši-iš-ni-ir, f.am-ma.ši-iš-na",,,"<qt><font color=""#c30000"">ši</font>-iš-na</qt>",,
ši-iš-ni-na,achE,beautiful-GEN?,s~iis~nina,,,adjective,"[ši-iš]-ni-ni, ši-iš-ni-nu",,,"<qt><font color=""#c30000"">ši</font>-iš-<font color=""#c30000"">ni</font>-na</qt>",,
ši-man-na,achE,,s~imanna,,,adjective,ši-man,,,"<qt><font color=""#c30000"">ši</font>-<font color=""#690000"">man</font>-na</qt>",,-na
ši-mi-ut,achE,,s~imiut,1,,adjective,,,,"<qt><font color=""#c30000"">ši</font>-mi-<font color=""#d50000"">ut</font></qt>",,
d.ši-ut-ma-na,achE,night-GEN,s~iutmana,,,adjective,"šu-ut-me, šu-ut-ti-me, šu-ut-ku-me",,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ši</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">ma</font>-na</qt>",,
šu-h-ti-ya,mE,,s~uhtiya,,,adjective,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ya</font></qt>",,
h.šu-še-en-ni,mE,Susa-INANIM.AGR,s~us~eenni,1,,adjective,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">šu</font>-<font color=""#690000"">še</font>-<font color=""#690000"">en</font>-<font color=""#c30000"">ni</font></qt>",,
2.šu-tur,achE,balance,s~utur,,,adjective,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#b40000"">tur</font></qt>",,
šu-tur-ri,nE,,s~uturri,,,adjective,2.šu-tur,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#b40000"">tur</font>-<font color=""#9b0000"">ri</font></qt>",,
