transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
ku-tu-iš,nE,preserve-3SG,gutuis~,,,verb,,,,"<qt><font color=""#d50000"">ku</font>-tu-iš</qt>",,
ku-tu-iš-da,nE,preserve-3SG-da,gutuis~da,,,verb,ku-tu-uš-ta,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-tu-iš-<font color=""#9b0000"">da</font></qt>",,-da
[ku-tu]-uš-li,mE,let.prosper-3SG-OPT,gutuus~li,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-tu-uš-li</qt>",,-ni
ku-tu-uš-ta,mE,preserve-3SG-da,gutuus~ta,,,verb,ku-tu-iš-da,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-tu-uš-ta</qt>",,-da
ku-tu-uš-[na],mE,preserve-3SG-OPT,gutuus~na,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-tu-uš-na</qt>",,-na
ku-tu4-un,mE,preserve-FUT?,gutuun,,,verb,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-<font color=""#b40000"">un</font></qt>",,-un
ku-tu-un,"mE, nE",preservation-un??,gutuun,,,verb,,,,"<qt><font color=""#d50000"">ku</font>-tu-<font color=""#b40000"">un</font></qt>",,-un
ku-uk-ši-h,mE,build~ITER-1SG,guuks~ih,1,,verb,ku-ši-h,Sg.,1st,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>-<font color=""#c30000"">ši</font>-<font color=""#d50000"">h</font></qt>",,
ku-uk-ši-h-ši,mE,build~ITER-3PL,guuks~ihs~i,,,verb,ku-ši-h-ši,Pl.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>-<font color=""#c30000"">ši</font>-<font color=""#d50000"">h</font>-<font color=""#c30000"">ši</font></qt>",,
ku-uk-ši-iš-ta,mE,build~ITER-3SG-da,guuks~iis~ta,,,verb,ku-ši-iš-da,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>-<font color=""#c30000"">ši</font>-iš-ta</qt>",,-da
ku-uk-tan-ti,achE,kukta-2SG,guuktanti,,,verb,,Sg.,2nd,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>-<font color=""#c30000"">tan</font>-<font color=""#690000"">ti</font></qt>",,
ku-uk-taš,achE,kukta-IMP,guuktas~,,,verb,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>-<font color=""#b40000"">taš</font></qt>",,
ku-uk-ti,achE,kukta-1SG,guukti,,,verb,,Sg.,1st,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>-<font color=""#690000"">ti</font></qt>",,
ku-uk-tuk-qa,achE,kukta-ka,guuktukqa,,,verb,ku-ik-da-qa,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>-<font color=""#b40000"">tuk</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ku-ul-la-an,mE,pray-ACT.PTCP,guullaan,1,,verb,,Sg.,,"<qt><font color=""#d50000"">ku</font>-ul-la-<font color=""#c30000"">an</font></qt>",,
ku-ul-la-áš-da,nE,pray-3SG-da,guullaas~da,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-ul-la-<font color=""#9b0000"">áš</font>-<font color=""#9b0000"">da</font></qt>",,-da
ku-ul-la-áš-ni,mE,pray-3SG-OPT,guullaas~ni,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-ul-la-<font color=""#9b0000"">áš</font>-<font color=""#c30000"">ni</font></qt>",,-ni
ku-ul-la-áš-na,nE,pray-3SG-OPT,guullaas~na,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-ul-la-<font color=""#9b0000"">áš</font>-na</qt>",,-ni
[ku-ul]-la-áš-pi-na,mE,pray-3SG-3PL.AGR??-of,guullaas~pina,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-ul-la-<font color=""#9b0000"">áš</font>-<font color=""#de0000"">pi</font>-na</qt>",,"-na, -p"
ku-ul-la-h,"oE, mE",pray-1SG,guullah,,,verb,,Sg.,1st,"<qt><font color=""#d50000"">ku</font>-ul-la-<font color=""#d50000"">h</font></qt>",,
ku-ul-la-hu,mE,pray-1PL,guullahu,1,,verb,,Pl.,1st,"<qt><font color=""#d50000"">ku</font>-ul-la-<font color=""#d50000"">hu</font></qt>",,
ku-ul-lak,nE,pray-PASS.PTCP,guullak,1,,verb,ku-ul-la-ak,,,"<qt><font color=""#d50000"">ku</font>-ul-<font color=""#b40000"">lak</font></qt>",,-k
ku-ul-lak-na,nE,pray-PASS.PTCP-OPT,guullakna,1,,verb,,,,"<qt><font color=""#d50000"">ku</font>-ul-<font color=""#b40000"">lak</font>-na</qt>",,-ni
ku-ul-li,nE,pray-1SG,guulli,,,verb,ku-ul-li-h,Sg.,1st,"<qt><font color=""#d50000"">ku</font>-ul-li</qt>",,
ku-ul-li-h,nE,pray-1SG,guullih,,,verb,,Sg.,1st,"<qt><font color=""#d50000"">ku</font>-ul-li-<font color=""#d50000"">h</font></qt>",,
ku-un-nu-uk,nE,kin,guunnuuk,,,verb,kin-nu-ik,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#b40000"">un</font>-nu-<font color=""#9b0000"">uk</font></qt>",,
ku-up-pu-h-ti,mE,pledge-2SG,guuppuhti,1,,verb,ku-up,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#690000"">up</font>-<font color=""#9b0000"">pu</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ti</font></qt>",,
ku-uš-ma-ni,mE,,guus~mani,,,verb,,,,"<qt><font color=""#d50000"">ku</font>-uš-<font color=""#b40000"">ma</font>-<font color=""#c30000"">ni</font></qt>",,"-man, -ni"
ku-ut-ha,mE,bear-1SG-da,guutha,,,verb,,Sg.,1st,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">ha</font></qt>",,
ku-ut-hi,mE,bear-1SG-da,guuthi,1,,verb,,Sg.,1st,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#c30000"">hi</font></qt>",,
ku-ut-ik,achE,bear-PASS.PTCP,guutik,,,verb,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#c30000"">ik</font></qt>",,-k
ku-ut-ik-qa,achE,bear-PASS.PTCP,guutikqa,,,verb,ku-ut-qa,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#c30000"">ik</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
k[u-u]t-kal-rák-qa,achE,kutkalir-ka,guutkalrakqa,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#c30000"">kal</font>-<font color=""#690000"">rák</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ku-ut-ki,achE,bear-PASS.PTCP,guutki,1,,verb,"ku-ti-ki, ku-ut-qa",,,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">ki</font></qt>",,-k
ku-ut-hu,mE,bear-1PL,guuthu,1,,verb,,Pl.,1st,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#d50000"">hu</font></qt>",,
ku-ut-kal-ir-ra-[áš-da],achE,kutkalir-3SG-da,guutkalirraas~da,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#c30000"">kal</font>-ir-<font color=""#690000"">ra</font>-<font color=""#9b0000"">áš</font>-<font color=""#9b0000"">da</font></qt>",,-da
ku-ut-qa-la-ir-rák-ki,achE,steal-PASS.PTCP,guutqalairrakki,1,,verb,ku-ut-kal-ir-ra-[áš-da],,,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#9b0000"">ka<small>4</small></font>-la-ir-<font color=""#690000"">rák</font>-<font color=""#690000"">ki</font></qt>",,
ku-ut-qa,achE,bear-PASS.PTCP,guutqa,1,,verb,ku-ti-qa,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ku-za,achE,bear-3SG-da,guza,,,verb,ku-iz-za,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#690000"">za</font></qt>",,
nu-iš-gi-iš,achE,keep-IMP,nuis~giis~,1,,verb,,Sg.,2nd,"<qt>nu-iš-<font color=""#9b0000"">gi</font>-iš</qt>",,
nu-iš-gi-iš-ni,achE,keep-3SG-OPT,nuis~giis~ni,1,,verb,ni-iš-ki-iš-ni,Sg.,3rd Anim.,"<qt>nu-iš-<font color=""#9b0000"">gi</font>-iš-<font color=""#c30000"">ni</font></qt>",,-ni
nu-iš-da,achE,care-3SG-da,nuis~da,1,,verb,,Sg.,3rd Anim.,"<qt>nu-iš-<font color=""#9b0000"">da</font></qt>",,-da
ha-am-ma-áš-na,mE,hamma-3SG-OPT,haammaas~na,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-am-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">áš</font>-na</qt>",,
ha-ap-hu,"oE, mE",hear-1PL,haaphu,1,,verb,,Pl.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">ap</font>-<font color=""#d50000"">hu</font></qt>",,
ha-ap-ru-h,,hapru-1SG,haapruh,,,verb,"te-im-ti.ha-ap-ru-h, i?-du-ur.ha-ap-ru-h, in-ri-ir.ha-ap-ru-h, in-zu-úr.ha-ap-ru-h, i?-tù-úr.ha-ap-ru-h, si-mu-ut.ha-ap-ru-h, še-im-ti.ha-ap-ru-h, d.si-mu-ut.ir.ha-pi-ru-h",Sg.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">ap</font>-<font color=""#b40000"">ru</font>-<font color=""#d50000"">h</font></qt>",,
h[a]-ar-ra-ak-na,mE,har-k-na,haarraakna,,,verb,ha-rák,,,"<qt><font color=""#690000"">ha</font>-ar-<font color=""#690000"">ra</font>-<font color=""#690000"">ak</font>-na</qt>",,"-k, -na"
ha-ap-ti,"oE, mE",hear-2SG,haapti,1,,verb,hap-ti,Sg.,2nd,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">ti</font></qt>",,
2.ha-ap-ti,oE,hear-2PL,haapti,,,verb,,Pl.,2nd,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">ti</font></qt>",,
ha-áš-ik-li,oE,honour-PASS.PTCP-OPT,haas~ikli,1,,verb,ha-áš-ak-li,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">áš</font>-<font color=""#c30000"">ik</font>-li</qt>",,-ni
ha-áš-ak-li,oE,honour-PASS.PTCP-OPT,haas~akli,1,,verb,"ha-áš-ik-li, ha-aš-šà",Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">áš</font>-<font color=""#690000"">ak</font>-li</qt>",,"-k, -ni"
ha-at-na-ak,oE,hatna-k,haatnaak,,,verb,[šu?-u]l?-bi.am-ma.ha-at-na-ak,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">at</font>-na-<font color=""#690000"">ak</font></qt>",,-k
ha-at-na-h,mE,hatna-1SG,haatnah,,,verb,ha-at-na-ak,Sg.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">at</font>-na-<font color=""#d50000"">h</font></qt>",,
ha-at-ta-[h],mE,hata,haattah,,,verb,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">at</font>-ta-<font color=""#d50000"">h</font></qt>",,
ha-a-ya-u-da,achE,ayauδa,haayauda,,ayauδa,verb,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">ya</font>-<font color=""#9b0000"">u</font>-<font color=""#9b0000"">da</font></qt>",,
ha-be-in,achE,press-ACT.PTCP,habein,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">be</font>-in</qt>",,
ha-du-iš-da,achE,hadu-3SG-da,haduis~da,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
ha-du-ik-qa,achE,hadu-ka,haduikqa,,,verb,"ha-du-uk-qa, ha-du-qa",,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#c30000"">ik</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-du-qa,achE,hadu-ka,haduqa,,,verb,"ha-du-ik-qa, ha-du-uk-qa",,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-du-uk-qa,achE,hadu-ka,haduukqa,,,verb,"ha-du-ik-qa, ha-du-qa",,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#9b0000"">uk</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-h-pu-ha,nE,hear-1SG-da,hahpuha,,,verb,,Sg.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">pu</font>-<font color=""#690000"">ha</font></qt>",,
ha-h-pu-hu,nE,hear-1PL,hahpuhu,1,,verb,,Pl.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">pu</font>-<font color=""#d50000"">hu</font></qt>",,
ha-h-pu-uš,mE,hear-3SG,hahpuus~,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">pu</font>-uš</qt>",,
ha-iš-šá-iš-šá,achE,check-3PL-ša,hais~s~ais~s~a,,hašya,verb,,Pl.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-iš-<font color=""#c30000"">šá</font>-iš-<font color=""#c30000"">šá</font></qt>",,
ha-iš-šá-qa,achE,check-ka,hais~s~aqa,,hašya,verb,ha-šá-qa,,,"<qt><font color=""#690000"">ha</font>-iš-<font color=""#c30000"">šá</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-iz-za-iš-ni,achE,big-3SG-OPT,haizzais~ni,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">iz</font>-<font color=""#690000"">za</font>-iš-<font color=""#c30000"">ni</font></qt>",,-ni
ha-iz-za-na,nE,big-ACT.PTCP,haizzana,,,verb,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">iz</font>-<font color=""#690000"">za</font>-na</qt>",,-na
ha-la-ha,achE,adorn-1SG-da,halaha,,,verb,,Sg.,1st,"<qt><font color=""#690000"">ha</font>-la-<font color=""#690000"">ha</font></qt>",,
ha-la-iš,achE,hala-3SG,halais~,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-la-iš</qt>",,
hal-ba-qa,achE,smite-PASS.PTCP+,halbaqa,,,verb,hal-ba,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-li-en-qa,mE,adorn-ACT.PTCP-1SG.AGR,halienqa,,,verb,,,,"<qt><font color=""#690000"">ha</font>-li-<font color=""#690000"">en</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-li-h,"mE, nE",adorn-1SG,halih,,,verb,,Sg.,1st,"<qt><font color=""#690000"">ha</font>-li-<font color=""#d50000"">h</font></qt>",,
ha-li-h-ma,mE,adorn-1SG-LOC,halihma,,,verb,,Sg.,1st,"<qt><font color=""#690000"">ha</font>-li-<font color=""#d50000"">h</font>-<font color=""#b40000"">ma</font></qt>",,-ma
ha-li-h-ši,mE,adorn-3PL,halihs~i,1,,verb,,Pl.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-li-<font color=""#d50000"">h</font>-<font color=""#c30000"">ši</font></qt>",,
ha-li-en,mE,adorn-3SG,halien,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-li-<font color=""#690000"">en</font></qt>",,
ha-li-hu-na,mE,adorn-1PL-OPT,halihuna,1,,verb,,Pl.,1st,"<qt><font color=""#690000"">ha</font>-li-<font color=""#d50000"">hu</font>-na</qt>",,-na
hal-sa-ik-ni,achE,maintain-PASS.PTCP-OPT,halsaikni,,,verb,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#690000"">sa</font>-<font color=""#c30000"">ik</font>-<font color=""#c30000"">ni</font></qt>",,"-k, -ni"
hal-sa-iš-ni,achE,maintain-3SG-OPT,halsais~ni,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#690000"">sa</font>-iš-<font color=""#c30000"">ni</font></qt>",,-ni
hal-sa-qa,achE,maintain-PASS.PTCP,halsaqa,,,verb,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#690000"">sa</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
hal-ma-ak-na,mE,disappear-PASS.PTCP-OPT,halmaakna,,,verb,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font>-na</qt>",,-k
hal-ma-an,nE,disappear-FUT?,halmaan,1,,verb,,,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font></qt>",,
hal-ma-aš-na,mE,disappear-3SG-OPT,halmaas~na,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">aš</font>-na</qt>",,-ni
3.hal-ma,achE,disappear-1SG,halma,1,,verb,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#b40000"">ma</font></qt>",,
hal.me-ni-e-ik-k[i],nE,land-rule-1SG.AGR,halmenieikki,,,verb,hal+me-ni-ik+ki,,,"<qt><font color=""#9b0000"">hal</font>.<font color=""#9b0000"">me</font>-<font color=""#c30000"">ni</font>-<font color=""#690000"">e</font>-<font color=""#c30000"">ik</font>-<font color=""#690000"">ki</font></qt>",,
hal.me-ni-ik,"oE, mE",land-rule-1SG.AGR,halmeniik,1,,verb,,,,"<qt><font color=""#9b0000"">hal</font>.<font color=""#9b0000"">me</font>-<font color=""#c30000"">ni</font>-<font color=""#c30000"">ik</font></qt>",,
2.hal-pi,achE,smite-1SG,halpi,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font></qt>",,
hal-pi-ik,"nE, achE",smite-PASS.PTCP??,halpiik,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">ik</font></qt>",,-k
hal-pi-ik-ni,nE,smite-PASS.PTCP-OPT,halpiikni,,,verb,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">ik</font>-<font color=""#c30000"">ni</font></qt>",,"-k, -ni"
hal-pi-ip,achE,smite-PL,halpiip,,,verb,,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">ip</font></qt>",,
hal-pi-iš,achE,smite-3SG,halpiis~,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-iš</qt>",,
3.hal-pi-iš,achE,smite-IMP,halpiis~,,,verb,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-iš</qt>",,
2.hal-pi-iš,achE,smite-3SG,halpiis~,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-iš</qt>",,
hal-pi-iš-ni,achE,smite-3SG-OPT,halpiis~ni,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-iš-<font color=""#c30000"">ni</font></qt>",,-ni
hal-pi-ma-ak,nE,smite-DUR-PASS.PTCP,halpimaak,,,verb,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font></qt>",,"-k, -ma"
hal-pi-qa,achE,smite-PASS.PTCP+,halpiqa,,,verb,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
4.hal-pi-iš,achE,smite-3PL,halpiis~,,,verb,,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-iš</qt>",,
hal-pu-h,"mE, nE",smite-1SG,halpuh,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">hal</font>-<font color=""#9b0000"">pu</font>-<font color=""#d50000"">h</font></qt>",,
[hal]-pu-h-[ha],mE,smite-1SG-da,halpuhha,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">hal</font>-<font color=""#9b0000"">pu</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ha</font></qt>",,
hal-pi-ya,achE,smite-1SG-da,halpiya,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-<font color=""#9b0000"">ya</font></qt>",,
hal-pi-šá,nE,smite-3SG-ša,halpis~a,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">šá</font></qt>",,-ša
[ha-lu-ma]-iš-da,achE,,halumais~da,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">lu</font>-<font color=""#b40000"">ma</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
ha-[lu-ma-i]š-ni,achE,halum-3SG-OPT,halumais~ni,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">lu</font>-<font color=""#b40000"">ma</font>-iš-<font color=""#c30000"">ni</font></qt>",,-ni
ha-ma-ak,achE,of.what.kind,hamaak,1,,verb,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font></qt>",,
ha-mi-iš-da,achE,ham-3SG-da,hamiis~da,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-mi-iš-<font color=""#9b0000"">da</font></qt>",,-da
ha-pi,achE,press-1SG,hapi,1,,verb,,Sg.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font></qt>",,
ha-[p]i-[ik-ni],achE,press-PASS.PTCP-OPT,hapiikni,,,verb,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">ik</font>-<font color=""#c30000"">ni</font></qt>",,"-k, -ni"
ha-pi-iš,achE,press-IMP,hapiis~,,,verb,,,2nd,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font>-iš</qt>",,-š
ha-pi-iš-da,achE,press-3SG-da,hapiis~da,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
ha-pi-iš-šá,achE,press-2PL-š,hapiis~s~a,,,verb,,,2nd,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font>-iš-<font color=""#c30000"">šá</font></qt>",,-š
ha-pi-man-ti,achE,press-DUR-ACT.PTCP-2SG.AGR,hapimanti,1,,verb,,Pl.,2nd,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">man</font>-<font color=""#690000"">ti</font></qt>",,-man
ha-pi-ma-nu-um,achE,press-DUR-ACT.PTCP-1PL.AGR,hapimanuum,1,,verb,,Pl.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font>-<font color=""#b40000"">ma</font>-nu-<font color=""#690000"">um</font></qt>",,
[h]a?-pi?-ú-ut,achE,press-1PL,hapiuut,,,verb,,Pl.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font>-<font color=""#9b0000"">ú</font>-<font color=""#d50000"">ut</font></qt>",,
ha-pi-ya,achE,press-1SG-da,hapiya,,,verb,,Sg.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">pi</font>-<font color=""#9b0000"">ya</font></qt>",,
ha-pu-it-ni,nE,hear-2SG.AGR-OPT,hapuitni,,,verb,,Sg.,2nd,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">pu</font>-<font color=""#690000"">it</font>-<font color=""#c30000"">ni</font></qt>",,-ni
hap-ti,mE,hear-2PL,hapti,,,verb,ha-ap-ti,Pl.,2nd,"<qt><font color=""#00ff00"">hap</font>-<font color=""#690000"">ti</font></qt>",,
ha-ra-ak,nE,press2-PASS.PTCP,haraak,,,verb,ha-rák,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">ak</font></qt>",,-k
ha-[ri-ik]-qa-iš,achE,bad(OP)-3PL,hariikqais~,,arīka,verb,[ha-ri-i]k-kán,,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">ri</font>-<font color=""#c30000"">ik</font>-<font color=""#9b0000"">ka<small>4</small></font>-iš</qt>",,
ha-ri-qa,achE,press2-PASS.PTCP,hariqa,,,verb,"ha-ra-qa, ha-rák-qa",,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
[h.h]ar.lg.tuk-ki-man-ba,achE,stone-beat-DUR-3PL.AGR,hartukkimanba,,,verb,,Pl.,3rd Anim.,"<qt><font color=""#c30000"">h</font>.<font color=""#cd0000"">har</font>.<font color=""#690000"">lg</font>.<font color=""#b40000"">tuk</font>-<font color=""#690000"">ki</font>-<font color=""#690000"">man</font>-<font color=""#9b0000"">ba</font></qt>",,-man
har-tu-šá,achE,hartu-3SG-ša,hartus~a,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#cd0000"">har</font>-tu-<font color=""#c30000"">šá</font></qt>",,-ša
ha-si-qa,achE,haϑya-ka,hasiqa,,haϑya,verb,ha-šá-qa,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">si</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
ha-šá-iš,achE,check-3PL,has~ais~,,hašya,verb,,,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">šá</font>-iš</qt>",,
ha-šá-iš-da,achE,check-3SG-da,has~ais~da,,hašya,verb,,,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">šá</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
2.ha-šá-iš-da,achE,check-3PL-da,has~ais~da,,hašya,verb,,,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">šá</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
