transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
a-a-pi-h,oE,aipi-1SG,aapih,1,,verb,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#de0000"">pi</font>-<font color=""#d50000"">h</font></qt>",,
ri-ša-ak-ki,"oE, mE",large-1SG.AGR,ris~aakki,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">ri</font>-ša-<font color=""#690000"">ak</font>-<font color=""#690000"">ki</font></qt>",,
ri-ša-ak-qa,"mE, nE",large-1SG.AGR,ris~aakqa,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">ri</font>-ša-<font color=""#690000"">ak</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
ha-be-na,achE,press-na,habena,,,verb,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">be</font>-na</qt>",,-na
a-lik,nE,clean-PASS.PTCP,alik,1,,verb,,,,"<qt><font color=""#690000"">a</font>-<font color=""#b40000"">lik</font></qt>",,
al-pu-h-šu-da,mE,alpu-3PL-da,alpuhs~uda,1,,verb,,Sg.,1st,"<qt>al-<font color=""#9b0000"">pu</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">šu</font>-<font color=""#9b0000"">da</font></qt>",,
te-el-te-en-ni,nE,succeed-OPT,deelteenni,5,,verb,,,,"<qt>te-<font color=""#9b0000"">el</font>-te-<font color=""#690000"">en</font>-<font color=""#c30000"">ni</font></qt>",,
te-en-gi-h,mE,transport-1SG,deengih,13,,verb,,Sg.,1st,"<qt>te-<font color=""#690000"">en</font>-<font color=""#9b0000"">gi</font>-<font color=""#d50000"">h</font></qt>",,
te-en-gi-h-ši-ta,mE,transport-3PL-da,deengihs~ita,1,,verb,te-en-gi-h,,,"<qt>te-<font color=""#690000"">en</font>-<font color=""#9b0000"">gi</font>-<font color=""#d50000"">h</font>-<font color=""#c30000"">ši</font>-ta</qt>",,
te-la-ni-li,oE,retain-ACT.PTCP-1SG-ni?,delanili,1,,verb,te-la-ak,,,"<qt>te-la-<font color=""#c30000"">ni</font>-li</qt>",,
h.te?-man?-qa-in,achE,,demanqain,1,,verb,,,,,,
[t]e-nu-u[m.d]a-ut-tuk,achE,,denuumdauttuk,,,verb,te-nu-um,,,"<qt>te-nu-<font color=""#690000"">um</font>.<font color=""#9b0000"">da</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">tuk</font></qt>",,
an-du-uk-ni,mE,plan-PASS.PTCP-OPT,anduukni,1,,verb,an-tu4-uk-ni,Sg.,1st,"<qt><font color=""#c30000"">an</font>-<font color=""#9b0000"">du</font>-<font color=""#9b0000"">uk</font>-<font color=""#c30000"">ni</font></qt>",,
la-gi-ú-ud-da,achE,la-PASS.PTCP-1PL,lagiuudda,,,verb,,Pl.,1st,"<qt>la-<font color=""#9b0000"">gi</font>-<font color=""#9b0000"">ú</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">da</font></qt>",,-k
ha-ne-eš,,love-3SG,hanees~,,,verb,te-im-ti.hi-ša.ha-ne-eš,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#d50000"">ne</font>-<font color=""#9b0000"">eš</font></qt>",,
ha-ni,achE,love-1SG,hani,,,verb,šu?-ma?-ha-ni,Sg.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">ni</font></qt>",,
ha-ni-en-da,achE,love-2SG,hanienda,,,verb,,Sg.,2nd,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">ni</font>-<font color=""#690000"">en</font>-<font color=""#9b0000"">da</font></qt>",,
ha-ni-en-qa,mE,love-ACT.PTCP-1SG.AGR,hanienqa,1,,verb,,Sg.,1st,,,
ha-ti-ik,mE,love2?-PASS.PTCP,hatiik,1,,verb,ha-ni-ik,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ti</font>-<font color=""#c30000"">ik</font></qt>",,-k
šil-ha-an-da,nE,strong-2SG,s~ilhaanda,,,verb,,Sg.,2nd,"<qt><font color=""#00ff00"">šil</font>-<font color=""#690000"">ha</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font></qt>",,
šil-ha-an-du-ú,nE,strong-2SG.AGR-1SG,s~ilhaanduu,1,,verb,šilhant.u,Sg.,2nd,"<qt><font color=""#00ff00"">šil</font>-<font color=""#690000"">ha</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">du</font>-<font color=""#9b0000"">ú</font></qt>",,
2.šil-ha-h,nE,strengthen-1SG,s~ilhah,1,,verb,,Sg.,1st,"<qt><font color=""#00ff00"">šil</font>-<font color=""#690000"">ha</font>-<font color=""#d50000"">h</font></qt>",,
šil-ha-ma-an-ki,nE,strong-DUR-ACT.PTCP-1SG,s~ilhamaanki,1,,verb,,Sg.,1st,"<qt><font color=""#00ff00"">šil</font>-<font color=""#690000"">ha</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ki</font></qt>",,-n-
ku-ti-na,nE,bear-3SG-OPT,gutina,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-<font color=""#690000"">ti</font>-na</qt>",,-na
ku?-ti?-man?-ba,achE,bear-DUR-PL,gutimanba,,,verb,,Pl.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">man</font>-<font color=""#9b0000"">ba</font></qt>",,-man
ku-ti-šá,achE,bear-3SG-ša,gutis~a,,,verb,ku-ti-iš-šá,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ku</font>-<font color=""#690000"">ti</font>-<font color=""#c30000"">šá</font></qt>",,-ša
ut-taš,achE,make-3SG,uttas~,,,verb,ú-da-iš,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ut</font>-<font color=""#b40000"">taš</font></qt>",,
ut-taš-da,achE,make-3SG-da,uttas~da,,,verb,hu-ud-da-iš-da,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ut</font>-<font color=""#b40000"">taš</font>-<font color=""#9b0000"">da</font></qt>",,-da
ut-taš-da-na,achE,make-3SG-da-na,uttas~dana,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">ut</font>-<font color=""#b40000"">taš</font>-<font color=""#9b0000"">da</font>-na</qt>",,"-da, -na"
hu-ut-la-qa,"mE, nE",send-PASS.PTCP+,huutlaqa,,,verb,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-la-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
hu-ut-man-ra,achE,make-DUR-ACT.PTCP-3SG.AGR,huutmanra,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">man</font>-<font color=""#690000"">ra</font></qt>",,-man
hu-ut-ra,achE,make-1SG,huutra,1,,verb,hu-ud-da-ra,Sg.,1st,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">ra</font></qt>",,
hu-ut-la-h,mE,send-1SG,huutlah,,,verb,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-la-<font color=""#d50000"">h</font></qt>",,
hu-ut-la-hu,mE,send-1PL,huutlahu,1,,verb,,Pl.,1st,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-la-<font color=""#d50000"">hu</font></qt>",,
ba-ak-li,mE,bak-OPT,baakli,1,,verb,ba-ak-ni,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-li</qt>",,
ba-ak-ni,mE,bak-OPT,baakni,1,,verb,ba-ak-li,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#c30000"">ni</font></qt>",,
ba-ak-qa-h,,find-1SG,baakqah,3,,verb,,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#b40000"">qa</font>-<font color=""#d50000"">h</font></qt>",,
pa-a-h,oE,bak-1SG,baah,1,,verb,,,,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">a</font>-<font color=""#d50000"">h</font></qt>",,
nu-iš-gi-man-pi,achE,keep-DUR-ACT.PTCP-PL,nuis~gimanpi,,,verb,,Pl.,3rd Anim.,"<qt>nu-iš-<font color=""#9b0000"">gi</font>-<font color=""#690000"">man</font>-<font color=""#de0000"">pi</font></qt>",,-man
nu-kaš,,nuka-3SG,nukas~,1,,verb,"ni-gaš, ni-ga-áš, v.d.IGI.DU.ú.nu-kaš, DINGIR.GAL.nu-kaš, hw.ku-tur.nu-kaš, hw.hu-ban.nu-kaš, hw.mar-du.nu-kaš, v.d.ši-mut.ú.nu-kaš, hw.u[m-ban.nu]-kaš, hw.ú-nu-kaš, f.ú-pu.nu-kaš, f.ú-pu-ú.nu-kaš",Sg.,3rd Anim.,"<qt>nu-<font color=""#de0000"">kaš</font></qt>",,
ha-rák-qa,"nE, achE",press2-PASS.PTCP,harakqa,1,,verb,"ha-ra-qa, ha-ri-qa",,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">rák</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-ra-qa,nE,press2-PASS.PTCP,haraqa,,,verb,"ha-rák-qa, ha-ri-qa",,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ra</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-ráš,achE,press2-3SG,haras~,,,verb,ha-ra-iš,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">ráš</font></qt>",,
ha-ráš-da,achE,press2-3SG-da,haras~da,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">ráš</font>-<font color=""#9b0000"">da</font></qt>",,-da
ha-ra-h,mE,press2-1SG,harah,,,verb,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ra</font>-<font color=""#d50000"">h</font></qt>",,
ha-ra-iš,achE,press2-IMP,harais~,,,verb,ha-ráš,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ra</font>-iš</qt>",,-š
ha-ra-iš-ni,nE,press2-3SG-OPT,harais~ni,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ra</font>-iš-<font color=""#c30000"">ni</font></qt>",,-ni
ha-rák,"nE, achE",press2-PASS.PTCP,harak,1,,verb,ha-ra-ak,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">rák</font></qt>",,-k
2.áš-du,achE,astu,as~du,2,astu,verb,,,,"<qt><font color=""#9b0000"">áš</font>-<font color=""#9b0000"">du</font></qt>",,
gi-ud-da,achE,giut,giudda,3,,verb,,,,"<qt><font color=""#9b0000"">gi</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">da</font></qt>",,
áš-šá-qa,achE,check-PASS.PTCP+,as~s~aqa,1,,verb,ha-šá-qa,,,"<qt><font color=""#9b0000"">áš</font>-<font color=""#c30000"">šá</font>-<font color=""#b40000"">qa</font></qt>",,
gi-ti-iš-pi-na,mE,refine-3PL-PL-OPT,gitiis~pina,1,,verb,,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">ti</font>-iš-<font color=""#de0000"">pi</font>-na</qt>",,
gi-ti-iš,achE,refine-3SG,gitiis~,1,,verb,hh.áš.gi-ti-iš,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">ti</font>-iš</qt>",,
gi-tin,nE,refine-FUT?,gitin,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">gi</font>-<font color=""#9b0000"">tin</font></qt>",,
gi-ti-it,nE,refine-2SG,gitiit,2,,verb,,Sg.,2nd,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">it</font></qt>",,
gi-ti-it-na,mE,refine-2SG.AGR-OPT,gitiitna,1,,verb,,Sg.,2nd,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">it</font>-na</qt>",,-ni
2.ki-ti-iš,achE,kit-3PL,gitiis~,13,,verb,,Pl.,3rd Anim.,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">ti</font>-iš</qt>",,
ki-ti-iš,achE,kit-3SG,gitiis~,8,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">ti</font>-iš</qt>",,
ha-al-ma-h,oE,disappear-1SG,haalmah,,,verb,,Sg.,1st,"<qt><font color=""#690000"">ha</font>-al-<font color=""#b40000"">ma</font>-<font color=""#d50000"">h</font></qt>",,
ha-al-ma-ak-na,oE,exile?-PASS.PTCP-OPT,haalmaakna,1,,verb,hal-ma-ak-na,,,"<qt><font color=""#690000"">ha</font>-al-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font>-na</qt>",,-ni
ha-li-ik.ú-me,mE,adorn-PASS.PTCP-1SG-INANIM.AGR,haliikume,,,verb,"ha-li-ku-me, ha-li-ik-ku-me, ha-lik.ú-me, hu-ud-da.ha-l[i-i]k-[ú]-me",Sg.,1st,"<qt><font color=""#690000"">ha</font>-li-<font color=""#c30000"">ik</font>.<font color=""#9b0000"">ú</font>-<font color=""#9b0000"">me</font></qt>",,"-k, -me"
ha-li-iš-ni?,nE,adorn-3SG-OPT,haliis~ni,,,verb,ha-li-iš-na,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-li-iš-<font color=""#c30000"">ni</font></qt>",,-ni
ha-li-q[a],mE,adorn-PASS.PTCP,haliqa,,,verb,,,,"<qt><font color=""#690000"">ha</font>-li-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ha-li-iš-na,nE,adorn-3SG-OPT,haliis~na,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-li-iš-na</qt>",,-ni
ha-li-ku-me,mE,adorn-PASS.PTCP-1SG-INANIM.AGR,halikume,1,,verb,ha-li-ik.ú-me,Sg.,1st,"<qt><font color=""#690000"">ha</font>-li-<font color=""#d50000"">ku</font>-<font color=""#9b0000"">me</font></qt>",,-me
ha-lik.ú-me,mE,adorn-PASS.PTCP-1SG-INANIM.AGR,halikume,,,verb,ha-li-ik.ú-me,Sg.,1st,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">lik</font>.<font color=""#9b0000"">ú</font>-<font color=""#9b0000"">me</font></qt>",,"-k, -me"
ku-te-it,oE,preserve-2SG,guteit,1,,verb,,Sg.,2nd,"<qt><font color=""#d50000"">ku</font>-te-<font color=""#690000"">it</font></qt>",,
ku-te-qa,nE,preserve-PASS.PTCP,guteqa,,,verb,,,,"<qt><font color=""#d50000"">ku</font>-te-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-k
ku-taš-da,achE,,gutas~da,,,verb,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#b40000"">taš</font>-<font color=""#9b0000"">da</font></qt>",,
me-te-en-da,mE,victory-2SG,meteenda,,,verb,me-te-en-ta,,,"<qt><font color=""#9b0000"">me</font>-te-<font color=""#690000"">en</font>-<font color=""#9b0000"">da</font></qt>",,
me-te-in,achE,mete,metein,1,,verb,,,,"<qt><font color=""#9b0000"">me</font>-te-in</qt>",,
me-te-en-ta,achE,victory-2SG,meteenta,,,verb,me-te-en-da,,,"<qt><font color=""#9b0000"">me</font>-te-<font color=""#690000"">en</font>-ta</qt>",,
me-te-en-qa,mE,victory-ACT.PTCP-1SG,meteenqa,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">me</font>-te-<font color=""#690000"">en</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-n-
ri-ip-pi-iš-ni,achE,rip-3SG-OPT,riippiis~ni,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">ri</font>-<font color=""#690000"">ip</font>-<font color=""#de0000"">pi</font>-iš-<font color=""#c30000"">ni</font></qt>",,-ni
iš-še-ra-qa,achE,,is~s~eraqa,,,verb,in+še-ra-qa,,,"<qt>iš-<font color=""#690000"">še</font>-<font color=""#690000"">ra</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
u-ri-iš,achE,ur-2SG,uriis~,,,verb,,Sg.,2nd,"<qt><font color=""#9b0000"">u</font>-<font color=""#9b0000"">ri</font>-iš</qt>",,
ba-al-li-ik-ma-an-ki,,toil-DUR-ACT.PTCP-1SG,baalliikmaanki,1,,verb,ba-li-ik-ma-an-ki,Sg.,1st,"<qt><font color=""#9b0000"">ba</font>-al-li-<font color=""#c30000"">ik</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ki</font></qt>",,
pa-ap-pa-ra-na,mE,,baapparana,1,,verb,,,,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">ra</font>-na</qt>",,
si11-duk-li,oE,sid-PASS.PTCP-OPT,si11dukli,1,,verb,,,,"<qt><font color=""#c30000"">si<sub><small>11</small></sub></font>-<font color=""#9b0000"">duk</font>-li</qt>",,-ni
si?-ba-h,oE,favour-1SG,sibah,,,verb,,Sg.,1st,"<qt><font color=""#690000"">si</font>-<font color=""#9b0000"">ba</font>-<font color=""#d50000"">h</font></qt>",,
[ba]-at-ba-at-[t]ù-ut,oE,enter?-1PL,baatbaattuut,1,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">at</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">at</font>-<font color=""#9b0000"">tù</font>-<font color=""#d50000"">ut</font></qt>",,
ba-at-ta-ak-na,mE,foot-PASS.PTCP-na,baattaakna,3,,verb,,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">at</font>-ta-<font color=""#690000"">ak</font>-na</qt>",,
šu-ma-h,mE,šuma-1SG,s~umah,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">šu</font>-<font color=""#b40000"">ma</font>-<font color=""#d50000"">h</font></qt>",,
šu-li-h,nE,šul-1SG,s~ulih,,,verb,,Sg.,1st,"<qt><font color=""#9b0000"">šu</font>-li-<font color=""#d50000"">h</font></qt>",,
[š]u-lu-me-en-[ka],mE,strive-ACT.PTCP-1SG.AGR,s~ulumeenka,,,verb,šu-ul-lu-me-en-ga,Sg.,1st,"<qt><font color=""#9b0000"">šu</font>-<font color=""#690000"">lu</font>-<font color=""#9b0000"">me</font>-<font color=""#690000"">en</font>-ka</qt>",,
šu-lu-me-qa,mE,strive-ACT.PTCP-1SG.AGR,s~ulumeqa,,,verb,[š]u-lu-me-en-[ka],,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#690000"">lu</font>-<font color=""#9b0000"">me</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
un-sa-ha,nE,unsa-1SG-da,unsaha,,,verb,,Sg.,1st,"<qt><font color=""#b40000"">un</font>-<font color=""#690000"">sa</font>-<font color=""#690000"">ha</font></qt>",,
un-sa-iš,achE,unsa-3SG,unsais~,,,verb,,Sg.,3rd Anim.,"<qt><font color=""#b40000"">un</font>-<font color=""#690000"">sa</font>-iš</qt>",,
un-sa-qa,achE,unsa-ka,unsaqa,,,verb,,,,"<qt><font color=""#b40000"">un</font>-<font color=""#690000"">sa</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,-ka
un-sa-šá,achE,unsa-ša,unsas~a,,,verb,,,,"<qt><font color=""#b40000"">un</font>-<font color=""#690000"">sa</font>-<font color=""#c30000"">šá</font></qt>",,-ša
pa-ha-aš,,protect-3SG,bahaas~,1,,verb,"in-zu.pa-ha-aš, te-it.un.pa-ha-aš, v.un.pa-haš.DINGIR.GAL",Sg.,1st,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">ha</font>-<font color=""#c30000"">aš</font></qt>",,
pa-ha-h,nE,protect-1SG,bahah,1,,verb,pa-ha+-h,Sg.,1st,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">ha</font>-<font color=""#d50000"">h</font></qt>",,
pa-ha-áš-pi-na,mE,protect-3SG-3PL-OPT,bahaas~pina,1,,verb,,,,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">ha</font>-<font color=""#9b0000"">áš</font>-<font color=""#e40000"">pi</font>-na</qt>",,
ba-h-si-li,oE,protect-3SG-OPT,bahsili,1,,verb,,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">ba</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">si</font>-li</qt>",,
pa-h-ti-iš,nE,pahti-3PL,bahtiis~,1,,verb,pa-h-ti-h-iš,Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ti</font>-iš</qt>",,
pa-h-ti-in,nE,pahti,bahtiin,,,verb,pa-h-ti-h-iš,,,"<qt><font color=""#690000"">pa</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ti</font>-in</qt>",,
pa-h-ti-h-iš,mE,pahti-3PL,bahtihis~,2,,verb,pa-h-ti-iš,Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ti</font>-<font color=""#d50000"">h</font>-iš</qt>",,
pa-h-iš,nE,protect-3PL,bahis~,1,,verb,,,,"<qt><font color=""#690000"">pa</font>-<font color=""#d50000"">h</font>-iš</qt>",,
pa-ir-iš-da,achE,go-3SG-da,bairis~da,6,,verb,pa-ri-iš-da,Sg.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-ir-iš-<font color=""#9b0000"">da</font></qt>",,-da
2.pa-ir-iš-da,achE,go-3PL-da,bairis~da,4,,verb,pa-ri-iš-da,Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-ir-iš-<font color=""#9b0000"">da</font></qt>",,-da
pa-iš-da,achE,go-3SG-da,bais~da,4,,verb,"pa-iš+da, pa-ri-iš-da",Sg.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
pa-iš,achE,go-3PL,bais~,7,,verb,"pa-ri-iš, pa-iš-da, 2.pa-iš-da",Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-iš</qt>",,
2.pa-iš-da,achE,go-3PL-da,bais~da,4,,verb,"pa-iš+da, pa-ri-iš-da",Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
pak-ni,nE,bak-OPT,bakni,,,verb,ba-ak-ni,,,"<qt><font color=""#d50000"">pak</font>-<font color=""#c30000"">ni</font></qt>",,
ba-li-ik-ma-an-ki,nE,toil-DUR-ACT.PTCP-1SG,baliikmaanki,1,,verb,ba-al-li-ik-ma-an-ki,,,"<qt><font color=""#9b0000"">ba</font>-li-<font color=""#c30000"">ik</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ki</font></qt>",,
pa-me-qa,nE,produce-PASS.PTCP+,bameqa,1,,verb,,,,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">me</font>-<font color=""#b40000"">qa</font></qt>",,
pa-rák,achE,go-PASS.PTCP,barak,10,,verb,pa-rák-qa,,,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">rák</font></qt>",,
pa-ráš,achE,go-3SG,baras~,14,,verb,pa-ri-iš,Sg.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#b40000"">ráš</font></qt>",,
pa-ra-iš-da,achE,,barais~da,,,verb,pa-ri-iš-da,,,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">ra</font>-iš-<font color=""#9b0000"">da</font></qt>",,
2.pa-ráš,achE,go-3PL,baras~,16,,verb,pa-ri-iš,Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#b40000"">ráš</font></qt>",,
pa-rák-qa,achE,go-PASS.PTCP+,barakqa,12,,verb,pa-rák,,,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">rák</font>-<font color=""#b40000"">qa</font></qt>",,
pa-ráš-iš-da,achE,go-3SG-da,baras~is~da,5,,verb,pa-ráš-da,Sg.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#b40000"">ráš</font>-iš-<font color=""#9b0000"">da</font></qt>",,
pa-ráš-da,achE,go-3SG-da,baras~da,8,,verb,pa-ri-iš-da,Sg.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#b40000"">ráš</font>-<font color=""#9b0000"">da</font></qt>",,
pa-ráš-na,achE,,baras~na,1,,verb,pa-ráš-da,,,"<qt><font color=""#690000"">pa</font>-<font color=""#b40000"">ráš</font>-na</qt>",,
2.pa-ráš-da,achE,go-3PL-da,baras~da,17,,verb,pa-ri-iš-da,Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#b40000"">ráš</font>-<font color=""#9b0000"">da</font></qt>",,
2.pa-ráš-iš-da,achE,go-3PL-da,baras~is~da,1,,verb,pa-ráš-da,Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#b40000"">ráš</font>-iš-<font color=""#9b0000"">da</font></qt>",,
pa-ri-h,mE,go-1SG,barih,1,,verb,pa-ri-iš,,,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ri</font>-<font color=""#d50000"">h</font></qt>",,
pa-ri-hu-iš-da,achE,go-3PL-da,barihuis~da,1,,verb,pa-ri-iš-da,Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ri</font>-<font color=""#d50000"">hu</font>-iš-<font color=""#9b0000"">da</font></qt>",,
pa-ri-ip,achE,go-PL??,bariip,1,,verb,"pi-ri-ip, pír-ri-ba, pír-ri-ip",,,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">ip</font></qt>",,
pa-ri-iš,achE,go-3SG,bariis~,17,,verb,"pa-ráš, pa-iš",Sg.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ri</font>-iš</qt>",,
pa-ri-ik,"nE, achE",go-PASS.PTCP,bariik,3,,verb,,,,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ri</font>-<font color=""#c30000"">ik</font></qt>",,-k
2.pa-ri-iš,achE,go-3PL,bariis~,10,,verb,"pa-ráš, pa-iš",Pl.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ri</font>-iš</qt>",,
pa-ri-ik-qa,achE,go-PASS.PTCP,bariikqa,1,,verb,"pi-ri-ik-qa, pi-rák-qa",,,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ri</font>-<font color=""#c30000"">ik</font>-<font color=""#b40000"">qa</font></qt>",,-ka
ba-ri-iš-da,achE,go-3PL-da,bariis~da,1,,verb,pa-ri-iš-da,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ri</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
pa-ri-iš-da,"nE, achE",go-3SG-da,bariis~da,6,,verb,"pa-ir-iš-da, pa-iš-da, pa-ra-iš-da, pa-ráš-da, pa-ráš-iš-da, pa-ri-hu-iš-da",Sg.,3rd Anim.,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ri</font>-iš-<font color=""#9b0000"">da</font></qt>",,-da
