transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
gi-el-šu,mE,«gielšu»,giels~u,1,,,,,,"<qt><font color=""#9b0000"">gi</font>-<font color=""#9b0000"">el</font>-<font color=""#9b0000"">šu</font></qt>",,
gi-e[l]-lu-un-te,mE,«gellunte»,gielluunte,1,,,,,,"<qt><font color=""#9b0000"">gi</font>-<font color=""#9b0000"">el</font>-<font color=""#690000"">lu</font>-<font color=""#b40000"">un</font>-te</qt>",,
gi-il-li-te-ma,nE,«gillitema»,giillitema,1,,,,,,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">il</font>-li-te-<font color=""#b40000"">ma</font></qt>",,
gi-il-lu-un-te,mE,«gellunte»,giilluunte,1,,,gi-e[l]-lu-un-te,,,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">il</font>-<font color=""#690000"">lu</font>-<font color=""#b40000"">un</font>-te</qt>",,
ki-ir-ku-ut,achE,,giirkuut,1,,,,,,"<qt><font color=""#690000"">ki</font>-ir-<font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font></qt>",,
ki-ir-ru,nE,«kirru»,giirru,1,,,,,,"<qt><font color=""#690000"">ki</font>-ir-<font color=""#b40000"">ru</font></qt>",,
ki-it-ir-e,mE,«kitire»,giitire,1,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">it</font>-ir-<font color=""#690000"">e</font></qt>",,
[ki?-i]t-ni,mE,«kitni»,giitni,1,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">it</font>-<font color=""#c30000"">ni</font></qt>",,
gi?-la?,mE,,gila,,,,,,,"<qt><font color=""#9b0000"">gi</font>-la</qt>",,
[KI.LA]M.lg,nE,price,gilam,1,,,,,,"<qt><font color=""#690000"">KI</font>.LAM.<font color=""#690000"">lg</font></qt>",,
ki-lu,oE,«kilu»,gilu,1,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">lu</font></qt>",,
hh.kin-ni.mu-[ur],achE,kini-mur,ginnimuur,1,,,hh.ki-ni.mu-ur,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">kin</font>-<font color=""#c30000"">ni</font>.<font color=""#690000"">mu</font>-<font color=""#b40000"">ur</font></qt>",,
ki-ra?,achE,,gira,1,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">ra</font></qt>",,
ki-sa-[x-t]i,nE,,gisati,,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">sa</font>-<font color=""#9b0000"">x</font>-<font color=""#690000"">ti</font></qt>",,
ki-si-i,oB,kisī,gisii,2,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">si</font>-<font color=""#9b0000"">i</font></qt>",,
ki-tak,nE,,gitak,2,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#c30000"">tak</font></qt>",,
ki-te-ra,nE,,gitera,1,,,,,,"<qt><font color=""#690000"">ki</font>-te-<font color=""#690000"">ra</font></qt>",,
gi-um-me,nE,gium-3SG.POSS,giumme,1,,,gi-um,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">um</font>-<font color=""#9b0000"">me</font></qt>",,
ki?-ya?-nu-um,nE,,giyanuum,1,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#9b0000"">ya</font>-nu-<font color=""#690000"">um</font></qt>",,
ki-zu,oE,,gizu,1,,,,,,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">zu</font></qt>",,
ku-ba-li,,kubali,gubali,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">ba</font>-li</qt>",,
ku-ba-be.l[g],mE,,gubabe,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">ba</font>-<font color=""#de0000"">be</font>.<font color=""#690000"">lg</font></qt>",,
d.GUD.lg,achE,,gud,1,,,za-ir-pa-ki-um,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">GUD</font>.<font color=""#690000"">lg</font></qt>",month,
ku-du-h,,,guduh,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">du</font>-<font color=""#d50000"">h</font></qt>",,
gú-gú,,,gugu,1,,,gu-gu,,,"<qt><font color=""#690000"">gú</font>-<font color=""#690000"">gú</font></qt>",,
ku-ik-da-qa,achE,kukta-ka,guikdaqa,1,,,ku-uk-tuk-qa,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#c30000"">ik</font>-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
ku-iš-h,nE,butcher?,guis~h,1,,,,,,"<qt><font color=""#d50000"">ku</font>-iš-<font color=""#d50000"">h</font></qt>",,
ku-iš?-ti,achE,,guis~ti,1,,,,,,"<qt><font color=""#d50000"">ku</font>-iš-<font color=""#690000"">ti</font></qt>",,
ma?-az-za-h,nE,,maazzah,,,,,,,"<qt><font color=""#b40000"">ma</font>-<font color=""#9b0000"">az</font>-<font color=""#690000"">za</font>-<font color=""#d50000"">h</font></qt>",,
ku-la,nE,prayer,gula,1,,,,,,"<qt><font color=""#d50000"">ku</font>-la</qt>",,
gú-la,oE,prayer,gula,1,,,,,,"<qt><font color=""#690000"">gú</font>-la</qt>",,
gu-na-a,oE,,gunaa,,,,,,,"<qt><font color=""#690000"">gu</font>-na-<font color=""#690000"">a</font></qt>",,
ku-ni-it-te-ma,mE,«kunittema»,guniittema,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#c30000"">ni</font>-<font color=""#690000"">it</font>-te-<font color=""#b40000"">ma</font></qt>",,
ku-ra-am-ma,mE,burn2-LOC,guraamma,,,,ku-ra-na,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#690000"">ra</font>-am-<font color=""#b40000"">ma</font></qt>",,-ma
ku?-ra-áš,mE,«kuraš»,guraas~,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#690000"">ra</font>-<font color=""#9b0000"">áš</font></qt>",,
kur-šá,oE,,gurs~a,1,,,,,,"<qt><font color=""#cd0000"">kur</font>-<font color=""#c30000"">šá</font></qt>",,
kur-šu-[…],nE,,gurs~u,,,,,,,"<qt><font color=""#cd0000"">kur</font>-<font color=""#9b0000"">šu</font>-<font color=""#9b0000"">…</font></qt>",,
kur-tar-n[a?],achE,,gurtarna,1,,,,,,"<qt><font color=""#cd0000"">kur</font>-<font color=""#c30000"">tar</font>-na</qt>",,
kur-za-ha,,,gurzaha,,,,kur-za-ak,,,"<qt><font color=""#cd0000"">kur</font>-<font color=""#690000"">za</font>-<font color=""#690000"">ha</font></qt>",,
KUŠ.lg,,,gus~,,,,,,,"<qt><font color=""#690000"">KUŠ</font>.<font color=""#690000"">lg</font></qt>",,
ku-šà,nE,kušaya,gus~a,,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#b40000"">šà</font></qt>",,
si-in,mE,month?,siin,1,,,,,,"<qt><font color=""#690000"">si</font>-in</qt>",month,
si-in-[…],oE,,siin,,,,,,,"<qt><font color=""#690000"">si</font>-in-<font color=""#9b0000"">…</font></qt>",,
si-in-gú?,oE,«singu»,siingu,1,,,,,,"<qt><font color=""#690000"">si</font>-in-<font color=""#690000"">gú</font></qt>",,
ku-ši?-ma-in-ni,nE,,gus~imainni,,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#c30000"">ši</font>-<font color=""#b40000"">ma</font>-in-<font color=""#c30000"">ni</font></qt>",,
za-ip,achE,,zaip,,,,,,,"<qt><font color=""#690000"">za</font>-<font color=""#690000"">ip</font></qt>",,
za-ir-ra,,,zairra,,,,"hw.ku-tur.za-ir-ra, ku-te-ur-za-ri",,,"<qt><font color=""#690000"">za</font>-ir-<font color=""#690000"">ra</font></qt>",,
za-kar-ráš,achE,,zakarras~,,,,,,,"<qt><font color=""#690000"">za</font>-<font color=""#690000"">kar</font>-<font color=""#b40000"">ráš</font></qt>",,
zak-ki-na,nE,,zakkina,,,,,,,"<qt><font color=""#de0000"">zak</font>-<font color=""#690000"">ki</font>-na</qt>",,
zak-man-ra,nE,,zakmanra,1,,,,Sg.,3rd Anim.,"<qt><font color=""#de0000"">zak</font>-<font color=""#690000"">man</font>-<font color=""#690000"">ra</font></qt>",,-man
gu-ub-ba,oE,,guubba,,,,,,,"<qt><font color=""#690000"">gu</font>-<font color=""#690000"">ub</font>-<font color=""#9b0000"">ba</font></qt>",,
ku-uk.d.KA.DI,,,guukkadi,,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>.<font color=""#c30000"">d</font>.<font color=""#00ff00"">KA</font>.<font color=""#00ff00"">DI</font></qt>",,
na-si-ir,,,nasiir,,,,ku-uk.na-si-ir,,,"<qt>na-<font color=""#690000"">si</font>-ir</qt>",,
d.na-sir-ik-na,,,nasirikna,,,,d.na-sir-na,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#690000"">sir</font>-<font color=""#c30000"">ik</font>-na</qt>",,
na-ši,,,nas~i,,,,hw.hu-ban.na-ši,,,"<qt>na-<font color=""#c30000"">ši</font></qt>",,
d.na-te,,,nate,,,,"d.na-ti, d.na-ap?-na",,,"<qt><font color=""#c30000"">d</font>.na-te</qt>",,
gu-uk.ra-si-ri-i,oE,,guukrasirii,,,,,,,"<qt><font color=""#690000"">gu</font>-<font color=""#9b0000"">uk</font>.<font color=""#690000"">ra</font>-<font color=""#690000"">si</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">i</font></qt>",,
ku-uk.d.šà-ni-ip-kàl,,,guuks~aniipkal,1,,,ku-uk.DINGIR šà-ni-ip GAL,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">uk</font>.<font color=""#c30000"">d</font>.<font color=""#b40000"">šà</font>-<font color=""#c30000"">ni</font>-<font color=""#690000"">ip</font>-<font color=""#b40000"">kàl</font></qt>",,
ku-ul-ba-at,nE,,guulbaat,,,,,,,"<qt><font color=""#d50000"">ku</font>-ul-<font color=""#9b0000"">ba</font>-<font color=""#690000"">at</font></qt>",,
ku-ul-li-ip-na,nE,,guulliipna,,,,,,,"<qt><font color=""#d50000"">ku</font>-ul-li-<font color=""#690000"">ip</font>-na</qt>",,
ku-ur-bi,,,guurbi,,,,"mu-uš-ku-ur-be, hu-un-gu-úr-bi",,,"<qt><font color=""#d50000"">ku</font>-<font color=""#b40000"">ur</font>-<font color=""#de0000"">bi</font></qt>",,
ku-ú-ri,,ku-1SG-3SG.AGR,guuri,,,,ku-ri-i,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">ú</font>-<font color=""#9b0000"">ri</font></qt>",,
ku-ur-tu4,mE,«kurtu»,guurtu,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#b40000"">ur</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font></qt>",,
ku-us-ti-pa-an-šá,mE,,guustipaans~a,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#9b0000"">us</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">pa</font>-<font color=""#c30000"">an</font>-<font color=""#c30000"">šá</font></qt>",,
2.ku-uš,mE,via,guus~,1,,,2.ku-iš,Sg.,1st,"<qt><font color=""#d50000"">ku</font>-uš</qt>",,
ku?-ut-ri-me,mE,between?,guutrime,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#d50000"">ut</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">me</font></qt>",,
nu-ir-tam5-[…],achE,,nuirtam5,,,,,,,"<qt>nu-ir-<font color=""#e10000"">tam<sub><small>5</small></sub></font>-<font color=""#9b0000"">…</font></qt>",,
ha-an-da-ni-iš,oE,,haandaniis~,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font>-<font color=""#c30000"">ni</font>-iš</qt>",,
ha-an-da-ri-iš,oE,,haandariis~,,,,ha-an-da-ni-iš,,,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">ri</font>-iš</qt>",,
ha-an-du-h-ya,mE,handūhu-ya,haanduhya,,handūhu,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">du</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">ya</font></qt>",,-ya
ha-am-ru,,hamru,haamru,,,,"v.d.ši-gi-na.ha-am-ru, v.šil-hi-na.ha-am-ru.d.la-qa-ma-ar, te-im-du-ur.ha-am-ru, te-it.in.ha-am-ru.li-ri",,,"<qt><font color=""#690000"">ha</font>-am-<font color=""#b40000"">ru</font></qt>",,
ha-an-na-aš,oB,,haannaas~,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">an</font>-na-<font color=""#c30000"">aš</font></qt>",,
ha-ap.hu-sa,nE,,haaphusa,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">ap</font>.<font color=""#d50000"">hu</font>-<font color=""#690000"">sa</font></qt>",,
ha-ap-pa-ti-iš,,hal-haptiš,haappatiis~,,,,"ha-al.ha-ap-pa-ti-iš, ha-al.ha-ap-ti-iš",,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">ti</font>-iš</qt>",,
ha-at-an-ra,mE,,haatanra,,,,ha-at-ta-an-ra,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">at</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ra</font></qt>",,
ha-du,"mE, nE",,hadu,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font></qt>",,
ha?-e,nE,,hae,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">e</font></qt>",,
ha-h-pu,,,hahpu,1,,,"te-im-du-ha-h-pu, [v].te-im-tu-ha-h-pu, v.ir-ha-h-pu-in-na, na-ku-ha-h-pu",Pl.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">pu</font></qt>",,
ha-h-ti-ri,oE,,hahtiri,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ri</font></qt>",,
ha-hu-ur,oE,,hahuur,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#d50000"">hu</font>-<font color=""#b40000"">ur</font></qt>",,
ha-in,oE,«hain»,hain,1,,,,,,"<qt><font color=""#690000"">ha</font>-in</qt>",,
ha-la-ti-da,achE,,halatida,,,,ha.la-ti-iš-da,,,"<qt><font color=""#690000"">ha</font>-la-<font color=""#690000"">ti</font>-<font color=""#9b0000"">da</font></qt>",,
hal?-ba?-ba?-na,achE,,halbabana,,,,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ba</font>-na</qt>",,
hal-gi?-li,oE,,halgili,,,,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#9b0000"">gi</font>-li</qt>",,
hal-hal,nE,«halhal»,halhal,1,,,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#9b0000"">hal</font></qt>",,
hal-ha-tam5-ti-ir,mE,,halhatam5tiir,,,,hal-ha-tam5-ti,Sg.,3rd Anim.,"<qt><font color=""#9b0000"">hal</font>-<font color=""#690000"">ha</font>-<font color=""#e10000"">tam<sub><small>5</small></sub></font>-<font color=""#690000"">ti</font>-ir</qt>",,
h.hal-hi-mi,,,halhimi,,,,h.hal-mi.hi,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">hal</font>-<font color=""#c30000"">hi</font>-mi</qt>",,
h.ha-li-ik-ra,nE,halik-SG,haliikra,1,,,,Sg.,3rd Anim.,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-li-<font color=""#c30000"">ik</font>-<font color=""#690000"">ra</font></qt>",,
ha-li-ik-ku-me,mE,adorn-PASS.PTCP-1SG-INANIM.AGR,haliikkume,1,,,ha-li-ik.ú-me,Sg.,3rd Anim.,"<qt><font color=""#690000"">ha</font>-li-<font color=""#c30000"">ik</font>-<font color=""#d50000"">ku</font>-<font color=""#9b0000"">me</font></qt>",,-k
hal-ri,nE,,halri,,,,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#9b0000"">ri</font></qt>",,
hal-ráš-še-[…],nE,,halras~s~e,,,,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#b40000"">ráš</font>-<font color=""#690000"">še</font>-<font color=""#9b0000"">…</font></qt>",,
hal-ti-na,nE,,haltina,,,,hal-tin?,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#690000"">ti</font>-na</qt>",,
ha-ma-aš-te,oE,,hamaas~te,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">aš</font>-te</qt>",,
ha-ma-at,oE,,hamaat,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">at</font></qt>",,
ha-ma-kaš,achE,,hamakas~,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">ma</font>-<font color=""#de0000"">kaš</font></qt>",,
LÙ.ha-ma-ra-na-a-a,nE,,luhamaranaaa,,,,ha-am-ra-nu,,,"<qt><font color=""#00ff00"">LÙ</font>.<font color=""#690000"">ha</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">ra</font>-na-<font color=""#690000"">a</font>-<font color=""#690000"">a</font></qt>",,
[KUR].ha-mar-a-na-a-a,,,hamaranaaa,,,,ha-am-ra-nu,,,"<qt><font color=""#cd0000"">KUR</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">mar</font>-<font color=""#690000"">a</font>-na-<font color=""#690000"">a</font>-<font color=""#690000"">a</font></qt>",,
ha-mi-ti-ri,nE,true??-SG,hamitiri,,,,ha-mi-ti,,,"<qt><font color=""#690000"">ha</font>-mi-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ri</font></qt>",,
har-ba-ak-qa-an-na,nE,,harbaakqaanna,,,,,,,"<qt><font color=""#cd0000"">har</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#c30000"">an</font>-na</qt>",,
har-gi,nE,,hargi,,,,har-ki-an-na,,,"<qt><font color=""#cd0000"">har</font>-<font color=""#9b0000"">gi</font></qt>",,
URU.har-hum-ba,nE,,harhumba,1,,,,,,"<qt><font color=""#690000"">URU</font>.<font color=""#cd0000"">har</font>-<font color=""#00ff00"">hum</font>-<font color=""#9b0000"">ba</font></qt>",city,
URU.ha-ri-e-ha-as-ta,nE,,hariehaasta,,,,URU.ha-li-e-ha-as-ta,,,"<qt><font color=""#690000"">URU</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">e</font>-<font color=""#690000"">ha</font>-<font color=""#9b0000"">as</font>-ta</qt>",city,
h.har-iš-šá.el-be,nE,,haris~s~aelbe,,,,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#cd0000"">har</font>-iš-<font color=""#c30000"">šá</font>.<font color=""#9b0000"">el</font>-<font color=""#de0000"">be</font></qt>",,
hh.har?-ma-šá-ak-da,achE,arvasaxta,harmas~aakda,,arvasaxta,,,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#cd0000"">har</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">šá</font>-<font color=""#690000"">ak</font>-<font color=""#9b0000"">da</font></qt>",,
har-rák-kaš-be,achE,,harrakkas~be,1,,,,,,"<qt><font color=""#cd0000"">har</font>-<font color=""#690000"">rák</font>-<font color=""#de0000"">kaš</font>-<font color=""#de0000"">be</font></qt>",,
har-ri-[…],mE,,harri,,,,,,,"<qt><font color=""#cd0000"">har</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">…</font></qt>",,
har-ri?-nu?-ra-še?,achE,,harrinuras~e,,,,,,,"<qt><font color=""#cd0000"">har</font>-<font color=""#9b0000"">ri</font>-nu-<font color=""#690000"">ra</font>-<font color=""#690000"">še</font></qt>",,
ha-ru-ut,,,haruut,,,,"at-ta.ha-ru-ut, si-im-ti.ha-ru-du?",,,"<qt><font color=""#690000"">ha</font>-<font color=""#b40000"">ru</font>-<font color=""#d50000"">ut</font></qt>",,
ha-ši-na-áš,achE,,has~inaas~,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">ši</font>-na-<font color=""#9b0000"">áš</font></qt>",,
ha-te-it,,,hateit,,,,"am-ma.ha-te-it, at-ta.ha-te-it, ha-ti",,,"<qt><font color=""#690000"">ha</font>-te-<font color=""#690000"">it</font></qt>",,
ha-ud-d[a-…],nE,,haudda,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">…</font></qt>",,
ha-za-[x]-um,nE,,hazaum,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">za</font>-<font color=""#9b0000"">x</font>-<font color=""#690000"">um</font></qt>",,
hi-el?-te,nE,,hielte,,,,,,,"<qt><font color=""#c30000"">hi</font>-<font color=""#9b0000"">el</font>-te</qt>",,
hi-ga,mE,obtain-ACT.PTCP??-1SG,higa,,,,hi-en-ga,,,"<qt><font color=""#c30000"">hi</font>-<font color=""#9b0000"">ga</font></qt>",,
hi-hu-um-bi,oE,,hihuumbi,,,,,,,"<qt><font color=""#c30000"">hi</font>-<font color=""#d50000"">hu</font>-<font color=""#690000"">um</font>-<font color=""#de0000"">bi</font></qt>",,
h.hi-in-du,achE,,hiindu,,,,h.hi-du-iš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">hi</font>-in-<font color=""#9b0000"">du</font></qt>",,
[h]i-mi-man-ra,nE,,himimanra,,,,,,,"<qt><font color=""#c30000"">hi</font>-mi-<font color=""#690000"">man</font>-<font color=""#690000"">ra</font></qt>",,
hi-mi-ya,mE,,himiya,,,,,,,"<qt><font color=""#c30000"">hi</font>-mi-<font color=""#9b0000"">ya</font></qt>",,
hi-na,achE,,hina,,,,,,,"<qt><font color=""#c30000"">hi</font>-na</qt>",,
hh.hi?-tan-nu-iš,,,hitannuis~,,,,,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#c30000"">hi</font>-<font color=""#c30000"">tan</font>-nu-iš</qt>",,
hi-te-ik,,,hiteik,,,,"hu-sa.hi-te-ik, h.a-a.hi-te-ik",,,"<qt><font color=""#c30000"">hi</font>-te-<font color=""#c30000"">ik</font></qt>",,
HU,achE,,hu,,,,,,,"<qt><font color=""#d50000"">HU</font></qt>",,
hu-ba,achE,,huba,,,,ú-ba,Pl.,1st,"<qt><font color=""#d50000"">hu</font>-<font color=""#9b0000"">ba</font></qt>",,
nu-be-pi-ib-ba?,nE,,nubepiibba,,,,,,,"<qt>nu-<font color=""#de0000"">be</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font></qt>",,
hh.nu-da,achE,,nuda,,,,hh.nu.da,,,"<qt><font color=""#9b0000"">hh</font>.nu-<font color=""#9b0000"">da</font></qt>",,
hu-be-pi,achE,that-PL,hubepi,,,,hu-pi-be,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#de0000"">be</font>-<font color=""#de0000"">pi</font></qt>",,
hu-h-ba-ak,,follow-PASS.PTCP,huhbaak,1,,,hu-h-pa-ak,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">h</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font></qt>",,
hu-h,"nE, achE",full?,huh,1,,,hu-úh,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">h</font></qt>",,
v.hu-h-hu.lg,nE,,huhhu,,,,,,,"<qt><font color=""#690000"">v</font>.<font color=""#d50000"">hu</font>-<font color=""#d50000"">h</font>-<font color=""#d50000"">hu</font>.<font color=""#690000"">lg</font></qt>",,
h[u?]-li-ri-šà,oE,,huliris~a,1,,,,,,"<qt><font color=""#d50000"">hu</font>-li-<font color=""#9b0000"">ri</font>-<font color=""#b40000"">šà</font></qt>",,
-hu-mar,achE,from+,humar,,,,-mar,,,"<qt>-<font color=""#d50000"">hu</font>-<font color=""#9b0000"">mar</font></qt>",,
hu-me,oE,,hume,,,,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#9b0000"">me</font></qt>",,
hu-me-en-ik-gi?,oE,,humeenikgi,,,,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#9b0000"">me</font>-<font color=""#690000"">en</font>-<font color=""#c30000"">ik</font>-<font color=""#9b0000"">gi</font></qt>",,
hu-me-en?-ki,oE,,humeenki,,,,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#9b0000"">me</font>-<font color=""#690000"">en</font>-<font color=""#690000"">ki</font></qt>",,
hu-me-li,oE,,humeli,,,,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#9b0000"">me</font>-li</qt>",,
hu-pa-an-šá,mE,,hupaans~a,1,,,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#690000"">pa</font>-<font color=""#c30000"">an</font>-<font color=""#c30000"">šá</font></qt>",,
hu-pi,achE,,hupi,1,,,hu-pi-be,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#de0000"">pi</font></qt>",,
hu-ri-ru,nE,,huriru,,,,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#9b0000"">ri</font>-<font color=""#b40000"">ru</font></qt>",,
hu?-ru?,achE,,huru,,,,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#b40000"">ru</font></qt>",,
hu-sa.hi-te-ik,mE,tree-hit-k,husahiteik,,,,GIŠ.hu-sa,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#690000"">sa</font>.<font color=""#c30000"">hi</font>-te-<font color=""#c30000"">ik</font></qt>",,
hu-sa.hi-te-ik-ip-pa,mE,tree-hit-k-PL,husahiteikippa,,,,hu-sa.hi-te-ik,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#690000"">sa</font>.<font color=""#c30000"">hi</font>-te-<font color=""#c30000"">ik</font>-<font color=""#690000"">ip</font>-<font color=""#690000"">pa</font></qt>",,
hu-šu-a,mE,repay-ya,hus~ua,,,,hu-šu-ya,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#9b0000"">šu</font>-<font color=""#690000"">a</font></qt>",,
hu-šu-ú-a,mE,repay-ya,hus~uua,,,,hu-šu-ya,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#9b0000"">šu</font>-<font color=""#9b0000"">ú</font>-<font color=""#690000"">a</font></qt>",,
v.hu-um-ma.še-mi,oE,Humban-šemi,huummas~emi,,še-mi,,,,,"<qt><font color=""#690000"">v</font>.<font color=""#d50000"">hu</font>-<font color=""#690000"">um</font>-<font color=""#b40000"">ma</font>.<font color=""#690000"">še</font>-mi</qt>",,
hu-um-qa-ab-ba,nE,,huumqaabba,1,,,,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#690000"">um</font>-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font></qt>",,
hw.hu-un-qa?-ti,nE,wood2,huunqati,,,,,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#d50000"">hu</font>-<font color=""#b40000"">un</font>-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#690000"">ti</font></qt>",,
