transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
bi-ti-ir-ù-ri,oE,enemy-SG-1SG-3SG.AGR,bitiiruri,,,,,,,,,
duk-ti-ir-ù-ri,oE,friend-SG-1SG-3SG.AGR,duktiiruri,,,,,,,,,
zu-ki-ir,oE,king-SG,zukiir,,,,,,,,,
ha-da-am-ti-ik,oE,Elam-1SG.AGR,hadaamtiik,,,,,,,,,
si-il-ha-ha-ki,oE,Silhaha-1SG.AGR?,siilhahaki,,,,,,,,,
ta-ak-me-ù-me-ni,oE,life-1SG-INANIM.AGR-OPT?,daakmeumeni,,,,,,,,,
an-ša-ni-ip-na,oE,Anšan-PL-GEN,ans~aniipna,,,,,,,,,
šu-še-ni-ip-na,oE,Susa-PL-GEN,s~us~eniipna,,,,,,,,,
d.hu-ban-um-me-en-na-ki,mE,Humban-numena-1SG.AGR,hubanummeennaki,,,,,,,,,
d.hu-ban-nu-um-me-en-na-ki,mE,Humban-numena-1SG.AGR,hubannuummeennaki,,,,,,,,,
v.d.hu-um-ban-nu-me-na-ki,mE,Humban-numena-1SG.AGR,huumbannumenaki,,,,,,,,,
23-na,achE,23-'th,2na,,,,,,,,,
2.1-na,achE,1-GEN,na2,,,,,,,,,
2.hh.ku-un-tuk-qa-na,achE,Gundaka-GEN,guuntukqana2,,,,,,,,,
hh.ú,achE,1SG,u,,,,,,,,,
hh.LUGÀL-na,achE,king-GEN,lugalna,,,,,,,,,
h.ša-li-ir-ma,achE,Šalir-LOC,s~aliirma,,,,,,,,,
hh.nu,achE,2SG,nu,,,,,,,,,
GURUŠ.lg-na,achE,male-GEN,gurus~na,,,,,,,,,
GIŠ.IN.lg-na,achE,pasture-GEN,inna,,,,,,,,,
h.šá-li-ir-ma,achE,Šalir-LOC,s~aliirma,,,,,,,,,
2.hh.LÚ.lg-ip,achE,man-3PL,lgip2,,,,,,,,,
hh.LÚ.lg-ip-na,achE,man-for.each(person),lgipna,,,,,,,,,
2.hh.mi-sa-pu-šá-iš-be-na,achE,viϑapuça-š-PL-GEN,misapus~ais~bena2,,,,,,,,,
19-um-me-man,achE,19-'th,1ummeman,,,,,,,,,
4.19-um-me-man-na,achE,19-'th,1ummemanna4,,,,,,,,,
hu-be-da,achE,1SG-together,hubeda,,,,,,,,,
h.bar-sìp-ik-qa,achE,Persian-PL-at,barsipikqa,,,,,,,,,
2.d.ba-gi-ya-ti-iš-na,achE,bāgayāδiš-GEN,bagiyatiis~na2,,,,,,,,,
2.v.ha-tam5-ti-ip-na,achE,Elamite-PL-GEN,hatamtiipna2,,,,,,,,,
2.nab-bu-ni-da-na,achE,Nabû-na'id-GEN,nabbunidana2,,,,,,,,,
2.v.nu-ti-ut-be-ul-na,achE,Nidint-bēl-GEN,nutiutbeulna2,,,,,,,,,
v.ú-ik-ki-mar,achE,1SG-at-ABL,uikkimar,1,,,,,,,,
am-mín-nu-pu,achE,same-PL,amminnupu,,,,,,,,,
v.mu-iz-za-ri-ya-ip-ik-ki,achE,Egypt-PL-at,muizzariyaipikki,,,,,,,,,
v.gán-bu-zí-ya-ik-ki-mar,achE,Cambyses-at-ABL,ganbuziyaikkimar,,,,,,,,,
v.gán-bu-zí-ya-ik-ki,achE,Cambyses-at,ganbuziyaikki,,,,,,,,,
2.v.gán-bu-zí-ya-ik-ki-mar,achE,Cambyses-at-ABL,ganbuziyaikkimar2,,,,,,,,,
v.nu-qa-mi-ik-ki-mar,achE,1PL-INANIM.AGR-at-ABL,nuqamiikkimar,,,,,,,,,
v.nu-qa-mi-ik-ki,achE,1PL-INANIM.AGR-at,nuqamiikki,,,,,,,,,
2.v.nu-qa-mi-ik-ki-mar,achE,1PL-INANIM.AGR-at-ABL,nuqamiikkimar2,,,,,,,,,
h.ul-hi.lg-mar,achE,residence-ABL,ulhimar,,,,,,,,,
da-nu-ip-ma,achE,obey-PL-LOC,danuipma,,,,,,,,,
h.ti-ig-ra-an,achE,Tigris-LOC2,diigraan,,,,,,,,,
2.d.ha-iš-ši-ya-ti-iš-na,achE,Āçiyāδiya-š-GEN,hais~s~iyatiis~na2,,,,,,,,,
h.A.lg-ma,achE,water-LOC,ama,,,,,,,,,
h.qa-te-ma,achE,throne-3SG.POSS-LOC,gatema,,,,,,,,,
ha-tam5-tup-ik-ki,achE,Elamite-PL-at,hatamtupikki,,,,,,,,,
ú-ir,achE,1SG-3SG,uir,,,,,,,,,
2.v.ha-tam5-tup-na,achE,Elamite-PL-GEN,hatamtupna2,,,,,,,,,
h.ma-da-be,achE,Media-PL,madabe,,,,,,,,,
h.ma-da-be-ik-ki,achE,Media-PL-at,madabeikki,,,,,,,,,
v.har-mi-nu-ya-ip-ik-qa,achE,Armenian-PL-at,harminuyaipikqa,,,,,,,,,
v.har-mi-nu-ya-ip-ik-ki,achE,Armenian-PL-at,harminuyaipikki,,,,,,,,,
2.d.tu-ir-ma-ir-na,achE,ϑūravāhara-GEN,duirmairna2,,,,,,,,,
2.2-um-me-ma,achE,2-'th,ummema2,,,,,,,,,
3-um-me,achE,3-'th,umme,,,,,,,,,
2.3-um-me-ma,achE,3-'th,ummema2,,,,,,,,,
h.ba-pi-li-mar,achE,Babylon-ABL,bapilimar,,,,,,,,,
h.hal-mar-ri-iš-ma,achE,fortress-LOC,halmarriis~ma,,,,,,,,,
h.hal-mar-ri-iš-ma-mar,achE,fortress-LOC-ABL,halmarriis~mamar,,,,,,,,,
2.d.mi-ya-kán-na-iš-na,achE,Viyaxana-š-GEN,miyakannais~na2,,,,,,,,,
v.mi-iš-da-áš-ba-ik-ki,achE,Hystaspes-at,miis~daas~baikki,,,,,,,,,
h.an-za-an-mar,achE,Anšan-ABL,anzaanmar,,,,,,,,,
v.mi-ma-na-ik-ki,achE,vivāna-at,mimanaikki,,,,,,,,,
v.har-ra-u-ma-ti-iš-ik-ki,achE,Arachosia-at,harraumatiis~ikki,,,,,,,,,
h.ba-pi-li-ik-ki,achE,Babylon-at,bapiliikki,,,,,,,,,
ak-ka-be,achE,which-PL,akkabe,,,,,,,,,
ki-ma,achE,1-LOC,gima,,,,,,,,,
2.na-bu-ni-da-na,achE,Nabû-na'id-GEN,nabunidana2,,,,,,,,,
ti-ut-ki-um-me-mar,achE,lie-PASS.PTCP-INANIM.AGR-ABL,diutkiummemar,,,,,,,,,
2.v.ma-ak-iš-tar-ra-na,achE,Cyaxares-GEN,maakis~tarrana2,1,,,,,,,,
v.be-ti-ib-be,achE,enemy-PL-PL,betiibbe,,,,,,,,,
2.v.nab-bu-ni-da-na,achE,Nabû-na'id-GEN,nabbunidana2,,,,,,,,,
h.qa-ap-ma,achE,treasury-LOC,gaapma,,,,,,,,,
a-ap-la,nE,,aapla,1,,,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">ap</font>-la</qt>",,
ri-ša,"mE, nE",large,ris~a,1,,,,,,"<qt><font color=""#9b0000"">ri</font>-ša</qt>",,
ha-du-ku,achE,,haduku,,,,ha-du-qa,,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-<font color=""#d50000"">ku</font></qt>",,
a-har,oE,,ahar,1,,,te-ip-ti.a-har,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#cd0000"">har</font></qt>",,
ak-ti-li-kin-na,nE,,aktilikinna,1,,,,Sg.,1st,"<qt><font color=""#690000"">ak</font>-<font color=""#690000"">ti</font>-li-<font color=""#690000"">kin</font>-na</qt>",,
am-ba,,,amba,1,,,"(hw.hu-ban.)am-ba, hw.am-pi(-pi)",Sg.,1st,"<qt>am-<font color=""#9b0000"">ba</font></qt>",,
ha-mu-ra,achE,,hamura,,,,ha-mar,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">mu</font>-<font color=""#690000"">ra</font></qt>",,
šil?-im-me-ma,nE,,s~ilimmema,,,,,,,"<qt><font color=""#00ff00"">šil</font>-<font color=""#b40000"">im</font>-<font color=""#9b0000"">me</font>-<font color=""#b40000"">ma</font></qt>",,
ši-la-gi,nE,,s~ilagi,,,,,,,"<qt><font color=""#c30000"">ši</font>-la-<font color=""#9b0000"">gi</font></qt>",,
ut-ma,nE,,utma,,,,,,,"<qt><font color=""#d50000"">ut</font>-<font color=""#b40000"">ma</font></qt>",,
nu-man,nE,,numan,,,,,,,"<qt>nu-<font color=""#690000"">man</font></qt>",,
ha-r[a-r]a,nE,,harara,,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">ra</font></qt>",,
ha-ra-at,oE,weight?,haraat,1,,,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">at</font></qt>",,
gi-ti-iš-be,,refine-3SG-PL,gitiis~be,1,,,,Pl.,3rd Anim.,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">ti</font>-iš-<font color=""#de0000"">be</font></qt>",,
ki-ti-ma,mE,,gitima,,,,ki-it-ti-im-ma,,,"<qt><font color=""#690000"">ki</font>-<font color=""#690000"">ti</font>-<font color=""#b40000"">ma</font></qt>",,
[ha]-al-mi-ra,mE,,haalmira,,,,,,,"<qt><font color=""#690000"">ha</font>-al-mi-<font color=""#690000"">ra</font></qt>",,
ha-a-li-ik,mE,,haaliik,,,,ha-li-ik,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">a</font>-li-<font color=""#c30000"">ik</font></qt>",,
ha-al-ki,,halki,haalki,,,,"am-ma.ha-al-ki, at-ta.ha-al-ki",,,"<qt><font color=""#690000"">ha</font>-al-<font color=""#690000"">ki</font></qt>",,
hal-la-man-ra,nE,hala-man-SG,hallamanra,,,,ha-la-man-ra,,,"<qt><font color=""#9b0000"">hal</font>-la-<font color=""#690000"">man</font>-<font color=""#690000"">ra</font></qt>",,
ku-te-me,nE,preservation,guteme,1,,,,,,"<qt><font color=""#d50000"">ku</font>-te-<font color=""#9b0000"">me</font></qt>",,
ku-te-te-en,nE,preserve-?,guteteen,1,,,,,,"<qt><font color=""#d50000"">ku</font>-te-te-<font color=""#690000"">en</font></qt>",,
ku-tá[h-ni],nE,,gutahni,1,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#cd0000"">táh</font>-<font color=""#c30000"">ni</font></qt>",,
me-iš-ši,mE,«mešši»,meis~s~i,1,,,,,,"<qt><font color=""#9b0000"">me</font>-iš-<font color=""#c30000"">ši</font></qt>",,
me-ir-ra,,,meirra,1,,,at-ta.me-ir-ra.hal-ki,,,"<qt><font color=""#9b0000"">me</font>-ir-<font color=""#690000"">ra</font></qt>",,
me-tik,oE,,metik,,,,,,,"<qt><font color=""#9b0000"">me</font>-<font color=""#00ff00"">tik</font></qt>",,
me-ti-ka,oE,,metika,,,,,,,"<qt><font color=""#9b0000"">me</font>-<font color=""#690000"">ti</font>-ka</qt>",,
me?-te,achE,,mete,,,,,,,"<qt><font color=""#9b0000"">me</font>-te</qt>",,
ri-[iš]-šà-a-ra-a,oE,,riis~s~aaraa,,,,"am-ma.me-en-na.ri-[iš]-šà-a-ra-, ri-šá-ra, ri-šá-ar-ra",,,"<qt><font color=""#9b0000"">ri</font>-iš-<font color=""#b40000"">šà</font>-<font color=""#690000"">a</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">a</font></qt>",,
ri-kur,nE,,rikur,,,,,,,"<qt><font color=""#9b0000"">ri</font>-<font color=""#cd0000"">kur</font></qt>",,
ri-di,,,ridi,,,,"a-ta-'-re-du, te-im-ti.ri-di, v.šá-di-ri-e-du",,,"<qt><font color=""#9b0000"">ri</font>-di</qt>",,
ri-e,mE,,rie,1,,,,Sg.,1st,"<qt><font color=""#9b0000"">ri</font>-<font color=""#690000"">e</font></qt>",,
ur?-du-ha,mE,,urduha,,,,,,,"<qt><font color=""#b40000"">ur</font>-<font color=""#9b0000"">du</font>-<font color=""#690000"">ha</font></qt>",,
hw.ur-gi-ti-in,,,urgitiin,,,,hw.lig-gi-ti-in,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#b40000"">ur</font>-<font color=""#9b0000"">gi</font>-<font color=""#690000"">ti</font>-in</qt>",,
u-ri-iš-ra,achE,,uriis~ra,1,,,,,,"<qt><font color=""#9b0000"">u</font>-<font color=""#9b0000"">ri</font>-iš-<font color=""#690000"">ra</font></qt>",,
ba-ak-zí,nE,,baakzi,1,,,,Sg.,1st,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#690000"">zí</font></qt>",,
pa-ap-pa-at,,,baappaat,1,,,,Sg.,1st,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">at</font></qt>",,
si-ga-aš?,,,sigaas~,,,,ri-ri-e.si-ga-aš?,,,"<qt><font color=""#690000"">si</font>-<font color=""#9b0000"">ga</font>-<font color=""#c30000"">aš</font></qt>",,
si-ha?-ar,oE,«sihar»,sihaar,1,,,,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">ha</font>-ar</qt>",,
si-am-ma,oE,,siamma,,,,i-ri-si-am-ma,,,"<qt><font color=""#690000"">si</font>-am-<font color=""#b40000"">ma</font></qt>",,
si-da-ak,oE,,sidaak,,,,"si-in.si-da-ak, ap-si-tak",,,"<qt><font color=""#690000"">si</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">ak</font></qt>",,
si?-na,achE,,sina,,,,,,,"<qt><font color=""#690000"">si</font>-na</qt>",,
si-ni.ki,oE,,siniki,,,,si-mu-ut.ù-li.si-ni.ki?,,,"<qt><font color=""#690000"">si</font>-<font color=""#c30000"">ni</font>.<font color=""#690000"">ki</font></qt>",,
pa-da,oE,,bada,1,,,"a-a-ta-pa-da, ya-a-ta-pa-da, a-na-a-a-ti-pa-da, d.ir-ra-pa-da",Sg.,1st,"<qt><font color=""#690000"">pa</font>-<font color=""#9b0000"">da</font></qt>",,
lu-uš-ši,,lušši,luus~s~i,,,,ib-bi.lu-uš-ši,,,"<qt><font color=""#690000"">lu</font>-uš-<font color=""#c30000"">ši</font></qt>",,
šu-kur-ki-me-me,,,s~ukurkimeme,,,,h.hal.šu-kur-ki-me-me,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#cd0000"">kur</font>-<font color=""#690000"">ki</font>-<font color=""#9b0000"">me</font>-<font color=""#9b0000"">me</font></qt>",,
šu-mi,nE,,s~umi,,,,,,,"<qt><font color=""#9b0000"">šu</font>-mi</qt>",,
šu-la,mE,,s~ula,,,,,,,"<qt><font color=""#9b0000"">šu</font>-la</qt>",,
hu-tur?-ra?,,,huturra,,,,hu-ut-ti-ra,,,"<qt><font color=""#d50000"">hu</font>-<font color=""#b40000"">tur</font>-<font color=""#690000"">ra</font></qt>",,
hu-ut-ta-aš,oE,,huuttaas~,,,,"hal.hu-ut-ta-aš, ki-di.hu-ut-ta-aš, ki-di-en.hu-ut-ta-aš, hu-ut-te-eš, hu-ud-da-iš",,,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-ta-<font color=""#c30000"">aš</font></qt>",,
2.máš-zí-ni,achE,,mas~zini,,,,,,,"<qt><font color=""#690000"">máš</font>-<font color=""#690000"">zí</font>-<font color=""#c30000"">ni</font></qt>",,
ni-ga-áš,nA,,nigaas~,,,,nu-kaš,,,"<qt><font color=""#c30000"">ni</font>-<font color=""#9b0000"">ga</font>-<font color=""#9b0000"">áš</font></qt>",,
za-mi,,,zami,,,,f.ku-ri.za-mi,,,"<qt><font color=""#690000"">za</font>-mi</qt>",,
na-h-hu-un-de,,Nahhunte,nahhuunde,,,,ku-te-ir.na-h-hu-un-de,,,"<qt>na-<font color=""#d50000"">h</font>-<font color=""#d50000"">hu</font>-<font color=""#b40000"">un</font>-<font color=""#00ff00"">de</font></qt>",,
na-h-hu-de,,Nahhunte,nahhude,,,,"ku-te-ir.na-h-hu-de, ku-si-ir.na-h-hu-de, d.na-h-hu-un-te",,,"<qt>na-<font color=""#d50000"">h</font>-<font color=""#d50000"">hu</font>-<font color=""#00ff00"">de</font></qt>",,
NIM-tim,,Elamtim,nimtim,,elamtim,,,,,"<qt><font color=""#9b0000"">NIM</font>-<font color=""#00ff00"">tim</font></qt>",,
ni-ku,,,niku,1,,,"ta-an.ni-ku, nu-ku-ur",,,"<qt><font color=""#c30000"">ni</font>-<font color=""#d50000"">ku</font></qt>",,
zí-ut-la,,,ziutla,1,,,hh.ha-ri-zí-ut?-la,,,"<qt><font color=""#690000"">zí</font>-<font color=""#d50000"">ut</font>-la</qt>",,
zí-ud-da,,ziudda,ziudda,1,,,hh.da-ki.zí-ud-da,,,"<qt><font color=""#690000"">zí</font>-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">da</font></qt>",,
lak-ki,nE,,lakki,,,,,,,"<qt><font color=""#b40000"">lak</font>-<font color=""#690000"">ki</font></qt>",,
hh.ib-ba-ma-ut-ku-iš,achE,upāvatgu-š,ibbamautkuis~,,upāvatgu,,hh.uk-ba-ma-ut-ku-iš,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font>-<font color=""#b40000"">ma</font>-<font color=""#d50000"">ut</font>-<font color=""#d50000"">ku</font>-iš</qt>",,
hi?-it-ti-qa,nE,,hiittiqa,,,,,,,"<qt><font color=""#c30000"">hi</font>-<font color=""#690000"">it</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
hi-ka,mE,obtain-ACT.PTCP??-1SG,hika,,,,hi-en-ka,,,"<qt><font color=""#c30000"">hi</font>-ka</qt>",,
[i]-gi.ku-ub-[…],,,igikuub,,,,,,,"<qt><font color=""#9b0000"">i</font>-<font color=""#9b0000"">gi</font>.<font color=""#d50000"">ku</font>-<font color=""#690000"">ub</font>-<font color=""#9b0000"">…</font></qt>",,
ki-riš-ti,,kirišti,giris~ti,1,,,ki-ri-iš-ti,,,"<qt><font color=""#690000"">ki</font>-<font color=""#9b0000"">riš</font>-<font color=""#690000"">ti</font></qt>",,
nap-ki,oE,,napki,,,,nap.ik-ki,,,"<qt><font color=""#690000"">nap</font>-<font color=""#690000"">ki</font></qt>",,
hw.nap-pi-šá,,,nappis~a,,,,hw.nap-si?-lu,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#690000"">nap</font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">šá</font></qt>",,
na-pír-ra?-ma?,achE,,napirrama,,,,,,,"<qt>na-<font color=""#e10000"">pír</font>-<font color=""#690000"">ra</font>-<font color=""#b40000"">ma</font></qt>",,
na-pir,,,napir,,,,"ad-da.na-pir6, f.a-mi-ni.na-pír, na-pi-ir",,,"<qt>na-<font color=""#00ff00"">pir</font></qt>",,
ru-hu-e,nE,heir-3SG.POSS,ruhue,1,,,ru-h-e,,,"<qt><font color=""#b40000"">ru</font>-<font color=""#d50000"">hu</font>-<font color=""#690000"">e</font></qt>",,
šu-te-ir,,,s~uteir,,,,v.DINGIR.šu-te-ir,,,"<qt><font color=""#9b0000"">šu</font>-te-ir</qt>",,
ma-áš,"mE, nE",«maš»,maas~,1,,,,,,"<qt><font color=""#b40000"">ma</font>-<font color=""#9b0000"">áš</font></qt>",,
na?-tu-na,achE,,natuna,,,,na-sir-na,,,<qt>na-tu-na</qt>,,
na-u-ir,achE,,nauir,,,,hh.ra?-ti-na-u-ir,,,"<qt>na-<font color=""#9b0000"">u</font>-ir</qt>",,
QA,"mE, nE, achE",QA,ga,9,,,"QA.lg, GIŠ.QA, GIŠ.QA.lg",,,"<qt><font color=""#00ff00"">QA</font></qt>",,
ha-aš-tu-uk,,honour-PASS.PTCP,haas~tuuk,,,,"at-ta.ha-aš-tu-uk, te-im-ti.ha-aš-tu-uk, i-gi.ha-aš-tu-uk, si-ri-iš-[x-y].ha-aš-[tu-uk], d.ib-na.ha-aš-t[uk]",,,"<qt><font color=""#690000"">ha</font>-<font color=""#c30000"">aš</font>-tu-<font color=""#9b0000"">uk</font></qt>",,
hal.te-in.hu-ta[š],nE,hal-tein-make-3SG,halteinhutas~,,,,,,,"<qt><font color=""#9b0000"">hal</font>.te-in.<font color=""#d50000"">hu</font>-<font color=""#b40000"">taš</font></qt>",,
hi-ša-an-zi,oE,,his~aanzi,,,,,,,"<qt><font color=""#c30000"">hi</font>-ša-<font color=""#c30000"">an</font>-<font color=""#690000"">zi</font></qt>",,
hi-iš.ha-la-at-ra,,,hiis~halaatra,1,,,hi-iš+ha-la-at-ra,,,"<qt><font color=""#c30000"">hi</font>-iš.<font color=""#690000"">ha</font>-la-<font color=""#690000"">at</font>-<font color=""#690000"">ra</font></qt>",,
hi-ir-ra-na,mE,having.removed,hiirrana,1,,,hi-ir-ra-am-ma,,,"<qt><font color=""#c30000"">hi</font>-ir-<font color=""#690000"">ra</font>-na</qt>",,
hi-ir-ra-am-ma,mE,,hiirraamma,,,,hi-ir-ra-na,,,"<qt><font color=""#c30000"">hi</font>-ir-<font color=""#690000"">ra</font>-am-<font color=""#b40000"">ma</font></qt>",,
2.na-pi-ir,,,napiir,,,,"ad-da.na-pi-ir, v.at-ta.na-pi-ir, te-im-ti.na-pi-ir, v.i-da-at-tu.na-pi-ir, i-da-du.na-pi-ir, v.sa-man.na-pi-ir, ú-zi.na-pi-ir, na-pír, na-pir",,,"<qt>na-<font color=""#de0000"">pi</font>-ir</qt>",,
ra-ab-da-aš,oE,,raabdaas~,,,,te-im-mu-ra-ab-da-aš,,,"<qt><font color=""#690000"">ra</font>-<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">da</font>-<font color=""#c30000"">aš</font></qt>",,
nu-ur-pi,nE,,nuurpi,1,,,,,,"<qt>nu-<font color=""#b40000"">ur</font>-<font color=""#de0000"">pi</font></qt>",,
šà-ab-ba-me-tu,oE,,s~aabbametu,,,,,,,"<qt><font color=""#b40000"">šà</font>-<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">me</font>-tu</qt>",,
tur-na,nE,,durna,,,,tu-ur-na,,,"<qt><font color=""#b40000"">tur</font>-na</qt>",,
[h.tur]-ra-ú-ma,,,durrauma,,,,[h.da]-ra-ú-ma,,,"<qt><font color=""#c30000"">h</font>.<font color=""#b40000"">tur</font>-<font color=""#690000"">ra</font>-<font color=""#9b0000"">ú</font>-<font color=""#b40000"">ma</font></qt>",,
du-ru-un,mE,say-ACT.PTCP?,duruun,1,,,ti-ri,,,"<qt><font color=""#9b0000"">du</font>-<font color=""#b40000"">ru</font>-<font color=""#b40000"">un</font></qt>",,
h.du-taš,,,dutas~,,,,h.du-ur,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">du</font>-<font color=""#b40000"">taš</font></qt>",,
du-ub-ba-[…],mE,step,duubba,,,,,,,"<qt><font color=""#9b0000"">du</font>-<font color=""#690000"">ub</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">…</font></qt>",,
du-ub-ba-at,mE,step-2SG,duubbaat,5,,,,,,"<qt><font color=""#9b0000"">du</font>-<font color=""#690000"">ub</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">at</font></qt>",,
du-un-[…],mE,,duun,1,,,,,,"<qt><font color=""#9b0000"">du</font>-<font color=""#b40000"">un</font>-<font color=""#9b0000"">…</font></qt>",,
[e]l-li-p[u…],nE,,ellipu,,,,,,,"<qt><font color=""#9b0000"">el</font>-li-<font color=""#00ff00"">pu…</font></qt>",,
[e]l-li-p[u-…],nE,,ellipu,,,,,,,"<qt><font color=""#9b0000"">el</font>-li-<font color=""#9b0000"">pu</font>-<font color=""#9b0000"">…</font></qt>",,
el?-[x-y]-at-tu4,mE,,elyattu,,,,,,,"<qt><font color=""#9b0000"">el</font>-<font color=""#9b0000"">x</font>-<font color=""#9b0000"">y</font>-<font color=""#690000"">at</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font></qt>",,
en-pi-ri-um,,,enpirium,1,,,hh.ku?-pi-ri-um.hu-ut-ti-ra,,,"<qt><font color=""#690000"">en</font>-<font color=""#de0000"">pi</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">um</font></qt>",,
en-ši-x,oE,,ens~i,,,,,,,"<qt><font color=""#690000"">en</font>-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">x</font></qt>",,
ku-pa-ši-pi,mE,,gupas~ipi,,,,,,,"<qt><font color=""#d50000"">ku</font>-<font color=""#690000"">pa</font>-<font color=""#c30000"">ši</font>-<font color=""#de0000"">pi</font></qt>",,
qa-ak-hu,mE,,gaakhu,1,,,,,,"<qt><font color=""#9b0000"">ka<small>4</small></font>-<font color=""#690000"">ak</font>-<font color=""#d50000"">hu</font></qt>",,
kak-zí,nE,,gakzi,1,,,,,,"<qt><font color=""#b40000"">kak</font>-<font color=""#690000"">zí</font></qt>",,
zí-iz-za-[um],nE,sandals?,ziizzaum,,,,"zí-iz-zí-um, si-iz-zí-[um]",,,"<qt><font color=""#690000"">zí</font>-<font color=""#b40000"">iz</font>-<font color=""#690000"">za</font>-<font color=""#690000"">um</font></qt>",,
qa-me?-šá,achE,,games~a,1,,,,,,"<qt><font color=""#9b0000"">ka<small>4</small></font>-<font color=""#9b0000"">me</font>-<font color=""#c30000"">šá</font></qt>",,
kán-ni-ik-ra,achE,,ganniikra,,,,lak-ki-ik-ra,,,"<qt><font color=""#690000"">kán</font>-<font color=""#c30000"">ni</font>-<font color=""#c30000"">ik</font>-<font color=""#690000"">ra</font></qt>",,
kap0?-pa?-ak-qa,achE,,gappaakqa,1,,,kap0-pa-ak,,,"<qt><font color=""#690000"">kap<sub><small>0</small></sub></font>-<font color=""#690000"">pa</font>-<font color=""#690000"">ak</font>-<font color=""#b40000"">qa</font></qt>",,-k
gap-pa-da,nE,,gappada,1,,,,,,"<qt><font color=""#cd0000"">gap</font>-<font color=""#690000"">pa</font>-<font color=""#9b0000"">da</font></qt>",,
hh.ha-ni-ra-kán-na,achE,,hanirakanna,,,,,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#690000"">ha</font>-<font color=""#c30000"">ni</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">kán</font>-na</qt>",,
qa-si-te,mE,kasit-3SG.POSS,gasite,1,,,qa-as-si-it-ri,,,"<qt><font color=""#9b0000"">ka<small>4</small></font>-<font color=""#690000"">si</font>-te</qt>",,
kas-na,oE,,gasna,1,,,,,,"<qt><font color=""#b40000"">kas</font>-na</qt>",,
h.qa-su-mu,nE,horn,gasumu,,,,kás-su,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#690000"">su</font>-<font color=""#690000"">mu</font></qt>",,
kás-zí-ip,,strike-PL,gasziip,1,,,"h.la-áš-da.kás-zí-ip, KÙ.GI.lg.hh.kás-zí-ip, AN.BAR.lg.kás-zí-ip",Pl.,3rd Anim.,"<qt><font color=""#00ff00"">kás</font>-<font color=""#690000"">zí</font>-<font color=""#690000"">ip</font></qt>",,
kaš-qa?,nE,,gas~qa,,,,,,,"<qt><font color=""#de0000"">kaš</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
kaš-šá,nE,,gas~s~a,,,,,,,"<qt><font color=""#de0000"">kaš</font>-<font color=""#c30000"">šá</font></qt>",,
qa-uk,achE,,gauk,,,,,,,"<qt><font color=""#9b0000"">ka<small>4</small></font>-<font color=""#9b0000"">uk</font></qt>",,
gaz-za-ak-[b]e-na,oE,,gazzaakbena,1,,,,,,"<qt><font color=""#00ff00"">gaz</font>-<font color=""#690000"">za</font>-<font color=""#690000"">ak</font>-<font color=""#de0000"">be</font>-na</qt>",,
