transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
h.an-da-da-be-na,nE,anda-RED-PL-na,andadabena,1,,other,,Sg.,1st,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">da</font>-<font color=""#de0000"">be</font>-na</qt>",,
a-ni,,not,ani,28,,other,"a-ni-i, a-nu",,,"<qt><font color=""#690000"">a</font>-<font color=""#c30000"">ni</font></qt>",,
a-ni-i,mE,NEG,anii,3,,other,a-ni,,,"<qt><font color=""#690000"">a</font>-<font color=""#c30000"">ni</font>-<font color=""#9b0000"">i</font></qt>",,
an-ka,mE,if,anka,1,,other,an-qa,Sg.,1st,"<qt><font color=""#c30000"">an</font>-ka</qt>",,
an-nu,mE,annû,annu,4,annû,other,,,,"<qt><font color=""#c30000"">an</font>-nu</qt>",,
h.an-nu,,NEG,annu,2,,other,"a-nu, a-ni",,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-nu</qt>",,
d.an-na-ma-qa,achE,Ānāmaka,annamaqa,6,ānāmaka,other,"d.an-na-ma-ak-qa, d.ha-na-ma-ak-kaš",Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">an</font>-na-<font color=""#b40000"">ma</font>-<font color=""#00ff00"">qa</font></qt>",,
d.an-na-ma-ak-kaš,achE,Ānāmaka-š,annamaakkas~,1,ānāmakaš,other,"d.an-na-ma-ak-qa, d.ha-na-ma-kaš",Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">an</font>-na-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font>-<font color=""#de0000"">kaš</font></qt>",month,
d.an-na-ma-kaš,achE,Ānāmaka-š,annamakas~,4,ānāmakaš,other,"d.an-na-ma-ak-qa, d.ha-na-ma-ak-kaš",Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">an</font>-na-<font color=""#b40000"">ma</font>-<font color=""#de0000"">kaš</font></qt>",,
d.an-na-ma-ak-qa,achE,Ānāmaka,annamaakqa,3,ānāmaka,other,"d.an-na-ma-ak-kaš, d.ha-na-ma-kaš",Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">an</font>-na-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font></qt>",,
an-qa,"nE, achE",if,anqa,15,,other,an-ka,Sg.,3rd Anim.,"<qt><font color=""#c30000"">an</font>-<font color=""#00ff00"">qa</font></qt>",,
ha-ti-ma,achE,within-LOC,hatima,1,,other,ha-tu-ma,,,"<qt><font color=""#690000"">ha</font>-<font color=""#690000"">ti</font>-<font color=""#b40000"">ma</font></qt>",,
šil-la-ki-ik-qa,achE,,s~illakiikqa,1,,other,sillak.ikka,,,"<qt><font color=""#00ff00"">šil</font>-la-<font color=""#690000"">ki</font>-<font color=""#c30000"">ik</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
h.an-šá-ra-man-na,achE,,ans~aramanna,1,,other,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#c30000"">šá</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">man</font>-na</qt>",,
an-te-ba-še,achE,,antebas~e,,,other,,,,"<qt><font color=""#c30000"">an</font>-te-<font color=""#9b0000"">ba</font>-<font color=""#690000"">še</font></qt>",,
an-te?-pa-an-ya?,achE,,antepaanya,,,other,,,,"<qt><font color=""#c30000"">an</font>-te-<font color=""#690000"">pa</font>-<font color=""#c30000"">an</font>-ya</qt>",,
an-tu4-uk-ni,mE,plan-PASS.PTCP-OPT,antuukni,,,other,an-du-uk-ni,,,"<qt><font color=""#c30000"">an</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-<font color=""#9b0000"">uk</font>-<font color=""#c30000"">ni</font></qt>",,
a-nu,"nE, achE",NEG,anu,21,,other,"a-ni, h.an-nu",,,"<qt><font color=""#690000"">a</font>-nu</qt>",,
h.an-za-an-ir-ra,nE,Anšan-SG,anzaanirra,1,,other,an-za-an,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#690000"">za</font>-<font color=""#c30000"">an</font>-ir-<font color=""#690000"">ra</font></qt>",,
an-za-an-ra,achE,Anšan-SG,anzaanra,1,,other,an-za-an,,,"<qt><font color=""#c30000"">an</font>-<font color=""#690000"">za</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ra</font></qt>",,
h.an-za-ri-na,nE,anzar-na,anzarina,2,,other,"h.an-šar, an-za-ir",,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#690000"">za</font>-<font color=""#9b0000"">ri</font>-na</qt>",,
an-zi-iš,oE,salt-3SG,anziis~,1,,other,,,,"<qt><font color=""#c30000"">an</font>-<font color=""#690000"">zi</font>-iš</qt>",,
ap,"mE, achE",3PL,ap,26,,other,"a-pu, a-pu-up, ap-pu-ut-tu-[h]",,,"<qt><font color=""#9b0000"">ap</font></qt>",,
a-pi-ip,mE,3PL-PL,apiip,1,,other,,,,"<qt><font color=""#690000"">a</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">ip</font></qt>",,
a-pi-e,"me, nE",3PL-3PL.POSS,apie,14,,other,hi-ša-a-pi-e,,,"<qt><font color=""#690000"">a</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">e</font></qt>",,
a-pi,mE,Abu,api,3,abi,other,,Sg.,1st,"<qt><font color=""#690000"">a</font>-<font color=""#de0000"">pi</font></qt>",month,
2.a-pi,"mE, nE",3PL,api,8,,other,"a-pi-e, a-pi-me",,,"<qt><font color=""#690000"">a</font>-<font color=""#de0000"">pi</font></qt>",,
a-pi-me,"mE, nE",3PL-INANIM,apime,3,,other,,,,"<qt><font color=""#690000"">a</font>-<font color=""#de0000"">pi</font>-<font color=""#9b0000"">me</font></qt>",,
APIN,nE,Arahsamna,apin,10,,other,,Sg.,1st,<qt>APIN</qt>,month,
ap-in,"nE, achE",3PL.ACC,apin,9,,other,ap-pa-an,,,"<qt><font color=""#9b0000"">ap</font>-in</qt>",,
a-pi-ri-na-ba,nE,3PL-SG-na-PL,apirinaba,1,,other,,,,"<qt><font color=""#690000"">a</font>-<font color=""#de0000"">pi</font>-<font color=""#9b0000"">ri</font>-na-<font color=""#9b0000"">ba</font></qt>",,
a-pi-te,mE,3PL-INANIM,apite,1,,other,a-pi-me,,,"<qt><font color=""#690000"">a</font>-<font color=""#de0000"">pi</font>-te</qt>",,
a-pi-ni,nE,3PL-GEN,apini,1,,other,"ha-pi-ni, ap-pi-ni",,,"<qt><font color=""#690000"">a</font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">ni</font></qt>",,
ap-ma,"nE, achE",3PL-LOC??,apma,19,,other,"ha-ap-ma, ap-pu-ma",,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#b40000"">ma</font></qt>",,
a[p-me],mE,3PL-INANIM,apme,1,,other,a-ap-me,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#9b0000"">me</font></qt>",,
ap-pan,achE,3PL-ACC,appan,2,,other,ap-pa-an,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pan</font></qt>",,
2.ap-pan,achE,,appan,3,,other,,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pan</font></qt>",,
hw.ap-pa-la-a-a-be-ib-be,nE,apalaya-PL-PL,appalaaabeibbe,1,apalaya,other,hh.ab-ba-la-a,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#9b0000"">ap</font>-<font color=""#690000"">pa</font>-la-<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#de0000"">be</font>-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>",,
ap-pa.an-qa,achE,after,appaanqa,1,,other,,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#690000"">pa</font>.<font color=""#c30000"">an</font>-<font color=""#b40000"">qa</font></qt>",,
ap-pa-pa,achE,,appapa,1,,other,,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">pa</font></qt>",,
ap-pi,achE,3PL,appi,12,,other,"ap-pi-i-pi, ap-pi-pi, hh.ap-pi-su-lu",Sg.,1st,"<qt><font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font></qt>",,
ap-pi-e,"mE, achE",3PL-3PL.POSS,appie,12,,other,ap-pi-e.ma,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">e</font></qt>",,
ap-pi-e.ma,achE,3PL-3PL.POSS-LOC,appiema,2,,other,ap-pi-e+ma,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">e</font>.<font color=""#b40000"">ma</font></qt>",,
ap-pi-in,"nE, achE",3PL-ACC,appiin,14,,other,ap-pa-an,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font>-in</qt>",,
ap-pi-ir,achE,apun,appiir,,,other,"ap-pi-in, ap-pir, ap-pa-an",,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font>-ir</qt>",,
ap-pi-ni,achE,3PL-GEN,appini,11,,other,"ha-pi-ni, a-pi-ni",Sg.,1st,"<qt><font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">ni</font></qt>",,
ap-pi-ni.ma,achE,3PL-GEN-LOC,appinima,6,,other,ap-pi-e.ma,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">ni</font>.<font color=""#b40000"">ma</font></qt>",,
ap-pír,,apun,appir,,,other,ap-pa-an,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#e10000"">pír</font></qt>",,
ap-pu-ma,achE,3PL-LOC,appuma,1,,other,"ap-ma, ha-ap-ma",,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pu</font>-<font color=""#b40000"">ma</font></qt>",,
a-pu,mE,3PL-1SG?,apu,3,,other,ap+u,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">pu</font></qt>",,
ap-u[n],nE,3PL-ACC,apun,1,,other,a-pu-un,,,"<qt><font color=""#9b0000"">ap</font>-<font color=""#b40000"">un</font></qt>",,
a-pu-up,mE,3PL-1SG?-PL,apuup,1,,other,,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">pu</font>-<font color=""#690000"">up</font></qt>",,
a-pu-un,mE,3PL.ACC,apuun,1,,other,"ap-u[n], ap-pi-in, li-na-pu-un, la-an-si-ti-ip-ya-pu-un",,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">pu</font>-<font color=""#b40000"">un</font></qt>",,
a-pu-ut-tu-[h],mE,3PL-1SG?-uttu-1SG,apuuttuh,1,,other,,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">pu</font>-<font color=""#d50000"">ut</font>-tu-<font color=""#d50000"">h</font></qt>",,
LÚ.ú-ba-a-a-na-at,nA,,ubaaanaat,,,other,,,,"<qt>LÚ.<font color=""#9b0000"">ú</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-na-<font color=""#690000"">at</font></qt>",,
ú-ba-a-qa,nE,,ubaaqa,,,other,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
h.Ú.lg,achE,,u,1,,other,,Sg.,1st,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">Ú</font>.<font color=""#690000"">lg</font></qt>",,
f.ú,achE,1FSG,u,1,,other,,Sg.,1st,"<qt><font color=""#e10000"">f</font>.<font color=""#9b0000"">ú</font></qt>",woman,
ù,"oE, mE",1SG,u,1,,other,,Sg.,1st,<qt>ù</qt>,,
v.ú,achE,1SG,u,1,,other,,Sg.,1st,"<qt><font color=""#690000"">v</font>.<font color=""#9b0000"">ú</font></qt>",,
u,oE,1SG,u,1,,other,"ap-pu-ut-tu-[h], [v].te-im-tu-ha-h-pu, v.ki-din.d.hu-ut-ru-táš, gi-ri-ma-pu, hi-iš.[hu.li-ir]-ra, hi-iš.hu.li-ri, hi-šu-me, hi-šu-mi, 2.un, hu-un-nu-ra, v.d.IGI.DU.ú.nu-kaš, i-gu-ri, li-ba-nu-aš-gu-bi, v.li-ba-ru-ri, ad-du-ri, ad-du-ú-ni-ni, a-da-ra-ú?, a-pu, a-pu-up, 2.un-",Sg.,1st,"<qt><font color=""#9b0000"">u</font></qt>",,
2.ú,"mE, nE",1SG.DAT,u,1,,other,,Sg.,1st,"<qt><font color=""#9b0000"">ú</font></qt>",,
ú,"mE, nE, achE",1SG,u,1,,other,pu-ul-hu,Sg.,1st,"<qt><font color=""#9b0000"">ú</font></qt>",,
šu-ut-zí-ma?-qa,nE,,s~uutzimaqa,1,,other,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">zí</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
-ù,"oE, mE",1SG,u,1,,other,,Sg.,1st,,,
ú-,"mE, nE, achE",1SG,u,1,,other,pu-ul-hu,Sg.,1st,,,
-ú,"oE, mE",1SG,u,1,,other,,Sg.,1st,,,
ut-ta,nE,,utta,,,other,,,,"<qt><font color=""#d50000"">ut</font>-ta</qt>",,
hu-ut-la-áš-da,nE,send-3SG-da,huutlaas~da,,,other,,Sg.,3rd Anim.,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-la-<font color=""#9b0000"">áš</font>-<font color=""#9b0000"">da</font></qt>",,-da
hu-ut-la,achE,send-1SG,huutla,,,other,,Sg.,1st,"<qt><font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-la</qt>",,
hu-ut-la-an-qa,mE,send-ACT.PTCP-1SG,huutlaanqa,1,,other,,Sg.,1st,,,-n-
ba-ak-ra,nE,bak-SG,baakra,1,,other,,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#690000"">ra</font></qt>",,
ba-ak-qa,nE,,baakqa,2,,other,,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#b40000"">qa</font></qt>",,
pa,nE,,ba,,,other,,,,"<qt><font color=""#690000"">pa</font></qt>",,
ba?-ab?-ba-an?,nE,,baabbaan,1,,other,,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#c30000"">an</font></qt>",,
a-ri-h?,oE,«arih»,arih,1,,other,,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">ri</font>-<font color=""#d50000"">h</font></qt>",,
ar-te,oE,arte,arte,1,,other,tal-lak.ar-te,,,<qt>ar-te</qt>,,
nu-ku,"nE, achE",1PL,nuku,1,,other,,Pl.,1st,"<qt>nu-<font color=""#d50000"">ku</font></qt>",,
v.nu-ku,"nE, achE",1PL,nuku,1,,other,,Pl.,1st,,,
nu-ku-un,mE,divine.gift,nukuun,1,,other,"nu-uk-ku+in, nu-ku-na",,,"<qt>nu-<font color=""#d50000"">ku</font>-<font color=""#b40000"">un</font></qt>",,
nu-ku-ur,nE,1PL-3SG.AGR,nukuur,1,,other,,Sg.,3rd Anim.,"<qt>nu-<font color=""#d50000"">ku</font>-<font color=""#b40000"">ur</font></qt>",,
as-si-mi,mE,,assimi,,,other,,,,"<qt><font color=""#9b0000"">as</font>-<font color=""#690000"">si</font>-mi</qt>",,
aš-ha-hu-di,oE,,as~hahudi,1,,other,,,,"<qt><font color=""#c30000"">aš</font>-<font color=""#690000"">ha</font>-<font color=""#d50000"">hu</font>-di</qt>",,
ki-tu-ri,oE,outside-SG,gituri,1,,other,ki-du,,,"<qt><font color=""#690000"">ki</font>-tu-<font color=""#9b0000"">ri</font></qt>",,
ki-tu4-um-ma,mE,outside-LOC,gituumma,3,,other,ki-du,,,"<qt><font color=""#690000"">ki</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-<font color=""#690000"">um</font>-<font color=""#b40000"">ma</font></qt>",,
ki-ba-iš-na,achE,kibat-na,gibais~na,3,,other,ki-bat,,,"<qt><font color=""#690000"">ki</font>-<font color=""#9b0000"">ba</font>-iš-na</qt>",,-na
aš-ki-bi-a,oE,,as~kibia,1,,other,,,,"<qt><font color=""#c30000"">aš</font>-<font color=""#690000"">ki</font>-<font color=""#de0000"">bi</font>-<font color=""#690000"">a</font></qt>",,
d.áš-šá-tu4-ik-pi,achE,aššetuikpi,as~s~atuikpi,2,,other,"d.áš-še-tu4-ik-pi, d.áš-šá-tu4-ip, d.áš-šá-te-pi",Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">áš</font>-<font color=""#c30000"">šá</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-<font color=""#c30000"">ik</font>-<font color=""#de0000"">pi</font></qt>",month,
d.áš-šá-te-pi,achE,aššetuikpi,as~s~atepi,1,,other,d.áš-šá-tu4-ik-pi,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">áš</font>-<font color=""#c30000"">šá</font>-te-<font color=""#de0000"">pi</font></qt>",month,
d.áš-šá-tu4-ip,achE,aššetuikpi,as~s~atuip,1,,other,"d.áš-še-tu4-ik-pi, d.áš-šá-tu4-ik-pi, d.áš-šá-te-pi",Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">áš</font>-<font color=""#c30000"">šá</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-<font color=""#690000"">ip</font></qt>",month,
d.áš-še-te-pi,achE,aššetuikpi,as~s~etepi,3,,other,d.áš-šá-tu4-ik-pi,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">áš</font>-<font color=""#690000"">še</font>-te-<font color=""#de0000"">pi</font></qt>",month,
d.áš-še-te-ik-pi,achE,aššetuikpi,as~s~eteikpi,3,,other,d.áš-šá-tu4-ik-pi,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">áš</font>-<font color=""#690000"">še</font>-te-<font color=""#c30000"">ik</font>-<font color=""#de0000"">pi</font></qt>",month,
d.áš-še-tu4-pi,achE,aššetuikpi,as~s~etupi,3,,other,d.áš-šá-tu4-ik-pi,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">áš</font>-<font color=""#690000"">še</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-<font color=""#de0000"">pi</font></qt>",month,
d.áš-še-tu4-ik-pi,achE,aššetuikpi,as~s~etuikpi,18,,other,d.áš-šá-tu4-ik-pi,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">áš</font>-<font color=""#690000"">še</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-<font color=""#c30000"">ik</font>-<font color=""#de0000"">pi</font></qt>",month,
d.áš-še-tu4-pi-ik,achE,aššetuikpi,as~s~etupiik,5,,other,d.áš-šá-tu4-ik-pi,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">áš</font>-<font color=""#690000"">še</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font>-<font color=""#de0000"">pi</font>-<font color=""#c30000"">ik</font></qt>",month,
áš-š[i-i]t,oE,«aššit»,as~s~iit,1,,other,,,,"<qt><font color=""#9b0000"">áš</font>-<font color=""#c30000"">ši</font>-<font color=""#690000"">it</font></qt>",,
hh.áš-šu-ir-be-na,,aϑuryā-PL-na,as~s~uirbena,1,aϑuryā,other,,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#9b0000"">áš</font>-<font color=""#9b0000"">šu</font>-ir-<font color=""#de0000"">be</font>-na</qt>",,
h.áš-šu-ra-ap,nE,aššur-PL,as~s~uraap,4,aššur,other,áš-šu-[ra],,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">áš</font>-<font color=""#9b0000"">šu</font>-<font color=""#690000"">ra</font>-<font color=""#9b0000"">ap</font></qt>",,
áš?-tak,,,as~tak,,,other,,,,"<qt><font color=""#9b0000"">áš</font>-<font color=""#c30000"">tak</font></qt>",,
a-ti-ra,mE,inside-3SG.AGR,atira,1,,other,,,,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ra</font></qt>",,
at-šu-pi,nE,,ats~upi,1,,other,,,,"<qt><font color=""#690000"">at</font>-<font color=""#9b0000"">šu</font>-<font color=""#e40000"">pi</font></qt>",,
at-ša-u,nE,,ats~au,1,,other,,,,"<qt><font color=""#690000"">at</font>-ša-<font color=""#9b0000"">u</font></qt>",,
ku-te-ma-na,achE,preserve-ma-na,gutemana,,,other,,,,"<qt><font color=""#d50000"">ku</font>-te-<font color=""#b40000"">ma</font>-na</qt>",,"-na, -ma"
-me-um-me-na,achE,'th,meummena,,,other,-um-me-man-na,,,"<qt>-<font color=""#9b0000"">me</font>-<font color=""#690000"">um</font>-<font color=""#9b0000"">me</font>-na</qt>",,
h.me-šá.qa-pa-qa-pa-qa,achE,,mes~aqapaqapaqa,,,other,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">me</font>-<font color=""#c30000"">šá</font>.<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#690000"">pa</font>-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#690000"">pa</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",,
v.at-te-ri,achE,father-(3SG)-3SG.AGR,atteri,4,,other,at-ta+-ri,,,"<qt><font color=""#690000"">v</font>.<font color=""#690000"">at</font>-te-<font color=""#9b0000"">ri</font></qt>",,
at-ti-[…],nE,,atti,1,,other,,,,"<qt><font color=""#690000"">at</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">…</font></qt>",,
iš-ša-an,oE,išša-n,is~s~aan,,,other,"at-ti-iš-ša-an, ba-la.iš-ša-an, pi-li-ir.iš-ša-an, te-im-ti.iš-šà-an, te-ip-ti.iš-šà-an",,,"<qt>iš-ša-<font color=""#c30000"">an</font></qt>",,
ú-ri,"mE, nE, achE",,uri,,,other,"at-tu-ri, d.te-ip-ti.ú-ri, na-pír.ú-ri, v.si.ú-ri, v.li-ba-ru-ri, zu-un-ki-ir.ú-ri",,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#9b0000"">ri</font></qt>",,
ú-ri-me,mE,,urime,,,other,,Sg.,1st,"<qt><font color=""#9b0000"">ú</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">me</font></qt>",,
h.a-ya-a-e,achE,ahyāyā,ayaae,,ahyāyā,other,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#9b0000"">ya</font>-<font color=""#690000"">a</font>-<font color=""#690000"">e</font></qt>",,
[a]z-ti-ti,nE,,aztiti,,,other,,,,"<qt><font color=""#9b0000"">az</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ti</font></qt>",,
az-za-h-ru,nE,,azzahru,1,,other,,,,"<qt><font color=""#9b0000"">az</font>-<font color=""#690000"">za</font>-<font color=""#d50000"">h</font>-<font color=""#b40000"">ru</font></qt>",,
ba-al-ki,nE,«balki»,baalki,1,,other,,,,"<qt><font color=""#9b0000"">ba</font>-al-<font color=""#690000"">ki</font></qt>",,
pa-ar-qa,mE,go-PASS.PTCP+,baarqa,1,,other,,,,"<qt><font color=""#690000"">pa</font>-ar-<font color=""#b40000"">qa</font></qt>",,
si-di-im-ma,mE,happiness-in,sidiimma,,,other,si-ti-im-ma,,,"<qt><font color=""#690000"">si</font>-di-<font color=""#b40000"">im</font>-<font color=""#b40000"">ma</font></qt>",,
si-a-na,nE,,siana,,,other,si-a-an,,,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">a</font>-na</qt>",,-na
si-a-ni-me,nE,,sianime,,,other,"si-ya-ni-me, si-a-an",,3rd INANIM.,"<qt><font color=""#690000"">si</font>-<font color=""#690000"">a</font>-<font color=""#c30000"">ni</font>-<font color=""#9b0000"">me</font></qt>",,
si-an-i-me,nE,temple-3SG-INANIM.AGR,sianime,,,other,"si-ya-ni-me, si-a-an",,3rd INANIM.,"<qt><font color=""#690000"">si</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">i</font>-<font color=""#9b0000"">me</font></qt>",,
hw.ba-a-su-ip,nE,,baasuip,,,other,,,,"<qt><font color=""#de0000"">hw</font>.<font color=""#9b0000"">ba</font>-<font color=""#690000"">a</font>-<font color=""#690000"">su</font>-<font color=""#690000"">ip</font></qt>",,
[ba-at-p]i-ip,,foot-PL-3PL.AGR,baatpiip,1,,other,ba-at,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">at</font>-<font color=""#e40000"">pi</font>-<font color=""#690000"">ip</font></qt>",,
h.ul-hi.lg.mar?-ri?-ip-ma,achE,,ulhimarriipma,1,,other,,,,"<qt><font color=""#c30000"">h</font>.ul-<font color=""#c30000"">hi</font>.<font color=""#690000"">lg</font>.<font color=""#9b0000"">mar</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">ip</font>-<font color=""#b40000"">ma</font></qt>",,
pa-at-pu-up,oE,foot-PL-3PL.AGR,baatpuup,1,,other,ba-at-pu-up,Sg.,1st,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">at</font>-<font color=""#9b0000"">pu</font>-<font color=""#690000"">up</font></qt>",,
ba-bar-ti-man-ra,nE,ITER~barti-n-SG,babartimanra,,,other,"ba-ar-ti-in-ra, bar-ti-[…]",,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#de0000"">bar</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">man</font>-<font color=""#690000"">ra</font></qt>",,
ba?-da?.lg.e,nE,,badae,,,other,,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#9b0000"">da</font>.<font color=""#690000"">lg</font>.<font color=""#690000"">e</font></qt>",,
bad-da-iš,nE,,baddais~,,,other,,,,"<qt><font color=""#de0000"">bad</font>-<font color=""#9b0000"">da</font>-iš</qt>",,
-ma,"mE, nE, achE",LOC,ma,1,,other,"-me, ki-du-ma-pi-i",,,"<qt>-<font color=""#b40000"">ma</font></qt>",,
hw.un-sa-ak-be-na,nE,unsa-k-PL-na,unsaakbena,,,other,hw.un-sa-ak,Pl.,3rd Anim.,"<qt><font color=""#de0000"">hw</font>.<font color=""#b40000"">un</font>-<font color=""#690000"">sa</font>-<font color=""#690000"">ak</font>-<font color=""#de0000"">be</font>-na</qt>",,-na
d.ba-gi-ha-t[i-iš],achE,bāgayāδiš,bagihatiis~,1,bāgayāδiš,other,d.ba-gi-ya-ti-iš,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">gi</font>-<font color=""#690000"">ha</font>-<font color=""#690000"">ti</font>-iš</qt>",month,
ba-gi-ha-zí,achE,bāgayāδiš,bagihazi,1,,other,"d.ba-gi-ya-ti-iš, d.ba-gi-ha-t[i-iš]",Sg.,1st,"<qt><font color=""#9b0000"">ba</font>-<font color=""#9b0000"">gi</font>-<font color=""#690000"">ha</font>-<font color=""#690000"">zí</font></qt>",,
d.ba-gi-it-iš,achE,bāgayāδiš,bagiitis~,1,bāgayāδiš,other,d.ba-gi-ya-ti-iš,Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">gi</font>-<font color=""#690000"">it</font>-iš</qt>",month,
