transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
h.a-a.hi-te-ik,mE,ai-hit-k,aahiteik,1,,GN,"h.a-te-ik, h.a-tu4-ik",,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>.<font color=""#c30000"">hi</font>-te-<font color=""#c30000"">ik</font></qt>",location,
h.a-a-har,nE,,aahar,1,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#cd0000"">har</font></qt>",location,
a-aš.gu-pi-[en].KI,oE,,aas~gupienki,,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#c30000"">aš</font>.<font color=""#690000"">gu</font>-<font color=""#de0000"">pi</font>-<font color=""#690000"">en</font>.<font color=""#690000"">KI</font></qt>",location,
h.a-a-pír,nE,Aipir,aapir,17,aipir,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#e10000"">pír</font></qt>",location,
[h.a-a]-pír-en-ni,nE,aipir-na,aapirenni,,,GN,h.a-a-pír,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#e10000"">pír</font>-<font color=""#690000"">en</font>-<font color=""#c30000"">ni</font></qt>",,
h.a-a-pír-ir-ra,nE,Aipir-3SG.AGR,aapirirra,17,aipir,GN,,,,,,
a-hi-in-har-iš-da,achE,,ahiinharis~da,,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#c30000"">hi</font>-in-<font color=""#cd0000"">har</font>-iš-<font color=""#9b0000"">da</font></qt>",location,
h.ak-na-zí-iš,achE,,aknaziis~,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ak</font>-na-<font color=""#690000"">zí</font>-iš</qt>",location,
h.ak-qa-a-ya-na-um,achE,Haxāyānam,akqaayanaum,1,haxāyānam,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font>-<font color=""#690000"">a</font>-<font color=""#690000"">ya</font>-na-<font color=""#690000"">um</font></qt>",,
a?-ak-ti.KI,oE,,aaktiki,1,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">ak</font>-<font color=""#690000"">ti</font>.<font color=""#690000"">KI</font></qt>",location,
a-al-at.KI,oE,,aalatki,,,GN,,,,"<qt><font color=""#690000"">a</font>-al-<font color=""#690000"">at</font>.<font color=""#690000"">KI</font></qt>",location,
h.a-a-na-ak-qa,nE,ainaka,aanaakqa,3,ainaka,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-na-<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font></qt>",,
URU.ri-ri-e,oE,,ririe,,,GN,,,,"<qt><font color=""#690000"">URU</font>.<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">e</font></qt>",city,
ri-ri-e.si-ga-aš?,oE,,ririesigaas~,,,GN,,,,"<qt><font color=""#9b0000"">ri</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">e</font>.<font color=""#690000"">si</font>-<font color=""#9b0000"">ga</font>-<font color=""#c30000"">aš</font></qt>",location,
ri-ru-um,oE,rierum,riruum,,,GN,ri-e-ru-um-ma,,,"<qt><font color=""#9b0000"">ri</font>-<font color=""#b40000"">ru</font>-<font color=""#690000"">um</font></qt>",location,
hi?-a-an-ra.KI,oE,,hiaanraki,,,GN,,,,"<qt><font color=""#c30000"">hi</font>-<font color=""#690000"">a</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ra</font>.<font color=""#690000"">KI</font></qt>",location,
h.hi-ba-at,achE,ibāta,hibaat,1,ibāta,GN,h.i-ba-at,Sg.,1st,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">hi</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">at</font></qt>",location,
h.hi-ba-iš,achE,,hibais~,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">hi</font>-<font color=""#9b0000"">ba</font>-iš</qt>",location,
h.hi-ba-ráš,achE,hibariš,hibaras~,,,GN,"h.hi-ba-ri-iš, h.i-ba-ráš",,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">hi</font>-<font color=""#9b0000"">ba</font>-<font color=""#b40000"">ráš</font></qt>",location,
h.hi-ba-ri-iš,achE,hibariš,hibariis~,,,GN,h.hi-ba-ráš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">hi</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ri</font>-iš</qt>",location,
h.hi-ba-ut,achE,,hibaut,,,GN,h.i-ba-at,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">hi</font>-<font color=""#9b0000"">ba</font>-<font color=""#d50000"">ut</font></qt>",location,
h?.hi-da-an,achE,,hidaan,,,GN,h.hi-da-li,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">hi</font>-<font color=""#9b0000"">da</font>-<font color=""#c30000"">an</font></qt>",location,
[URU].ha-a-a-ú-si,nE,,haaausi,,,GN,,,,"<qt><font color=""#690000"">URU</font>.<font color=""#690000"">ha</font>-<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">ú</font>-<font color=""#690000"">si</font></qt>",city,
h.ha-ad-ma-kaš,,,haadmakas~,,,GN,h.ha-da-ma-kaš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#690000"">ad</font>-<font color=""#b40000"">ma</font>-<font color=""#de0000"">kaš</font></qt>",location,
URU.ha-ai-líl-si,nE,,haaililsi,,,GN,,,,"<qt><font color=""#690000"">URU</font>.<font color=""#690000"">ha</font>-<font color=""#00ff00"">ai</font>-<font color=""#00ff00"">líl</font>-<font color=""#690000"">si</font></qt>",city,
URU.ha-a-da-lu,,haidalu,haadalu,,,GN,URU.ha-a-a-da-a-lu,,,"<qt><font color=""#690000"">URU</font>.<font color=""#690000"">ha</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">lu</font></qt>",city,
h.ab-ba-iš,achE,,abbais~,,,GN,*h.qa-ba-iš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-iš</qt>",location,
h.ab-ba-kam-sa-iš,achE,apakauϑa-š,abbakamsais~,2,apakauϑa,GN,h.ab-ba-ku-sa,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">kam</font>-<font color=""#690000"">sa</font>-iš</qt>",location,
h.ab-ba-ku-sa,achE,apakauϑa,abbakusa,,apakauϑa,GN,h.ab-ba-kam-sa-iš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#d50000"">ku</font>-<font color=""#690000"">sa</font></qt>",location,
URU.ab-di-nu,nA,,abdinu,1,,GN,,,,"<qt><font color=""#690000"">URU</font>.<font color=""#9b0000"">ab</font>-di-nu</qt>",city,
v.ab-du.d.a-gu-u-ni,nE,abdu-agun,abduaguuni,,,GN,,,,"<qt><font color=""#690000"">v</font>.<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">du</font>.<font color=""#c30000"">d</font>.<font color=""#690000"">a</font>-<font color=""#690000"">gu</font>-<font color=""#9b0000"">u</font>-<font color=""#c30000"">ni</font></qt>",,
a-bu-la-at.KI,oE,,abulaatki,,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-la-<font color=""#690000"">at</font>.<font color=""#690000"">KI</font></qt>",location,
a-da-an-tú,,,adaantu,1,,GN,a-dam-dun.KI,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">da</font>-<font color=""#c30000"">an</font>-<font color=""#d50000"">tú</font></qt>",location,
a-da-a-da,oE,,adaada,,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">da</font></qt>",location,
a-dam-dun.KI,oE,,adamdunki,,,GN,a-da-an-tú,,,"<qt><font color=""#690000"">a</font>-<font color=""#00ff00"">dam</font>-<font color=""#00ff00"">dun</font>.<font color=""#690000"">KI</font></qt>",location,
ÍD.a-bu-un-n[u],oE,,abuunnu,,,GN,,,,"<qt><font color=""#00ff00"">ÍD</font>.<font color=""#690000"">a</font>-<font color=""#9b0000"">bu</font>-<font color=""#b40000"">un</font>-nu</qt>",river,
a-dar-hi.KI,oE,,adarhiki,1,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#00ff00"">dar</font>-<font color=""#c30000"">hi</font>.<font color=""#690000"">KI</font></qt>",location,
h.ad-da-be,achE,,addabe,1,,GN,,Sg.,1st,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ad</font>-<font color=""#9b0000"">da</font>-<font color=""#de0000"">be</font></qt>",location,
ha-d[am?-ti?],oE,Elam,hadamti,,,GN,ha-da-am-ti,,,"<qt><font color=""#690000"">ha</font>-<font color=""#00ff00"">dam</font>-<font color=""#690000"">ti</font></qt>",location,
h.ha-du-nu-ra,nE,,hadunura,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">du</font>-nu-<font color=""#690000"">ra</font></qt>",location,
h.ha-da-ra,achE,haδahra,hadara,,haδahra,GN,h.ha-šá-ra,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">ra</font></qt>",location,
h.ha-da-ra-an,achE,Haδahra-LOC2,hadaraan,1,haδahra,GN,h.ha-da-ra,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font></qt>",location,
h.ha-da-ráš,achE,haδahra-š,hadaras~,,haδahra,GN,h.ha-šá-ra,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#b40000"">ráš</font></qt>",location,
h.ha-da-rák-kaš,achE,hvatāraka-š,hadarakkas~,,hvatāraka,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">rák</font>-<font color=""#de0000"">kaš</font></qt>",location,
h.ha-da-ri?-kaš,achE,hvatāraka-š,hadarikas~,,hvatāraka,GN,h.ha-da-rák-kaš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">ri</font>-<font color=""#de0000"">kaš</font></qt>",location,
ha-bi-ri.KI,oE,,habiriki,,,GN,,,,"<qt><font color=""#690000"">ha</font>-<font color=""#de0000"">bi</font>-<font color=""#9b0000"">ri</font>.<font color=""#690000"">KI</font></qt>",location,
ha-da-am-ti,"oE, mE",Elam,hadaamti,1,,GN,"a-ta-a-am-ti.KI, ha-ta-a-am-ti.KI, ha-ta-am-ti, ha-d[am?-ti?], ha-tam5-ti, v.hal-tam5-ti, v.hal-la-tam5-ti, ha-al-ta-[a]m-ma-tim, hal-ha-tam5-ti",,,"<qt><font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-am-<font color=""#690000"">ti</font></qt>",location,
h.ha-da-ma-kaš,achE,,hadamakas~,,,GN,h.ha-ad-ma-kaš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#9b0000"">da</font>-<font color=""#b40000"">ma</font>-<font color=""#de0000"">kaš</font></qt>",location,
h.ad-da-ráš,achE,haδahra-š,addaras~,1,haδahra,GN,h.ha-ša-ra,Sg.,1st,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ad</font>-<font color=""#9b0000"">da</font>-<font color=""#b40000"">ráš</font></qt>",location,
a-ga-dè.KI,oE,Akkad,agadeki,5,agade,GN,,Sg.,3rd Anim.,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">ga</font>-<font color=""#d50000"">dè</font>.<font color=""#690000"">KI</font></qt>",,
a-ga-ri-in-ni,oE,,agariinni,,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#9b0000"">ga</font>-<font color=""#9b0000"">ri</font>-in-<font color=""#c30000"">ni</font></qt>",location,
h.ag-ma-da-na,achE,hagmatāna,agmadana,2,hagmatāna,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ag</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">da</font>-na</qt>",location,
URU.BÀD.a-ga-ti,oE,,badagati,,,GN,,,,"<qt><font color=""#690000"">URU</font>.<font color=""#690000"">BÀD</font>.<font color=""#690000"">a</font>-<font color=""#9b0000"">ga</font>-<font color=""#690000"">ti</font></qt>",city,
h.a-h-še-qa,nE,,ahs~eqa,1,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">še</font>-<font color=""#00ff00"">qa</font></qt>",,
a-hu?-tu-un?.KI,oE,,ahutuunki,,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#d50000"">hu</font>-tu-<font color=""#b40000"">un</font>.<font color=""#690000"">KI</font></qt>",location,
v.a-i-in.še-el-la,oE,,aiins~eella,,,GN,,,,"<qt><font color=""#690000"">v</font>.<font color=""#690000"">a</font>-<font color=""#9b0000"">i</font>-in.<font color=""#690000"">še</font>-<font color=""#9b0000"">el</font>-la</qt>",location,
a-in-un-ak.KI,oE,,ainunakki,,,GN,,,,"<qt><font color=""#690000"">a</font>-in-<font color=""#b40000"">un</font>-<font color=""#690000"">ak</font>.<font color=""#690000"">KI</font></qt>",location,
URU.ak-bar-i-na,nE,,akbarina,2,,GN,,,,"<qt><font color=""#690000"">URU</font>.<font color=""#690000"">ak</font>-<font color=""#de0000"">bar</font>-<font color=""#9b0000"">i</font>-na</qt>",city,
URU.ak-ka-ba-ri-na,nA,akabrina,akkabarina,1,,GN,URU.ak-kab-ri-na,,,"<qt><font color=""#690000"">URU</font>.<font color=""#690000"">ak</font>-ka-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ri</font>-na</qt>",city,
h.ak?-ki-me-su,achE,,akkimesu,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ak</font>-<font color=""#690000"">ki</font>-<font color=""#9b0000"">me</font>-<font color=""#690000"">su</font></qt>",location,
h.ak-ku-ba,achE,,akkuba,6,,GN,h.ak-ku-ib-ba,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ak</font>-<font color=""#d50000"">ku</font>-<font color=""#9b0000"">ba</font></qt>",location,
URU.ak-kab-ri-na,nA,akabrina,akkabrina,,,GN,URU.ak-ka-ba-ri-na,,,"<qt><font color=""#690000"">URU</font>.<font color=""#690000"">ak</font>-<font color=""#00ff00"">kab</font>-<font color=""#9b0000"">ri</font>-na</qt>",city,
h.ak-ku-ib-ba,achE,,akkuibba,1,,GN,h.ak-ku-ba,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ak</font>-<font color=""#d50000"">ku</font>-<font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font></qt>",location,
h.ak-kur-na,achE,,akkurna,14,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ak</font>-<font color=""#cd0000"">kur</font>-na</qt>",location,
h.ak-qa-tu4,mE,Akkad,akqatu,2,akkadû,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ak</font>-<font color=""#00ff00"">qa</font>-<font color=""#b40000"">tu<sub><small>4</small></sub></font></qt>",,
a-ku,oE,,aku,,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#d50000"">ku</font></qt>",location,
h.ak?-ti?-nu?-man?-x,achE,,aktinuman,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ak</font>-<font color=""#690000"">ti</font>-nu-<font color=""#690000"">man</font>-<font color=""#9b0000"">x</font></qt>",location,
URU.al-ga-ri-ga,nE,,algariga,2,,GN,,,,"<qt><font color=""#690000"">URU</font>.al-<font color=""#9b0000"">ga</font>-<font color=""#9b0000"">ri</font>-<font color=""#9b0000"">ga</font></qt>",city,
a-lu-mi-da-tim.KI,oE,,alumidatimki,,,GN,,,,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">lu</font>-mi-<font color=""#9b0000"">da</font>-<font color=""#00ff00"">tim</font>.<font color=""#690000"">KI</font></qt>",location,
v.a-ma?-an-te-[…],oE,,amaante,,,GN,,,,"<qt><font color=""#690000"">v</font>.<font color=""#690000"">a</font>-<font color=""#b40000"">ma</font>-<font color=""#c30000"">an</font>-te-<font color=""#9b0000"">…</font></qt>",location,
h.ut-ti-ti,achE,utu,uttiti,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#d50000"">ut</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ti</font></qt>",location,
h.am-ba-nu-iš,achE,hambānuš,ambanuis~,2,hambānuš,GN,,,,"<qt><font color=""#c30000"">h</font>.am-<font color=""#9b0000"">ba</font>-nu-iš</qt>",location,
h.am-da?-mar-tuk-qa,achE,,amdamartukqa,1,,GN,,,,"<qt><font color=""#c30000"">h</font>.am-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">mar</font>-<font color=""#b40000"">tuk</font>-<font color=""#00ff00"">qa</font></qt>",,
h.ma-zí-ik-qa,achE,,maziikqa,,,GN,h.ma-zí-qa,,,"<qt><font color=""#c30000"">h</font>.<font color=""#b40000"">ma</font>-<font color=""#690000"">zí</font>-<font color=""#c30000"">ik</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",location,
h.ma-zí-qa,achE,,maziqa,,,GN,h.ma-zí-ik-qa,,,"<qt><font color=""#c30000"">h</font>.<font color=""#b40000"">ma</font>-<font color=""#690000"">zí</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",location,
h.ma-zí-ya,achE,Maka,maziya,,mačyā,GN,v.máš-zí-ya-ap,,,"<qt><font color=""#c30000"">h</font>.<font color=""#b40000"">ma</font>-<font color=""#690000"">zí</font>-<font color=""#9b0000"">ya</font></qt>",location,
URU.te-li,oE,,deli,,,GN,,,,"<qt><font color=""#690000"">URU</font>.te-li</qt>",city,
h.am-pír-da,achE,hambrta,ampirda,3,hambrta,GN,,,,"<qt><font color=""#c30000"">h</font>.am-<font color=""#e10000"">pír</font>-<font color=""#9b0000"">da</font></qt>",location,
h.am-pu-ra-nu-iš,achE,umpuran-š,ampuranuis~,1,,GN,h.um-pu-ra,,,"<qt><font color=""#c30000"">h</font>.am-<font color=""#9b0000"">pu</font>-<font color=""#690000"">ra</font>-nu-iš</qt>",location,
h.a-na-ah-hu-taš,mE,,anaahhutas~,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">a</font>-na-<font color=""#d50000"">ah</font>-<font color=""#d50000"">hu</font>-<font color=""#b40000"">taš</font></qt>",location,
an-am?-GEŠTIN.KI,oE,,anamges~tinki,1,,GN,,,,"<qt><font color=""#c30000"">an</font>-am-GEŠTIN.<font color=""#690000"">KI</font></qt>",location,
h.an-da-ba-iš,achE,,andabais~,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font>-<font color=""#9b0000"">ba</font>-iš</qt>",location,
h.an-in-da-zí-iš,achE,,anindaziis~,1,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-in-<font color=""#9b0000"">da</font>-<font color=""#690000"">zí</font>-iš</qt>",location,
h.an-da-ra-an-ti-iš,achE,antaratiš,andaraantiis~,4,,GN,"h.an-da-ra-ti-iš, h.an-tar-ra-an-ti-iš, h.an-tur-ra-an-t[i-iš], h.an-tar-na-ti-iš, h.ha-in-da-ra-ti-iš, h.an-ti-ra-ti-iš, h.an-tar-at-ti-iš",,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ti</font>-iš</qt>",,
h.an-da-ra-ti-iš,achE,antarantiš,andaratiis~,2,,GN,"h.an-da-ra-an-ti-iš, h.an-tar-ra-an-ti-iš, h.an-tur-ra-an-t[i-iš], h.an-tar-na-ti-iš, h.ha-in-da-ra-ti-iš, h.an-ti-ra-ti-iš, h.an-tar-at-ti-iš",,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">ti</font>-iš</qt>",,
h.an-kur-rák-kaš,achE,hankraka-š,ankurrakkas~,,hankraka,GN,h.an-qa-rák-qa-an,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#cd0000"">kur</font>-<font color=""#690000"">rák</font>-<font color=""#de0000"">kaš</font></qt>",location,
h.an-in-za-an,achE,,aninzaan,1,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-in-<font color=""#690000"">za</font>-<font color=""#c30000"">an</font></qt>",location,
h.ha-na-ma-sa-an,achE,,hanamasaan,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-na-<font color=""#b40000"">ma</font>-<font color=""#690000"">sa</font>-<font color=""#c30000"">an</font></qt>",location,
h.ha-mu-un-na,nE,,hamuunna,,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#690000"">mu</font>-<font color=""#b40000"">un</font>-na</qt>",location,
h.ha-ti-ya,achE,,hatiya,,,GN,"h.at-ti-ya, h.at-ya",,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ha</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ya</font></qt>",location,
h.šil-hi-te,nE,Šilhite,s~ilhite,1,,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#00ff00"">šil</font>-<font color=""#c30000"">hi</font>-te</qt>",location,
URU.ši-li-ip-t[u],nA,,s~iliiptu,,,GN,,,,"<qt><font color=""#690000"">URU</font>.<font color=""#c30000"">ši</font>-li-<font color=""#690000"">ip</font>-tu</qt>",city,
an-sa-an.KI,,Anšan,ansaanki,,,GN,"an-šá-an, an-za-an",,,"<qt><font color=""#c30000"">an</font>-<font color=""#690000"">sa</font>-<font color=""#c30000"">an</font>.<font color=""#690000"">KI</font></qt>",location,
h.an-qa-rák-qa-an,achE,Hankraka-LOC2,anqarakqaan,13,"hankraka, hankrka",GN,"h.an-kur-rák-kaš, h.ha-an-kur-ra-qa-an, h.[ha-an]-qa-ra-qa",Sg.,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#00ff00"">qa</font>-<font color=""#690000"">rák</font>-<font color=""#00ff00"">qa</font>-<font color=""#c30000"">an</font></qt>",,
h.an-qa-ti-iz-za,achE,,anqatiizza,2,,GN,,Sg.,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#b40000"">qa</font>-<font color=""#690000"">ti</font>-<font color=""#b40000"">iz</font>-<font color=""#9b0000"">za</font></qt>",,
h.an-ša-an,mE,Anšan,ans~aan,3,,GN,an-ša-an.KI,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-ša-<font color=""#c30000"">an</font></qt>",location,
an-ša-an.KI,oE,Anšan,ans~aanki,2,,GN,"an-ša-an, an-za-an, an-sa-an.KI",,,"<qt><font color=""#c30000"">an</font>-ša-<font color=""#c30000"">an</font>.<font color=""#690000"">KI</font></qt>",location,
h.an-šar,nE,anzar,ans~ar,2,,GN,"an-za-ir, h.an-za-ri-na",,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#690000"">šar</font></qt>",location,
an-ša-an,oE,Anšan,ans~aan,1,,GN,,,,"<qt><font color=""#c30000"">an</font>-ša-<font color=""#c30000"">an</font></qt>",location,
h.ra-zí-nu-ma-ti-iš,achE,raznavatīš,razinumatiis~,,raznavatīš,GN,h.ra-zí-na-ma-ut-ti-iš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ra</font>-<font color=""#690000"">zí</font>-nu-<font color=""#b40000"">ma</font>-<font color=""#690000"">ti</font>-iš</qt>",location,
h.ra-zí-nu-ut-ti-iš,achE,raznavatīš,razinuuttiis~,,raznavatīš,GN,h.ra-zí-na-ma-ut-ti-iš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">ra</font>-<font color=""#690000"">zí</font>-nu-<font color=""#d50000"">ut</font>-<font color=""#690000"">ti</font>-iš</qt>",location,
h.an-tar-at-ti-iš,,antarantiš,antarattiis~,1,,GN,h.an-da-ra-an-ti-iš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#c30000"">tar</font>-<font color=""#690000"">at</font>-<font color=""#690000"">ti</font>-iš</qt>",location,
h.an-tar-ha-pi-ya-iš,achE,antarāpiyā-š,antarhapiyais~,,antarāpiyā,GN,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#c30000"">tar</font>-<font color=""#690000"">ha</font>-<font color=""#e40000"">pi</font>-ya-iš</qt>",location,
h.an-tar-na-ti-iš,achE,antarantiš,antarnatiis~,1,antarantiš,GN,"h.an-da-ra-an-ti-iš, h.an-tar-ra-an-ti-iš",,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#c30000"">tar</font>-na-<font color=""#690000"">ti</font>-iš</qt>",location,
h.an-tar-ra-an-ti-iš,achE,antarantiš,antarraantiis~,5,antarantiš,GN,"h.an-da-ra-an-ti-iš, h.an-tar-na-ti-iš",,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#c30000"">tar</font>-<font color=""#690000"">ra</font>-<font color=""#c30000"">an</font>-<font color=""#690000"">ti</font>-iš</qt>",location,
[h].an-tar-tur?-ri,achE,antarδrayā,antarturri,,antarδrayā,GN,h.an-tar-tar-ri-ya,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#c30000"">tar</font>-<font color=""#b40000"">tur</font>-<font color=""#9b0000"">ri</font></qt>",location,
h.an-tar-tar-ri-ya,achE,antarδrayā,antartarriya,1,antarδrayā,GN,[h].an-tar-tur?-ri,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#c30000"">tar</font>-<font color=""#c30000"">tar</font>-<font color=""#9b0000"">ri</font>-ya</qt>",location,
h.an-ti-ra-ti-iš,achE,antarantiš,antiratiis~,,,GN,h.an-da-ra-an-ti-iš,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">ti</font>-iš</qt>",location,
h.an-t[ur-bar]-ra-mi-ud?-da,achE,,anturbarramiudda,,,GN,h.an-tur-bar-mi-ud?-da,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">an</font>-<font color=""#b40000"">tur</font>-<font color=""#de0000"">bar</font>-<font color=""#690000"">ra</font>-mi-<font color=""#d50000"">ud</font>-<font color=""#9b0000"">da</font></qt>",location,
