transliteration,period,morphology,sorting,frequency,cognate,function,variant,number,person,rich,semantics,affix
d.hu-te.qa-ša-an,mE,,huteqas~aan,,,DN,f.ú-tuk.d.hu-te.qa-ša-an,,,"<qt><font color=""#c30000"">d</font>.<font color=""#d50000"">hu</font>-te.<font color=""#9b0000"">ka<small>4</small></font>-ša-<font color=""#c30000"">an</font></qt>",divine,
d.hu-um-qa-at,oE,Humkat,huumqaat,1,,DN,hu-h-kat7,Sg.,3rd Anim.,"<qt><font color=""#c30000"">d</font>.<font color=""#d50000"">hu</font>-<font color=""#690000"">um</font>-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#690000"">at</font></qt>",divine,
[d].hu-ur-bi,oE,Hurbi?,huurbi,,,DN,v.hu-ur-ba.ti-la,,,"<qt><font color=""#c30000"">d</font>.<font color=""#d50000"">hu</font>-<font color=""#b40000"">ur</font>-<font color=""#de0000"">bi</font></qt>",divine,
d.hu-ur.ba-hi-ir,oE,Hurb-bahir,huurbahiir,1,,DN,[d].hu-ur-bi,,,"<qt><font color=""#c30000"">d</font>.<font color=""#d50000"">hu</font>-<font color=""#b40000"">ur</font>.<font color=""#9b0000"">ba</font>-<font color=""#c30000"">hi</font>-ir</qt>",,
d.ib-na.ha-aš-t[uk],nA,,ibnahaas~tuk,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ib</font>-na.<font color=""#690000"">ha</font>-<font color=""#c30000"">aš</font>-<font color=""#b40000"">tuk</font></qt>",divine,
d.ib-na-šá-šá,nE,,ibnas~as~a,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ib</font>-na-<font color=""#c30000"">šá</font>-<font color=""#c30000"">šá</font></qt>",divine,
i-na-ru-ut,oE,,inaruut,,,DN,ku-uk.i-na-ru-ut,,,"<qt><font color=""#9b0000"">i</font>-na-<font color=""#b40000"">ru</font>-<font color=""#d50000"">ut</font></qt>",divine,
[d.i]m?-it-ki?,oE,Imitki?,imitki,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">im</font>-<font color=""#690000"">it</font>-<font color=""#690000"">ki</font></qt>",divine,
il-a-ba4,,,ilaba4,,,DN,a-ba.DINGIR,,,"<qt><font color=""#690000"">il</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">ba<sub><small>4</small></sub></font></qt>",divine,
d.in-na-na,mE,Inanna,innana,,inanna,DN,,,,"<qt><font color=""#c30000"">d</font>.in-na-na</qt>",divine,
d.in-su-uš-na-ak,"oE, mE",Inšušinak,insuus~naak,,,DN,d.in-šu-ši-na-ak,,,"<qt><font color=""#c30000"">d</font>.in-<font color=""#690000"">su</font>-uš-na-<font color=""#690000"">ak</font></qt>",divine,
in-šu-li-na-ik,oE,,ins~ulinaik,,,DN,d.in-šu-ši-na-ak,,,"<qt>in-<font color=""#9b0000"">šu</font>-li-na-<font color=""#c30000"">ik</font></qt>",divine,
[d].in-zu-uš-na-ak,mE,,inzuus~naak,,,DN,"d.in-sú-uš-na-ak, d.in-šu-ši-na-ak",,,"<qt><font color=""#c30000"">d</font>.in-<font color=""#690000"">zu</font>-uš-na-<font color=""#690000"">ak</font></qt>",divine,
d.ir-da-na.pír-ru-ir-ti-iš,achE,rδana-fravartiš,irdanapirruirtiis~,,rδana-fravartiš,DN,[d].ir-da-na.pír-ru-ru-ti-iš,,,"<qt><font color=""#c30000"">d</font>.ir-<font color=""#9b0000"">da</font>-na.<font color=""#e10000"">pír</font>-<font color=""#b40000"">ru</font>-ir-<font color=""#690000"">ti</font>-iš</qt>",divine,
[d].ir-da-na.pír-ru-ru-ti-iš,achE,rδana-fravartiš,irdanapirrurutiis~,,rδana-fravartiš,DN,,,,"<qt><font color=""#c30000"">d</font>.ir-<font color=""#9b0000"">da</font>-na.<font color=""#e10000"">pír</font>-<font color=""#b40000"">ru</font>-<font color=""#b40000"">ru</font>-<font color=""#690000"">ti</font>-iš</qt>",divine,
d.i-še-še,nE,,is~es~e,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">i</font>-<font color=""#690000"">še</font>-<font color=""#690000"">še</font></qt>",divine,
d.IŠKUR,,Adad,is~kur,1,,DN,"d.ad-da-ad, [d].IŠKUR.ha-al-da-[aš?]",Sg.,1st,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">IŠKUR</font></qt>",divine,
d.la-a-an.ba-ni,,Lam-bani,laaanbani,,,DN,d.la-àm-ba-ni,,,"<qt><font color=""#c30000"">d</font>.la-<font color=""#690000"">a</font>-<font color=""#c30000"">an</font>.<font color=""#9b0000"">ba</font>-<font color=""#c30000"">ni</font></qt>",divine,
d.la-àm-ba-ni,oE,lam-bani,laambani,,,DN,"d.la-a-an-ba-ni, ku-ku.ba-ni, te-im-ti.ba-ni",,,"<qt><font color=""#c30000"">d</font>.la-àm-<font color=""#9b0000"">ba</font>-<font color=""#c30000"">ni</font></qt>",divine,
la-li,,,lali,,,DN,d.la-li-ya,,,<qt>la-li</qt>,divine,
d.la-li-ya,nE,,laliya,,,DN,,,,"<qt><font color=""#c30000"">d</font>.la-li-<font color=""#9b0000"">ya</font></qt>",divine,
d.la-qa-ma-ar,achE,,laqamaar,,,DN,d.la-ga-ma-al,,,"<qt><font color=""#c30000"">d</font>.la-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#b40000"">ma</font>-ar</qt>",divine,
d.la-qa-mar,achE,Lagamal,laqamar,,,DN,d.la-ga-ma-al,,,"<qt><font color=""#c30000"">d</font>.la-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#9b0000"">mar</font></qt>",divine,
d.lú-hu-ur-ra-ba,oB,,luhuurraba,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#00ff00"">lú</font>-<font color=""#d50000"">hu</font>-<font color=""#b40000"">ur</font>-<font color=""#690000"">ra</font>-<font color=""#9b0000"">ba</font></qt>",divine,
d.MAN,,Šimut,man,1,,DN,d.ŠIMUT,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">MAN</font></qt>",divine,
d.MAN-na,nE,Šimut-GEN,manna,1,,DN,d.ŠIMUT,,,,,
d.man-za-at,nE,Manzat,manzaat,,,DN,"v.ku-uk.d.man-za-at, d.ma-an-za-at",,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">man</font>-<font color=""#690000"">za</font>-<font color=""#690000"">at</font></qt>",divine,
d.man-zi-ni-ri,nA,,manziniri,,,DN,d.ma-an-zi-ni-ri,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">man</font>-<font color=""#690000"">zi</font>-<font color=""#c30000"">ni</font>-<font color=""#9b0000"">ri</font></qt>",divine,
d.ma-ri-ráš,achE,hvarira-š,mariras~,,hvarira,DN,d.mar-ri-ráš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ri</font>-<font color=""#b40000"">ráš</font></qt>",divine,
2.d.mar-qa-šá-na,achE,vrkažana,marqas~ana,,vrkažana,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">mar</font>-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#c30000"">šá</font>-na</qt>",divine,
d.mar-ri-iš,achE,,marriis~,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">mar</font>-<font color=""#9b0000"">ri</font>-iš</qt>",divine,
d.mar-ri-ráš,achE,hvarīra-š,marriras~,,hvarīra,DN,d.ma-ri-ráš,,,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">mar</font>-<font color=""#9b0000"">ri</font>-<font color=""#b40000"">ráš</font></qt>",divine,
d.ma?-tin?,achE,,matin,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">ma</font>-<font color=""#9b0000"">tin</font></qt>",divine,
d.ma-za-at,"oE, mE",Manzat,mazaat,,,DN,"d.ma-an-za-at, li-ba-ar.ma-za-at, te-úr.ma-za-at, pù-zur8.d.ma-za-at",,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">ma</font>-<font color=""#690000"">za</font>-<font color=""#690000"">at</font></qt>",divine,
d.mi-iš-du-ši,achE,miždušīš,miis~dus~i,,miždušīš,DN,d.mi-iš-du-ši-iš,,,"<qt><font color=""#c30000"">d</font>.mi-iš-<font color=""#9b0000"">du</font>-<font color=""#c30000"">ši</font></qt>",divine,
d.mi-iš-du-ši-iš,achE,miždušīš,miis~dus~iis~,,miždušīš,DN,d.mi-iš-du-ši,,,"<qt><font color=""#c30000"">d</font>.mi-iš-<font color=""#9b0000"">du</font>-<font color=""#c30000"">ši</font>-iš</qt>",divine,
hhh.mi-iš-šá,achE,miça,miis~s~a,,miça,DN,,,,"<qt>hhh.mi-iš-<font color=""#c30000"">šá</font></qt>",divine,
d.mi-na-um,achE,vinam,minaum,,vinam,DN,,,,"<qt><font color=""#c30000"">d</font>.mi-na-<font color=""#690000"">um</font></qt>",divine,
mu-pi5,oE,,mupi5,,,DN,"a-ša-ar.mu-pi5, e-bi-ir.mu-pi, e-pi-ir.mu-pi5, e-pir6.mu-pi5, [v.e-pír].mu-ú-pír",,,"<qt><font color=""#690000"">mu</font>-<font color=""#00ff00"">pi<sub><small>5</small></sub></font></qt>",divine,
d.MÚŠ.EREN,,Inšušinak,mus~eren,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#00ff00"">MÚŠ</font>.EREN</qt>",divine,
d.MÙŠ.EREN,,Inšušinak,mus~eren,,,DN,,,,"<qt><font color=""#c30000"">d</font>.MÙŠ.EREN</qt>",divine,
d.MÙŠ.HU.LAM,mE,Inšušinak,mus~hulam,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.MÙŠ.<font color=""#d50000"">HU</font>.LAM</qt>",divine,
d.MÙŠ.LAM,nE,Inšušinak,mus~lam,,,DN,,,,"<qt><font color=""#c30000"">d</font>.MÙŠ.LAM</qt>",divine,
d.MÙŠ.LAM.mi,nE,Inšušinak-INANIM.AGR,mus~lammi,1,,DN,,Sg.,,"<qt><font color=""#c30000"">d</font>.MÙŠ.LAM.mi</qt>",divine,
d.na-ab-ba-zab-ba,achE,,naabbazabba,,,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ab</font>-<font color=""#9b0000"">ba</font>-<font color=""#e10000"">zab</font>-<font color=""#9b0000"">ba</font></qt>",divine,
d.na-an-na-ra,mE,Nannara,naannara,,Nanna,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#c30000"">an</font>-na-<font color=""#690000"">ra</font></qt>",divine,
d.na-ap-[ir?],oE,Napir,naapir,,,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>-ir</qt>",divine,
d.na-ap.ki-ki-ip,mE,,naapkikiip,,,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>.<font color=""#690000"">ki</font>-<font color=""#690000"">ki</font>-<font color=""#690000"">ip</font></qt>",divine,
d.na-ap.ir-šá-ir-ra,achE,Napiriša,naapirs~airra,,,DN,d.na-ap-pi-ir-šá-ir-ra,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>.ir-<font color=""#c30000"">šá</font>-ir-<font color=""#690000"">ra</font></qt>",divine,
d.na-ap-pi-ir-šá-ir-ra,achE,Napiriša-3SG.AGR,naappiirs~airra,,,DN,d.na-ap.ir-šá-ir-ra,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>-<font color=""#de0000"">pi</font>-ir-<font color=""#c30000"">šá</font>-ir-<font color=""#690000"">ra</font></qt>",divine,
d.na-ap.ra-te-ip,nE,nourishing.god-PL,naaprateip,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>.<font color=""#690000"">ra</font>-te-<font color=""#690000"">ip</font></qt>",divine,
d.na-ap-ri-si,nA,Napiriša-3SG.AGR,naaprisi,,,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">si</font></qt>",divine,
d.na-ap-riš,nA,Napiriša,naapris~,,,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>-<font color=""#9b0000"">riš</font></qt>",divine,
d.na-ap.ra-te-ip-me,nE,nourishing.gods-PL-INANIM.AGR,naaprateipme,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>.<font color=""#690000"">ra</font>-te-<font color=""#690000"">ip</font>-<font color=""#9b0000"">me</font></qt>",,
d.na-ap.sa-a,nA,,naapsaa,,,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ap</font>.<font color=""#690000"">sa</font>-<font color=""#690000"">a</font></qt>",divine,
d.na-bu,mE,Nabû,nabu,1,Nabû,DN,"d.na-bu-ú, d.na-bi-um",,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">bu</font></qt>",divine,
d.na-bi-um,mE,Nabû,nabium,,Nabû,DN,"d.na-bu, d.na-bu-ú",,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#de0000"">bi</font>-<font color=""#690000"">um</font></qt>",divine,
d.na-bu-ú,mE,Nabû,nabuu,,Nabû,DN,"d.na-bu, d.na-bi-um",,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">bu</font>-<font color=""#9b0000"">ú</font></qt>",divine,
na-h.lg,achE,,nalg,,,DN,,,,"<qt>na-<font color=""#d50000"">h</font>.<font color=""#690000"">lg</font></qt>",divine,
d.na-hu-un-de,nA,Nahhunte,nahuunde,,,DN,"ta-an.na-hu-un-de, tan.d.na-hu-un-de, d.na-h-hu-un-te",,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#d50000"">hu</font>-<font color=""#b40000"">un</font>-<font color=""#00ff00"">de</font></qt>",divine,
d.na-ir-si-na,nE,Nairsina,nairsina,1,,DN,d.ni-ar-zi-na,,,"<qt><font color=""#c30000"">d</font>.na-ir-<font color=""#690000"">si</font>-na</qt>",divine,
d.nap-ri-iš,Akk,Napiriša,napriis~,,,DN,"d.na-ap-riš, d.na-ap-ri-si",,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">nap</font>-<font color=""#9b0000"">ri</font>-iš</qt>",divine,
nap-ru-šu,Akk,Napiriša,naprus~u,1,,DN,,,,"<qt><font color=""#690000"">nap</font>-<font color=""#b40000"">ru</font>-<font color=""#9b0000"">šu</font></qt>",divine,
nap-ru-šú,Akk,Napiriša,naprus~u,1,,DN,,,,"<qt><font color=""#690000"">nap</font>-<font color=""#b40000"">ru</font>-šú</qt>",divine,
d.nar-gi,oE,,nargi,,,DN,ARAD.d.nar-gi,,,"<qt><font color=""#c30000"">d</font>.<font color=""#00ff00"">nar</font>-<font color=""#9b0000"">gi</font></qt>",divine,
d.na-ri-šá-an-qa,achE,naryasanga,naris~aanqa,,naryasanga,DN,,,,"<qt><font color=""#c30000"">d</font>.na-<font color=""#9b0000"">ri</font>-<font color=""#c30000"">šá</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>",divine,
d.NIN.DAR.a-l[i],mE,Bēlet-DAR-āli,nindarali,,āli,DN,,,,"<qt><font color=""#c30000"">d</font>.NIN.DAR.<font color=""#690000"">a</font>-li</qt>",divine,
d.NIN.a-li,mE,Bēlet-āli,ninali,,bēlet-āli,DN,,,,"<qt><font color=""#c30000"">d</font>.NIN.<font color=""#690000"">a</font>-li</qt>",divine,
d.NIN.É.GAL,mE,,ninegal,,,DN,,,,"<qt><font color=""#c30000"">d</font>.NIN.<font color=""#690000"">É</font>.<font color=""#c30000"">GAL</font></qt>",divine,
d.NIN.MÙŠ.EREN,"oE, mE",Inšušinak,ninmus~eren,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.NIN.MÙŠ.EREN</qt>",divine,
d.nin-kar-ak,"oE, mE",Ninkarak,ninkarak,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#00ff00"">nin</font>-<font color=""#690000"">kar</font>-<font color=""#690000"">ak</font></qt>",divine,
[d.ni]n-[ur]-ta,oE,Ninurta,ninurta,,Ninurta,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#00ff00"">nin</font>-<font color=""#b40000"">ur</font>-ta</qt>",divine,
d.ni-tu-ti-ir,oE,Nitutir,nitutiir,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ni</font>-tu-<font color=""#690000"">ti</font>-ir</qt>",divine,
nu-me,oE,,nume,1,,DN,,,,"<qt>nu-<font color=""#9b0000"">me</font></qt>",divine,
d.NUN.ABZU,oE,,nunabzu,,,DN,,,,"<qt><font color=""#c30000"">d</font>.NUN.<font color=""#00ff00"">ABZU</font></qt>",divine,
d.NUN.LUGÀL,mE,Nun-Lugal,nunlugal,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.NUN.<font color=""#690000"">LUGÀL</font></qt>",divine,
nu-ul-ki-ip-pi,mE,benificent?-PL,nuulkiippi,,,DN,,,,"<qt>nu-ul-<font color=""#690000"">ki</font>-<font color=""#690000"">ip</font>-<font color=""#de0000"">pi</font></qt>",divine,
d.ra-ap-pa,,,raappa,,,DN,"te-im-ti.d.ra-ap-pa, d.ra-ap-pa.d.ku-uz-bi, ra-ap-pi.DINGIR",,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ra</font>-<font color=""#9b0000"">ap</font>-<font color=""#690000"">pa</font></qt>",divine,
d.ra-gi-ba,nA,,ragiba,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">ra</font>-<font color=""#9b0000"">gi</font>-<font color=""#9b0000"">ba</font></qt>",divine,
d.ru-si-bi-ir,oE,rusibir,rusibiir,,,DN,tan.d.ru-si-bi-ir,,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">ru</font>-<font color=""#690000"">si</font>-<font color=""#de0000"">bi</font>-ir</qt>",divine,
d.sa-pa-ak,nA,,sapaak,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">sa</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">ak</font></qt>",divine,
[d.s]i?-ir.na-[b]í-ir,oE,Sir-napir,siirnabiir,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">si</font>-ir.na-<font color=""#d50000"">bí</font>-ir</qt>",divine,
d.si-la.ga-ra-a,nA,,silagaraa,,,DN,d.si-li-ir,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">si</font>-la.<font color=""#9b0000"">ga</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">a</font></qt>",divine,
d.si-li-ir,mE,Silir,siliir,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">si</font>-li-ir</qt>",divine,
d.su-gìr.ri-ša-ra,mE,Sunkir-Rišara,sugirris~ara,,,DN,"d.su-un-ki-ir.ri-ša-ar-ra, d.zu-un-ki-ir.ri-ša-ar-ra, d.su-un-gur-sa-ra-a",,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">su</font>-<font color=""#b40000"">gìr</font>.<font color=""#9b0000"">ri</font>-ša-<font color=""#690000"">ra</font></qt>",divine,
d.su-h-si-pa,mE,Suhsipa,suhsipa,1,,DN,[d].s[u-h-si]-ib-ba,Pl.,3rd Anim.,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">su</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">si</font>-<font color=""#690000"">pa</font></qt>",divine,
[d].s[u-h-si]-ib-ba,oE,Suhsipa,suhsiibba,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">su</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">si</font>-<font color=""#690000"">ib</font>-<font color=""#9b0000"">ba</font></qt>",divine,
d.su-h-si-pa-me,mE,Suhsipa-INANIM.AGR,suhsipame,1,,DN,,Pl.,3rd Anim.,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">su</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">si</font>-<font color=""#690000"">pa</font>-<font color=""#9b0000"">me</font></qt>",,
d.su-mu-du,nA,,sumudu,1,,DN,d.si-mu-ut,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">su</font>-<font color=""#690000"">mu</font>-<font color=""#9b0000"">du</font></qt>",divine,
d.su-ti-ti,mE,,sutiti,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">su</font>-<font color=""#690000"">ti</font>-<font color=""#690000"">ti</font></qt>",divine,
d.su-un-gur-sa-ra-a,nA,,suungursaraa,,,DN,"d.su-gìr.ri-ša-ra, d.su-un-ki-ir.ri-ša-ar-ra",,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">su</font>-<font color=""#b40000"">un</font>-<font color=""#00ff00"">gur</font>-<font color=""#690000"">sa</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">a</font></qt>",divine,
d.su-un-ki-ir.ri-ša-ar-ra,mE,Sunkir-Rišara,suunkiirris~aarra,,,DN,"d.su-un-gur-sa-ra-a, d.su-gìr.ri-ša-ra",,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">su</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">ki</font>-ir.<font color=""#9b0000"">ri</font>-ša-ar-<font color=""#690000"">ra</font></qt>",divine,
d.ša-ak.am-mar.ha-ni-iš-ta,mE,šak-amma-hani-3SG-da,s~aakammarhaniis~ta,,,DN,,Sg.,3rd Anim.,"<qt><font color=""#c30000"">d</font>.ša-<font color=""#690000"">ak</font>.am-<font color=""#9b0000"">mar</font>.<font color=""#690000"">ha</font>-<font color=""#c30000"">ni</font>-iš-ta</qt>",divine,-da
d.ša-at-wa-ak,oE,šatwak,s~aatwaak,,,DN,tan.d.ša-at?-wa-ak,,,"<qt><font color=""#c30000"">d</font>.ša-<font color=""#690000"">at</font>-<font color=""#de0000"">wa</font>-<font color=""#690000"">ak</font></qt>",divine,
d.šà-ha-an,oAkk,Šahan,s~ahaan,1,,DN,"d.šáh-ha-aš, zu-up.šà-ha-an, ša-h-ha-[an-ra]",,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">šà</font>-<font color=""#690000"">ha</font>-<font color=""#c30000"">an</font></qt>",divine,
d.šáh-ha-aš,Ugaritic,šaha-n,s~ahhaas~,,,DN,d.šà-ha-an,,,"<qt><font color=""#c30000"">d</font>.<font color=""#00ff00"">šáh</font>-<font color=""#690000"">ha</font>-<font color=""#c30000"">aš</font></qt>",divine,-n-
d.šá-iz-zí,nE,šazi,s~aizzi,,,DN,d.šà-zi,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">šá</font>-<font color=""#b40000"">iz</font>-<font color=""#690000"">zí</font></qt>",divine,
d.šá-ki,achE,,s~aki,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">šá</font>-<font color=""#690000"">ki</font></qt>",divine,
d.ša-la,"oE, mE",Šala,s~ala,,,DN,,,,"<qt><font color=""#c30000"">d</font>.ša-la</qt>",divine,
d.šá-šum,nE,siyašum,s~as~um,,,DN,d.si-a-šum,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">šá</font>-<font color=""#c30000"">šum</font></qt>",divine,
d.šá-ti,nE,,s~ati,,,DN,v.šá-di-ri-e-du,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">šá</font>-<font color=""#690000"">ti</font></qt>",divine,
d.šà-zi,nE,šazi,s~azi,,,DN,"d.šá-iz-zí, pi-li-ir.d.šà-zi",,,"<qt><font color=""#c30000"">d</font>.<font color=""#b40000"">šà</font>-<font color=""#690000"">zi</font></qt>",divine,
d.še-ik-sìp-pi,nE,,s~eiksippi,,,DN,h.ši-ik-ši-ib-be,Pl.,3rd Anim.,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">še</font>-<font color=""#c30000"">ik</font>-<font color=""#690000"">sìp</font>-<font color=""#de0000"">pi</font></qt>",divine,
d.še-ut-ra-bat-ti-iš,achE,Xšaϑrapatiš,s~eutrabattiis~,,xšaϑrapatiš,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">še</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">ra</font>-<font color=""#de0000"">bat</font>-<font color=""#690000"">ti</font>-iš</qt>",divine,
d.ši-da-nu,nE,,s~idanu,,,DN,"d.šu-d[a-nu], d.ši-du",,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ši</font>-<font color=""#9b0000"">da</font>-nu</qt>",divine,
d.ši-du,nA,,s~idu,1,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ši</font>-<font color=""#9b0000"">du</font></qt>",divine,
ši-ga-at,,,s~igaat,,,DN,ku-uk.ši-ga-at,,,"<qt><font color=""#c30000"">ši</font>-<font color=""#9b0000"">ga</font>-<font color=""#690000"">at</font></qt>",divine,
[d].š[i]-h-ha-áš,nA,,s~ihhaas~,,,DN,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ši</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ha</font>-<font color=""#9b0000"">áš</font></qt>",divine,
d.ši-mut,"mE, nE",Šimut,s~imut,1,,DN,d.si-mu-ut,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ši</font>-<font color=""#690000"">mut</font></qt>",divine,
d.ši-mu-ut,achE,Šimut,s~imuut,1,,DN,"d.si-mu-ut, ku-uk.d.ši-mu-ut",,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ši</font>-<font color=""#690000"">mu</font>-<font color=""#d50000"">ut</font></qt>",divine,
d.ši-mu-ut-ta,mE,Šimut,s~imuutta,,,DN,d.si-mu-ut,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ši</font>-<font color=""#690000"">mu</font>-<font color=""#d50000"">ut</font>-ta</qt>",divine,
ši-ti,oE,,s~iti,,,DN,,,,"<qt><font color=""#c30000"">ši</font>-<font color=""#690000"">ti</font></qt>",divine,
d.si-ya-šu-um,mE,Siyašum,siyas~uum,1,,DN,d.si-a-šum,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">si</font>-<font color=""#9b0000"">ya</font>-<font color=""#9b0000"">šu</font>-<font color=""#690000"">um</font></qt>",divine,
šu-ba-ra,Akk,,s~ubara,,,DN,hh.šu-ba-r[a],,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">ra</font></qt>",divine,
šu-bi-ir,,šip,s~ubiir,,,DN,"šu-pi-ir, šu-pír, d.ki-la-h.šu-bi-ir, d.ki-la-h.šu-pi-ir, hw.hu-ban.šu-pír",,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#de0000"">bi</font>-ir</qt>",divine,
d.šu-da-a-nu,nA,,s~udaanu,,,DN,d.šu-d[a-nu],,,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">šu</font>-<font color=""#9b0000"">da</font>-<font color=""#690000"">a</font>-nu</qt>",divine,
d.šu-d[a-nu],nE,,s~udanu,,,DN,"d.ši-da-nu, d.šu-da-a-nu",,,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">šu</font>-<font color=""#9b0000"">da</font>-nu</qt>",divine,
d.šu-gu,oE,šuk,s~ugu,,,DN,"šu-uk-ku, f.šu-ku.dam-qa-at",,,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">šu</font>-<font color=""#690000"">gu</font></qt>",divine,
